"","x"
"1306","מענטשישע"
"1307","מענטשליך"
"1308","מענטשן''ס"
"1309","מענער"
"1310","מעסעדזש"
"1311","מעסעדזשעס"
"1312","מעסערס"
"1313","מערב"
"1314","מערהייט"
"1315","מערידיאן"
"1316","מערכה"
"1317","מערסט"
"1318","מערסטנס"
"1319","מערערע"
"1320","מערקוירי"
"1321","מעשה"
"1322","מפורסם"
"1323","מפרשים"
"1324","מצבים"
"1325","מצוות"
"1326","מציאה"
"1327","מציאות"
"1328","מקורות"
"1329","משא"
"1330","משאות"
"1331","משגיחים"
"1332","משכילים"
"1333","משנה"
"1334","משפחות"
"1335","משפחת"
"1336","משקה"
"1337","משרתים"
"1338","מתנה"
"1339","ן"
"1340","נאַבאַל"
"1341","נאוויגאציע"
"1342","נאכט"
"1343","נאכפאלגער"
"1344","נאכשלעפער"
"1345","נאמען"
"1346","נאנט"
"1347","נאנטסטע"
"1348","נאנטשאפט"
"1349","נאפאלי"
"1350","נאציאנאליזם"
"1351","נאציאנאליסטן"
"1352","נאצים"
"1353","נארמע"
"1354","נאשעריי"
"1355","נבואה"
"1356","נביאים"
"1357","נדבורנא''ער"
"1358","נומער"
"1359","נומערן"
"1360","נוסח"
"1361","נוצליכע"
"1362","נוצן"
"1363","נוקלעאטידן"
"1364","נוקלעארע"
"1365","נטיה"
"1366","ניגון"
"1367","ניגונים"
"1368","נידערט"
"1369","נידערלאַנדן"
"1370","ניו"
"1371","ניין"
"1372","ניינציג"
"1373","נײַסטע"
"1374","נייעס"
"1375","ניסים"
"1376","ניצן"
"1377","נירנבערג"
"1378","נישט"
"1379","נכבדים"
"1380","נסים"
"1381","נסיעות"
"1382","נעבן"
"1383","נעגל"
"1384","נעטוואורק"
"1385","נעטווארק"
"1386","נעכט"
"1387","נעמט"
"1388","נעמען"
"1389","נעסט"
"1390","נעץ"
"1391","נעצווערן"
"1392","נעצווערק"
"1393","נפקא"
"1394","נצחונות"
"1395","נקמה"
"1396","נשמה"
"1397","סאהרי"
"1398","סאווע"
"1399","סאטי"
"1400","סאטמארער"
"1401","סאטראפן"
"1402","סאלדאטן"
"1403","סאפאווידן"
"1404","סאציאל"
"1405","סארט"
"1406","סארטן"
"1407","סביבה"
"1408","סגולה"
"1409","סדר"
"1410","סדרה"
"1411","סואווערענע"
"1412","סוד"
"1413","סוחרים"
"1414","סוירטש"
"1415","סוף"
"1416","סופיא"
"1417","סופליי"
"1418","סופעריאריטעט"
"1419","סחורה''נע"
"1420","סטאביל"
"1421","סטאטוס"
"1422","סטאנדארט"
"1423","סטאנדארטן"
"1424","סטאנציעס"
"1425","סטודיאָ"
"1426","סטודענטן"
"1427","סטיל"
"1428","סטעי"
"1429","סטעיט"
"1430","סטעיטס"
"1431","סטרוקטור"
"1432","סטרוקטורן"
"1433","סטריטקאר"
"1434","סטריקעווער"
"1435","סיבה"
"1436","סיבות"
"1437","סיגנאלן"
"1438","סיטי"
"1439","סיי"
"1440","סייט"
"1441","סייטס"
"1442","סייענטיסטן"
"1443","סילינדערס"
"1444","סימבאל"
"1445","סימן"
"1446","סימנים"
"1447","סימפטאמען"
"1448","סינגל"
"1449","סינייל"
"1450","סיעתא"
"1451","סכום"
"1452","סכנה"
"1453","סכנות''דיגע"
"1454","סלאבאדקער"
"1455","סלאגאן"
"1456","סם"
"1457","סעודה"
"1458","סעודות"
"1459","סעזאן"
"1460","סעילס"
"1461","סעל"
"1462","סעליולער"
"1463","סעלעברעטיס"
"1464","סעמפל"
"1465","סענסארס"
"1466","סענסיטיוויטעט"
"1467","סעקולער"
"1468","סעקולרע"
"1469","סעקונדן"
"1470","סעקטארן"
"1471","סעקיוריטי"
"1472","סעקס"
"1473","סעקסימבאל"
"1474","סערוויס"
"1475","סערוויסן"
"1476","סערוויסעס"
"1477","סערעטערי"
"1478","ספארטלער"
"1479","ספדונה"
"1480","ספיד"
"1481","ספעיס"
"1482","ספעצילע"
"1483","ספערם"
"1484","ספערן"
"1485","ספרי"
"1486","סצענעס"
"1487","סקאַלע"
"1488","סקי"
"1489","סקעדזשועל"
"1490","סקעלעטאל"
"1491","סקענער"
"1492","סקרין"
"1493","עבירה"
"1494","עבירות"
"1495","עגיפטן"
"1496","עדה"
"1497","עדות"
"1498","עוועקואציע"
"1499","עול"
"1500","עיקרים"
"1501","עירבאס"
"1502","עירפאונס"
"1503","עירקרעפט"
"1504","על"
"1505","עלטערן"
"1506","עליטישע"
"1507","עליטע"
"1508","עלעמענט"
"1509","עלעמענטן"
"1510","עלעקציע"
"1511","עלף"
"1512","עמאציעס"
"1513","עמוירדזשענסי"
"1514","עמיגראציע"
"1515","עמיראטן"
"1516","עמישענס"
"1517","ענגשאפט"
"1518","ענדזשין"
"1519","ענדיגט"
"1520","ענווייראמענט"
"1521","ענווייראמענטאליסטן"
"1522","ענטפער"
"1523","ענין"
"1524","ענינים"
"1525","ענעריגע"
"1526","עס"
"1527","עסנווארג"
"1528","עפאכעס"
"1529","עפּידעמיע"
"1530","עפיזאד"
"1531","עפענונג"
"1532","עפעקט"
"1533","עפעקטיוו"
"1534","עפעקטן"
"1535","עפפ"
"1536","עץ"
"1537","עצות"
"1538","עק"
"1539","עקאנאמיעס"
"1540","עקוואטארישע"
"1541","עקסטרעמיסט"
"1542","עקסטשעינדזש"
"1543","עקסידענט"
"1544","עקספארטירער"
"1545","עקענאמיע"
"1546","עקשנות"
"1547","ערד"
"1548","ערהאלט"
"1549","ערטער"
"1550","ערנצטע"
"1551","ערפאלג"
"1552","ערפארענע"
"1553","ערציילונג"
"1554","ערקלערונג"
"1555","עשירים"
"1556","עשרת"
"1557","פאבריצירט"
"1558","פאַבריקאַנט"
"1559","פאבריקאנטן"
"1560","פאבריקן"
"1561","פאדערט"
"1562","פּאָזיציע"
"1563","פּאָזיציעס"
"1564","פֿאזע"
"1565","פאזען"
"1566","פאזעס"
"1567","פאטאגענען"
"1568","פאטענט"
"1569","פאך"
"1570","פֿאַל"
"1571","פאלאץ"
"1572","פאלגט"
"1573","פאלושן"
"1574","פאלט"
"1575","פאליטיק"
"1576","פאליטיקער"
"1577","פאליטיקערין"
"1578","פאליסי"
"1579","פֿאַליע"
"1580","פאליציי"
"1581","פאלן"
"1582","פאלץ"
"1583","פאלצער"
"1584","פאלק"
"1585","פֿאלק"
"1586","פאן"
"1587","פאנדן"
"1588","פאנדריעזינוג"
"1589","פאסאזשירן"
"1590","פאסט"
"1591","פאסטעריזאציע"
"1592","פאסירונג"
"1593","פּאָעטן"
"1594","פאפוליסט"
"1595","פּאָפּולערקייט"
"1596","פאציפישע"
"1597","פאקט"
"1598","פאקיסטאן"
"1599","פאר"
"1600","פאַר"
"1601","פּאָר"
"1602","פֿאַר"
"1603","פאר''ן"
"1604","פאראום''ס"
"1605","פאראיין"
"1606","פאראייניגטן"
"1607","פאראנטווארטליך"
"1608","פארבינדונג"
"1609","פארבינדונגען"
"1610","פארבס"
"1611","פארבריקן"
"1612","פארברעכן"
"1613","פארברעכער"
"1614","פארדינסטן"
"1615","פארדינער"
"1616","פארהאלטן"
"1617","פארהאנדלונג"
"1618","פארהערער"
"1619","פארוואלטונג"
"1620","פארוואס"
"1621","פארזארגט"
"1622","פארזארגער"
"1623","פארזיכטיקייט"
"1624","פֿארזיכערונג"
"1625","פארזיכערונגן"
"1626","פארזיצערין"
"1627","פארט"
"1628","פארטוגעזישער"
"1629","פארטיזאנען"
"1630","פארטיי"
"1631","פארטייען"
"1632","פארטן"
"1633","פארטרעטערס"
"1634","פאריין"
"1635","פארכאפונג"
"1636","פארלאגנט"
"1637","פארלאמענט"
"1638","פארלאנג"
"1639","פארלוסטן"
"1640","פארם"
"1641","פארמאט"
"1642","פֿאָרמען"
"1643","פארן"
"1644","פארנט"
"1645","פארניכטונג"
"1646","פארנעם"
"1647","פארעכנט"
"1648","פארערגערונג"
"1649","פֿאַרפֿאַסט"
"1650","פארפארסער"
"1651","פארפלאגטע"
"1652","פארפליכטעט"
"1653","פארציילט"
"1654","פארציילענדיג"
"1655","פארקויף"
"1656","פֿאָרשונגען"
"1657","פארשטאטישע"
"1658","פארשטאנד"
"1659","פארשטעלונג"
"1660","פארשטענדליך"
"1661","פאַרשיידנקייט"
"1662","פארשלאג"
"1663","פארשער"
"1664","פארשפרייט"
"1665","פֿאַרשפּרייטסטע"
"1666","פארשפרייטערס"
"1667","פובליק"
"1668","פּובליקאַציעס"
"1669","פובליקע"
"1670","פוטבאל"
"1671","פויגלען"
"1672","פויסט"
"1673","פויערן"
"1674","פון"
"1675","פֿון"
"1676","פונאנדערשיידונג"
"1677","פונם"
"1678","פֿונעם"
"1679","פונקט"
"1680","פונקטן"
"1681","פוסקים"
"1682","פופציג"
"1683","פופצן"
"1684","פחד"
"1685","פיאנירן"
"1686","פיברע"
"1687","פֿיברע"
"1688","פיגור"
"1689","פיגורן"
"1690","פיוט"
"1691","פייכקייט"
"1692","פייל"
"1693","פיינט"
"1694","פייניגונג"
"1695","פֿייערלעשער"
"1696","פיל"
"1697","פילם"
"1698","פֿילם"
"1699","פילמען"
"1700","פילפאכיג"
"1701","פינאנצירונג"
"1702","פינטלעך"
"1703","פינעף"
"1704","פינף"
"1705","פיס"
"1706","פיר"
"1707","פירונגען"
"1708","פירוש"
"1709","פירט"
"1710","פירמעס"
"1711","פירער"
"1712","פירערס"
"1713","פירערשאפט"
"1714","פלאגט"
"1715","פּלאַט"
"1716","פלאטעס"
"1717","פלאנצן"
"1718","פֿלאַנצן"
"1719","פלאסטיק"
"1720","פלאסטישע"
"1721","פלאץ"
"1722","פלוינען"
"1723","פלוס"
"1724","פליגער"
"1725","פליטים"
"1726","פלייט"
"1727","פליישיגע"
"1728","פליסיקייט"
"1729","פליסן"
"1730","פליפלאן"
"1731","פלעגט"
"1732","פלעגן"
"1733","פלענער"
"1734","פלעצער"
"1735","פנים"
"1736","פעדער"
"1737","פעולה"
"1738","פעטאגען''ס"
"1739","פעטאגענס"
"1740","פעלדער"
"1741","פעמיניסטישע"
"1742","פענסטער"
"1743","פעקלעך"
"1744","פעראנען"
"1745","פערד"
"1746","פערזענלעך"
"1747","פערזענלעכע"
"1748","פערזענלעכקייטן"
"1749","פעריאד"
"1750","פערסישן"
"1751","פּערעיאָפּאָדן"
"1752","פערציג"
"1753","פראבלעהמען"
"1754","פראבלעמען"
"1755","פּראָבלעמען"
"1756","פראבעלם"
"1757","פראגעס"
"1758","פראגראם"
"1759","פראגראמירן"
"1760","פראגראמען"
"1761","פראדוצירט"
"1762","פראדוצירער"
"1763","פראדוצירערס"
"1764","פראדוקט"
"1765","פראדוקטן"
"1766","פראוויזאריש"
"1767","פראווינצו"
"1768","פראווינצן"
"1769","פראטאקאל"
"1770","פראטעסטאנטישע"
"1771","פראיעקט"
"1772","פראנצויזיש"
"1773","פראנקרייך"
"1774","פראסט"
"1775","פראסטיגע"
"1776","פראפעסיאנעלערע"
"1777","פּראַפעסער"
"1778","פראצעדור"
"1779","פראצענט"
"1780","פראצעס"
"1781","פראקציעס"
"1782","פרובירט"
"1783","פרווו"
"1784","פרוי"
"1785","פרוכט"
"1786","פרט"
"1787","פרטים"
"1788","פּרטים"
"1789","פריוואטיזירט"
"1790","פריי"
"1791","פרייהאנדל"
"1792","פֿרייהאַנדל"
"1793","פרייז"
"1794","פרייזן"
"1795","פריימערי"
"1796","פריימעריס"
"1797","פרינציפ"
"1798","פרינציפן"
"1799","פרישוואסער"
"1800","פרעזידענט"
"1801","פרעזידענטן"
"1802","פרעפערענץ"
"1803","פרשה"
"1804","פרשיות"
"1805","פשט"
"1806","פשרה"
"1807","צאל"
"1808","צאָל"
"1809","צאלן"
"1810","צאםשטויסענישן"
"1811","צד"
"1812","צדיק"
"1813","צדיקים"
"1814","צדיקת"
"1815","צו"
"1816","צוגעבער"
"1817","צוגעהערן"
"1818","צוגעזאגט"
"1819","צוואה"
"1820","צוואנציג"
"1821","צווי"
"1822","צוויי"
"1823","צװײ"
"1824","צווייג"
"1825","צווייפלען"
"1826","צווישן"
"1827","צווישנשטעט"
"1828","צוועלף"
"1829","צוזאגן"
"1830","צוטיילונגס"
"1831","צוליב"
"1832","צום"
"1833","צונויפשטעלן"
"1834","צונקופט"
"1835","צוקונפט"
"1836","צוקונפטיגן"
"1837","צוקער"
"1838","צורה"
"1839","צוריק"
"1840","צוריקצוגעבן"
"1841","צושטאנד"
"1842","צושטיפטע"
"1843","צושטעלונג"
"1844","צושפייז"
"1845","צי"
"1846","ציבור"
"1847","ציבורישע"
"1848","ציגיינער"
"1849","ציוויליזאציעס"
"1850","ציוניסטישער"
"1851","צייט"
"1852","צייַט"
"1853","צײַט"
"1854","צייטונג"
"1855","צייטונגען"
"1856","צייַטן"
"1857","צייכן"
"1858","צייכענען"
"1859","ציל"
"1860","ציפערן"
"1861","ציקל"
"1862","צעטלעך"
"1863","צעטלען"
"1864","צעל"
"1865","צעלייגט"
"1866","צען"
"1867","צענטער"
"1868","צענטראלן"
"1869","צענטרום"
"1870","צפון"
"1871","צפונ''דיגן"
"1872","צרה"
"1873","צרות"
"1874","קאארדינאטן"
"1875","קאד"
"1876","קאדעקס"
"1877","קאוד"
"1878","קאודס"
"1879","קאווקאז"
"1880","קאון"
"1881","קאונטי''ס"
"1882","קאזאקן"
"1883","קאטאליקן"
"1884","קאטוילן"
"1885","קאַטעגאָריע"
"1886","קאטעלאגס"
"1887","קאיען"
"1888","קאלאניזאציע"
"1889","קאלאניעס"
"1890","קאלום"
"1891","קאליסטא"
"1892","קאלירן"
"1893","קאלענדאר"
"1894","קאלענדער"
"1895","קאמאן"
"1896","קאמאנוועלט"
"1897","קאמוניסטן"
"1898","קאמערע"
"1899","קאמערצואלע"
"1900","קאמף"
"1901","קאמפאזיטארן"
"1902","קאמפאזיציע"
"1903","קאמפאני"
"1904","קאמפאנענטן"
"1905","קאָמפּאָנענטן"
"1906","קאמפיוטער"
"1907","קאמפן"
"1908","קאָן"
"1909","קאנגארו"
"1910","קאנגרעס"
"1911","קאָנגרעסן"
"1912","קאנדידאט"
"1913","קאנוויאר"
"1914","קאנטינענט"
"1915","קאנטעראטאקע"
"1916","קאנטראל"
"1917","קאנטראלירער"
"1918","קאנטראסט"
"1919","קאנטראקט"
"1920","קאָנסאָנאַנטן"
"1921","קאנסול"
"1922","קאנסולאט"
"1923","קאָנסומענטן"
"1924","קאנססטיטוציע"
"1925","קאנסענטראציע"
"1926","קאנסערוועטיווען"
"1927","קאנספיראציע"
"1928","קאנסקעווענסן"
"1929","קאנפליקט"
"1930","קאנצעליי"
"1931","קאנצענטרירונ"
"1932","קאנצענטרירטע"
"1933","קאנצעסיע"
"1934","קאנצערט"
"1935","קאנקורענט"
"1936","קאנקורענץ"
"1937","קאסט"
"1938","קאסינא"
"1939","קאסמאס"
"1940","קאסמאפאליטישע"
"1941","קאסקעווענצן"
"1942","קאפ"
"1943","קאפל"
"1944","קאָפּשטיינס"
"1945","קארטון"
"1946","קארטשינער"
"1947","קאריזמע"
"1948","קארן"
"1949","קארס"
"1950","קהילה"
"1951","קהילות"
"1952","קהילת"
"1953","קהלה"
"1954","קהלות"
"1955","קוואליטעט"
"1956","קוואנטומען"
"1957","קוואנטיטעט"
"1958","קוועלער"
"1959","קויל"
"1960","קוילן"
"1961","קולטור"
"1962","קולטורן"
"1963","קומט"
"1964","קומפיוטערס"
"1965","קונדן"
"1966","קונסט"
"1967","קונצן"
"1968","קוסט"
"1969","קוסציה"
"1970","קוק"
"1971","קוקורביטאצעאיי"
"1972","קיבארד"
"1973","קיבוץ"
"1974","קייזער"
"1975","קייט"
"1976","קיין"
"1977","קיינמאל"
"1978","קייסארים"
"1979","קייסרים"
"1980","קים"
"1981","קינדער"
"1982","קיסרים"
"1983","קישקע"
"1984","קלאנגען"
"1985","קלאפ"
"1986","קליגער"
"1987","קליידער"
"1988","קמחא"
"1989","קנאַל"
"1990","קנעכן"
"1991","קנעפל"
"1992","קעגן"
"1993","קעגנארטיקער"
"1994","קעגנערשאפט"
"1995","קעיס"
"1996","קעלט"
"1997","קען"
"1998","קעניאן"
"1999","קעניג"
"2000","קעניגלעכע"
"2001","קעניגן"
"2002","קעניגרייך"
"2003","קענען"
"2004","קעסטעל"
"2005","קעפּל"
"2006","קערן"
"2007","קערפער"
"2008","קראנקייט"
"2009","קראנקייטן"
"2010","קראפט"
"2011","קראפטן"
"2012","קרבנות"
"2013","קרויזט"
"2014","קריג"
"2015","קריגס"
"2016","קריגעריי"
"2017","קריטיק"
"2018","קריטיקישע"
"2019","קרייזן"
"2020","קרייזען"
"2021","קריסטן"
"2022","קרן"
"2023","קרעדיט"
"2024","קרענק"
"2025","קרעפטן"
"2026","קשיאות"
"2027","ראבאט"
"2028","ראגן"
"2029","ראד"
"2030","ראדאר"
"2031","ראדיא"
"2032","ראוד"
"2033","ראודס"
"2034","ראט"
"2035","ראטאציע"
"2036","ראטגעבער"
"2037","ראטע"
"2038","ראיאן"
"2039","ראיאנען"
"2040","ראנג"
"2041","ראסען"
"2042","ראפינירערס"
"2043","ראק"
"2044","ראקעט"
"2045","ראש"
"2046","ראשי"
"2047","ראשידון"
"2048","רב"
"2049","רבי"
"2050","רבי''ס"
"2051","רביים"
"2052","רבנות"
"2053","רבנים"
"2054","רוגזא"
"2055","רוזשינער"
"2056","רוטעס"
"2057","רויבער"
"2058","רולס"
"2059","רונדע"
"2060","רוקן"
"2061","רחבֿותן"
"2062","ריד"
"2063","רידער"
"2064","ריזיגער"
"2065","ריזן"
"2066","ריחות"
"2067","ריי"
"2068","רייהען"
"2069","רייך"
"2070","רייכער"
"2071","רײַכקייט"
"2072","ריכטער"
"2073","רינג"
"2074","רינגל"
"2075","רכוש"
"2076","רעאקטיוויטעט"
"2077","רעבעלן"
"2078","רעגולאציעס"
"2079","רעגירונג"
"2080","רעגירונגן"
"2081","רעגירונגען"
"2082","רעדט"
"2083","רעדל"
"2084","רעדנער"
"2085","רעדעס"
"2086","רעדער"
"2087","רעוואלט"
"2088","רעזאלוציעס"
"2089","רעזולטאט"
"2090","רעזולטאטן"
"2091","רעזערוו"
"2092","רעזערוואר"
"2093","רעזשים"
"2094","רעכט"
"2095","רעליגיעז"
"2096","רעלעגיעס"
"2097","רעמאוטס"
"2098","רעמעדי"
"2099","רענעסאנס"
"2100","רעסטוראנט"
"2101","רעפּאָרטערן"
"2102","רעפובליק"
"2103","רעפובליקאנער"
"2104","רעפובליקענס"
"2105","רעפוליק"
"2106","רעפרעזענטאציע"
"2107","רעקארד"
"2108","רעקארדירונגען"
"2109","רערן"
"2110","רעשטלעך"
"2111","רשימה"
"2112","רשעים"
"2113","שאד"
"2114","שאדן"
"2115","שאולדער"
"2116","שאטנשטיין"
"2117","שאכטל"
"2118","שאלא"
"2119","שאלה"
"2120","שאלות"
"2121","שאסיי"
"2122","שאָפינג"
"2123","שאָפּינג"
"2124","שאפינט"
"2125","שבח"
"2126","שבטים"
"2127","שוהל"
"2128","שוואכקייט"
"2129","שווים"
"2130","שוועמל"
"2131","שוועסטער"
"2132","שווער"
"2133","שוועריגקייטן"
"2134","שווערן"
"2135","שוין"
"2136","שויס"
"2137","שול"
"2138","שולן"
"2139","שולעס"
"2140","שורה"
"2141","שורות"
"2142","שותפות"
"2143","שחיטה"
"2144","שטאט"
"2145","שטאטן"
"2146","שטאַטן"
"2147","שטאָטן"
"2148","שטאטן''ס"
"2149","שטאטס"
"2150","שטאל"
"2151","שטאנגן"
"2152","שטאפל"
"2153","שטאפלען"
"2154","שטומע"
"2155","שטופ"
"2156","שטורם"
"2157","שטח"
"2158","שטחים"
"2159","שטיבל"
"2160","שטיבלעך"
"2161","שטיוול"
"2162","שטייט"
"2163","שטיינער"
"2164","שטייער"
"2165","שטילערהייט"
"2166","שטימונג"
"2167","שטימט"
"2168","שטימען"
"2169","שטיער"
"2170","שטיקל"
"2171","שטיקער"
"2172","שטעט"
"2173","שטעטל"
"2174","שטעטליך"
"2175","שטעטלעך"
"2176","שטעלט"
"2177","שטעלן"
"2178","שטער"
"2179","שטערן"
"2180","שטערקסע"
"2181","שטראז"
"2182","שטראם"
"2183","שטרעמונגען"
"2184","שיאט"
"2185","שיטה"
"2186","שייכות"
"2187","שייכן"
"2188","שיילונג"
"2189","שיכט"
"2190","שילדערט"
"2191","שינעס"
"2192","שיף"
"2193","שיפבויעריי"
"2194","שיפועים"
"2195","שיפן"
"2196","שיקט"
"2197","שיקן"
"2198","שירן"
"2199","שלאכט"
"2200","שלאכטן"
"2201","שלאס"
"2202","שלום"
"2203","שליימהויט"
"2204","שלייער"
"2205","שמויגערלעך"
"2206","שמועס"
"2207","שמיטה"
"2208","שנאה"
"2209","שנעל"
"2210","שעדליך"
"2211","שעה"
"2212","שעפער"
"2213","שעפערישע"
"2214","שעצונג"
"2215","שפאציר"
"2216","שפארך"
"2217","שפיטאל"
"2218","שפיטעלער"
"2219","שפיל"
"2220","שפילן"
"2221","שפילער"
"2222","שפּילער"
"2223","שפּיץ"
"2224","שפיצקאנפערענץ"
"2225","שפירט"
"2226","שפראך"
"2227","שפראַך"
"2228","שפּראַך"
"2229","שפראכן"
"2230","שפּראַכן"
"2231","שקלאף"
"2232","שריט"
"2233","שרייבט"
"2234","שרייבן"
"2235","שרײַבער"
"2236","שרייבערין"
"2237","שרייבערס"
"2238","שרייבערקע"
"2239","שריפה"
"2240","שריפט"
"2241","שריפטן"
"2242","שרץ"
"2243","שרשים"
"2244","ת"
"2245","תאוות"
"2246","תובע''ס"
"2247","תורות"
"2248","תיקון"
"2249","תירוצים"
"2250","תלמודי"
"2251","תלמי"
"2252","תלמיד"
"2253","תלמידים"
"2254","תנועה"
"2255","תקופות"
"2256","תקנות"
"2257","תשר"
"2258",NA
"2259",NA
"2260",NA
"2261",NA
"2262",NA
"2263",NA
"2264",NA
"2265",NA
"2266",NA
"2267",NA
"2268",NA
"2269",NA
"2270",NA
"2271",NA
"2272",NA
"2273",NA
"2274",NA
"2275",NA
"2276",NA
"2277",NA
"2278",NA
"2279",NA
"2280",NA
"2281",NA
"2282",NA
"2283",NA
"2284",NA
"2285",NA
"2286",NA
"2287",NA
"2288",NA
"2289",NA
"2290",NA
"2291",NA
"2292",NA
"2293",NA
"2294",NA
"2295",NA
"2296",NA
"2297",NA
"2298",NA
"2299",NA
"2300",NA
"2301",NA
"2302",NA
"2303",NA
"2304",NA
"2305",NA
"2306",NA
"2307",NA
"2308",NA
"2309",NA
"2310",NA
"2311",NA
"2312",NA
"2313",NA
"2314",NA
"2315",NA
"2316",NA
"2317",NA
"2318",NA
"2319",NA
"2320",NA
"2321",NA
"2322",NA
"2323",NA
"2324",NA
"2325",NA
"2326",NA
"2327",NA
"2328",NA
"2329",NA
"2330",NA
"2331",NA
"2332",NA
"2333",NA
"2334",NA
"2335",NA
"2336",NA
"2337",NA
"2338",NA
"2339",NA
"2340",NA
"2341",NA
"2342",NA
"2343",NA
"2344",NA
"2345",NA
"2346",NA
"2347",NA
"2348",NA
"2349",NA
"2350",NA
"2351",NA
"2352",NA
"2353",NA
"2354",NA
"2355",NA
"2356",NA
"2357",NA
"2358",NA
"2359",NA
"2360",NA
"2361",NA
"2362",NA
"2363",NA
"2364",NA
"2365",NA
"2366",NA
"2367",NA
"2368",NA
"2369",NA
"2370",NA
"2371",NA
"2372",NA
"2373",NA
"2374",NA
"2375",NA
"2376",NA
"2377",NA
"2378",NA
"2379",NA
"2380",NA
"2381",NA
"2382",NA
"2383",NA
"2384",NA
"2385",NA
"2386",NA
"2387",NA
"2388",NA
"2389",NA
"2390",NA
"2391",NA
"2392",NA
"2393",NA
"2394",NA
"2395",NA
"2396",NA
"2397",NA
"2398",NA
"2399",NA
"2400",NA
"2401",NA
"2402",NA
"2403",NA
"2404",NA
"2405",NA
"2406",NA
"2407",NA
"2408",NA
"2409",NA
"2410",NA
"2411",NA
"2412",NA
"2413",NA
"2414",NA
"2415",NA
"2416",NA
"2417",NA
"2418",NA
"2419",NA
"2420",NA
"2421",NA
"2422",NA
"2423",NA
"2424",NA
"2425",NA
"2426",NA
"2427",NA
"2428",NA
"2429",NA
"2430",NA
"2431",NA
"2432",NA
"2433",NA
"2434",NA
"2435",NA
"2436",NA
"2437",NA
"2438",NA
"2439",NA
"2440",NA
"2441",NA
"2442",NA
"2443",NA
"2444",NA
"2445",NA
"2446",NA
"2447",NA
"2448",NA
"2449",NA
"2450",NA
"2451",NA
"2452",NA
"2453",NA
"2454",NA
"2455",NA
"2456",NA
"2457",NA
"2458",NA
"2459",NA
"2460",NA
"2461",NA
"2462",NA
"2463",NA
"2464",NA
"2465",NA
"2466",NA
"2467",NA
"2468",NA
"2469",NA
"2470",NA
"2471",NA
"2472",NA
"2473",NA
"2474",NA
"2475",NA
"2476",NA
"2477",NA
"2478",NA
"2479",NA
"2480",NA
"2481",NA
"2482",NA
"2483",NA
"2484",NA
"2485",NA
"2486",NA
"2487",NA
"2488",NA
"2489",NA
"2490",NA
"2491",NA
"2492",NA
"2493",NA
"2494",NA
"2495",NA
"2496",NA
"2497",NA
"2498",NA
"2499",NA
"2500",NA
"2501",NA
"2502",NA
"2503",NA
"2504",NA
"2505",NA
"2506",NA
"2507",NA
"2508",NA
"2509",NA
"2510",NA
"2511",NA
"2512",NA
"2513",NA
"2514",NA
"2515",NA
"2516",NA
"2517",NA
"2518",NA
"2519",NA
"2520",NA
"2521",NA
"2522",NA
"2523",NA
"2524",NA
"2525",NA
"2526",NA
"2527",NA
"2528",NA
"2529",NA
"2530",NA
"2531",NA
"2532",NA
"2533",NA
"2534",NA
"2535",NA
"2536",NA
"2537",NA
"2538",NA
"2539",NA
"2540",NA
"2541",NA
"2542",NA
"2543",NA
"2544",NA
"2545",NA
"2546",NA
"2547",NA
"2548",NA
"2549",NA
"2550",NA
"2551",NA
"2552",NA
"2553",NA
"2554",NA
"2555",NA
"2556",NA
"2557",NA
"2558",NA
"2559",NA
"2560",NA
"2561",NA
"2562",NA
"2563",NA
