,id,token,pos,check,paradigm_he,paradigm_lat,kwic,art,adj,noun,latin,chk_ann
1489,2961,ביליגערע,ADJ,1,רע,-e,די ביליגערע ראסען,di,{b-v}iligere,r{a-o}ssen,di {b-v}iligere r{a-o}ssen,NA
1431,2837,"בינאם-טעארעם,",ADJ,1,עם,-em,"דעם בינאם-טעארעם,",dem,"{b-v}in{a-o}m-te{a-o}rem,",NA,"dem {b-v}in{a-o}m-te{a-o}rem,",NA
2026,4058,בינארישע,ADJ,1,ע,-e,א בינארישע אפעראציע,a,{b-v}in{a-o}rische,a{p-f}er{a-o}zie,a {b-v}in{a-o}rische a{p-f}er{a-o}zie,1
3566,7264,בינאַרישע,ADJ,1,ע,-e,א בינאַרישע אפעראַציע,a,{b-v}in{a-o}ַrische,a{p-f}er{a-o}ַzie,a {b-v}in{a-o}ַrische a{p-f}er{a-o}ַzie,NA
170,408,בינע,ADJ,1,ע,-e,די בינע פון,di,{b-v}ine,von,di {b-v}ine von,NA
1273,2526,"בינע,",ADJ,1,ע,-e,"א בינע,",a,"{b-v}ine,",NA,"a {b-v}ine,",NA
3945,8051,בינע.,ADJ,1,ע,-e,די בינע.,di,{b-v}ine.,NA,di {b-v}ine.,NA
10247,6455,ביסל,NOUN,1,סל,-el,דאס לעצטע ביסל,d{a-o}ss,lezte,{b-v}issl,d{a-o}ss lezte {b-v}issl,1
3564,7260,ביסקע,ADJ,1,קע,-e,דעם ביסקע פראווינץ,dem,{b-v}isske,{p-f}r{a-o}winz,dem {b-v}isske {p-f}r{a-o}winz,NA
10907,7274,ביציקלעטן,NOUN,1,טן,-en,די ערשטע ביציקלעטן,di,erschte,{b-v}izikletn,di erschte {b-v}izikletn,NA
9378,5412,בלאגספערע,NOUN,1,רע,-e,די אידישע בלאגספערע,di,idische,{b-v}l{a-o}gss{p-f}ere,di idische {b-v}l{a-o}gss{p-f}ere,NA
128,304,בלאקאדע,ADJ,1,דע,-e,דער בלאקאדע אויף,der,{b-v}l{a-o}k{a-o}de,a{u-o}if,der {b-v}l{a-o}k{a-o}de a{u-o}if,NA
3896,7940,בלוט-ליניע,ADJ,1,ע,-e,די בלוט-ליניע וועלכע,di,{b-v}l{u-o}t-linie,wel{k-ch}e,di {b-v}l{u-o}t-linie wel{k-ch}e,NA
11329,7781,בלוטיגסטע,NOUN,1,טע,-e,די שווערסטע בלוטיגסטע,di,schwersste,{b-v}l{u-o}tigsste,di schwersste {b-v}l{u-o}tigsste,NA
2355,4749,בלויע,ADJ,1,ע,-e,די בלויע קנעפל,di,{b-v}l{u-o}ie,kne{p-f}l,di {b-v}l{u-o}ie kne{p-f}l,NA
3688,7509,בלינצע,ADJ,1,ע,-e,א בלינצע איז,a,{b-v}linze,is,a {b-v}linze is,NA
3690,7511,בליענדיקע,ADJ,1,קע,-e,די בליענדיקע פֿלאַנצן,di,{b-v}liendike,{p-f}ֿl{a-o}ַnzn,di {b-v}liendike {p-f}ֿl{a-o}ַnzn,NA
7026,2547,בליענדע,NOUN,1,דע,-e,א נייע בליענדע,a,neie,{b-v}liende,a neie {b-v}liende,NA
9972,6130,בלעזל,NOUN,1,זל,-el,א שווארצע בלעזל,a,schw{a-o}rze,{b-v}lesl,a schw{a-o}rze {b-v}lesl,NA
12324,8998,בלעטל,NOUN,1,טל,-el,א אומפארטייאישע בלעטל,a,a{u-o}m{p-f}{a-o}rteiische,{b-v}letl,a a{u-o}m{p-f}{a-o}rteiische {b-v}letl,1
2121,4250,בלעכענע,ADJ,1,ע,-e,די בלעכענע שול,di,{b-v}le{k-ch}ene,sch{u-o}l,di {b-v}le{k-ch}ene sch{u-o}l,NA
680,1424,בלעכענעם,ADJ,1,עם,-em,א בלעכענעם פנים,a,{b-v}le{k-ch}enem,{p-f}nim,a {b-v}le{k-ch}enem {p-f}nim,NA
315,709,בעגרענעצטע,ADJ,1,טע,-e,א בעגרענעצטע און,a,{b-v}egrenezte,a{u-o}n,a {b-v}egrenezte a{u-o}n,NA
1543,3068,בעזעל-פרייע,ADJ,1,ע,-e,א בעזעל-פרייע סקרין,a,{b-v}esel-{p-f}reie,sskrin,a {b-v}esel-{p-f}reie sskrin,NA
3789,7692,בעטאן-פאמפע.,ADJ,1,פע,-e,א בעטאן-פאמפע.,a,{b-v}et{a-o}n-{p-f}{a-o}m{p-f}e.,NA,a {b-v}et{a-o}n-{p-f}{a-o}m{p-f}e.,NA
11301,7748,בעלארוסישע,NOUN,1,ע,-e,די פראמינענטע בעלארוסישע,di,{p-f}r{a-o}minente,{b-v}el{a-o}r{u-o}ssische,di {p-f}r{a-o}minente {b-v}el{a-o}r{u-o}ssische,NA
11302,7750,בעלגיע,NOUN,1,ע,-e,די היינטיגע בעלגיע,di,heintige,{b-v}elgie,di heintige {b-v}elgie,NA
3824,7772,בעלגישע,ADJ,1,ע,-e,די בעלגישע האבן,di,{b-v}elgische,h{a-o}{b-v}n,di {b-v}elgische h{a-o}{b-v}n,NA
5552,806,בענקל,NOUN,1,קל,-el,א רעאליסטישע בענקל,a,re{a-o}lisstische,{b-v}enkl,a re{a-o}lisstische {b-v}enkl,NA
705,1477,בעסטע,ADJ,1,טע,-e,די בעסטע חזנים,di,{b-v}esste,chsnim,di {b-v}esste chsnim,NA
4025,8198,"בעסטע,",ADJ,1,טע,-e,"די בעסטע,",di,"{b-v}esste,",NA,"di {b-v}esste,",NA
394,889,בעסטע.,ADJ,1,טע,-e,דאס בעסטע.,d{a-o}ss,{b-v}esste.,NA,d{a-o}ss {b-v}esste.,NA
2054,4110,בערבער-מאלפע.,ADJ,1,פע,-e,די בערבער-מאלפע.,di,{b-v}er{b-v}er-m{a-o}l{p-f}e.,NA,di {b-v}er{b-v}er-m{a-o}l{p-f}e.,NA
12123,8757,בערגל,NOUN,1,גל,-el,דאס העכסטע בערגל,d{a-o}ss,he{k-ch}sste,{b-v}ergl,d{a-o}ss he{k-ch}sste {b-v}ergl,1
3949,8063,"בערזע,",ADJ,1,זע,-e,"דער בערזע,",der,"{b-v}erse,",NA,"der {b-v}erse,",NA
2756,5573,בערזע.,ADJ,1,זע,-e,דער בערזע.,der,{b-v}erse.,NA,der {b-v}erse.,NA
3971,8113,בערלינאַלע,ADJ,1,לע,-le,די בערלינאַלע טאַלאַנט,di,{b-v}erlin{a-o}ַle,t{a-o}ַl{a-o}ַnt,di {b-v}erlin{a-o}ַle t{a-o}ַl{a-o}ַnt,NA
1613,3252,"בערלינאַלע,",ADJ,1,לע,-le,"דער בערלינאַלע,",der,"{b-v}erlin{a-o}ַle,",NA,"der {b-v}erlin{a-o}ַle,",NA
3970,8108,בערלינאַלע),ADJ,1,לע,-le,דער בערלינאַלע),der,{b-v}erlin{a-o}ַle),NA,der {b-v}erlin{a-o}ַle),NA
11495,7990,בערן,NOUN,1,רן,-en,די ווייסע בערן,di,weisse,{b-v}ern,di weisse {b-v}ern,NA
1591,3193,בערעזע.,ADJ,1,זע,-e,די בערעזע.,di,{b-v}erese.,NA,di {b-v}erese.,NA
4033,8221,בראזילישע,ADJ,1,ע,-e,די בראזילישע אמבאסאדע,di,{b-v}r{a-o}silische,{a-o}m{b-v}{a-o}ss{a-o}de,di {b-v}r{a-o}silische {a-o}m{b-v}{a-o}ss{a-o}de,NA
1010,1987,ברוטאלע,ADJ,1,לע,-le,די ברוטאלע פייניגונג,di,{b-v}r{u-o}t{a-o}le,{p-f}einig{u-o}ng,di {b-v}r{u-o}t{a-o}le {p-f}einig{u-o}ng,NA
3473,7094,ברויזנדע,ADJ,1,דע,-e,א ברויזנדע שטימונג,a,{b-v}r{u-o}isnde,schtim{u-o}ng,a {b-v}r{u-o}isnde schtim{u-o}ng,NA
1187,2365,ברונעם.,ADJ,1,עם,-em,דעם ברונעם.,dem,{b-v}r{u-o}nem.,NA,dem {b-v}r{u-o}nem.,NA
4103,8378,ברוקווע,ADJ,1,ע,-e,דער ברוקווע האט,der,{b-v}r{u-o}kwe,h{a-o}t,der {b-v}r{u-o}kwe h{a-o}t,NA
4277,8771,בריגאדע.,ADJ,1,דע,-e,דער בריגאדע.,der,{b-v}rig{a-o}de.,NA,der {b-v}rig{a-o}de.,NA
8567,4442,ברידער-קריגן,NOUN,1,גן,-en,א סעריע ברידער-קריגן,a,sserie,{b-v}rider-krign,a sserie {b-v}rider-krign,NA
15,40,בריטאניע;,ADJ,1,ע,-e,דער בריטאניע;,der,{b-v}rit{a-o}nie;,NA,der {b-v}rit{a-o}nie;,NA
10178,6375,בריטיש-פראנצויזישע,NOUN,1,ע,-e,די היסטארישע בריטיש-פראנצויזישע,di,hisst{a-o}rische,{b-v}ritisch-{p-f}r{a-o}nz{u-o}isische,di hisst{a-o}rische {b-v}ritisch-{p-f}r{a-o}nz{u-o}isische,NA
2634,5288,"בריטישע,",ADJ,1,ע,-e,"די בריטישע,",di,"{b-v}ritische,",NA,"di {b-v}ritische,",NA
3705,7541,בריטישע.,ADJ,1,ע,-e,די בריטישע.,di,{b-v}ritische.,NA,di {b-v}ritische.,NA
1000,1968,ברייטסטע,ADJ,1,טע,-e,די ברייטסטע מעטרא,di,{b-v}reitsste,metr{a-o},di {b-v}reitsste metr{a-o},NA
745,1545,ברייטע,ADJ,1,טע,-e,א ברייטע עפענונג,a,{b-v}reite,e{p-f}en{u-o}ng,a {b-v}reite e{p-f}en{u-o}ng,NA
3169,6453,ברייטערע,ADJ,1,רע,-e,א ברייטערע ליניע,a,{b-v}reitere,linie,a {b-v}reitere linie,1
2871,5846,ברייטרע,ADJ,1,רע,-e,דער ברייטרע וועלט,der,{b-v}reitre,welt,der {b-v}reitre welt,NA
4802,9847,גאונית''דיגע,ADJ,1,גע,-e,א גאונית''דיגע פירוש,a,g{a-o}{u-o}nit''dige,{p-f}ir{u-o}sch,a g{a-o}{u-o}nit''dige {p-f}ir{u-o}sch,NA
7836,3574,גאזן,NOUN,1,זן,-en,די הייסע גאזן,di,heisse,g{a-o}sn,di heisse g{a-o}sn,NA
7207,2755,גאַזן,NOUN,1,זן,-en,די איידעלע גאַזן,di,iidele,g{a-o}ַsn,di iidele g{a-o}ַsn,NA
2339,4715,גאלדענע,ADJ,1,ע,-e,די גאלדענע דאלאר,di,g{a-o}ldene,d{a-o}l{a-o}r,di g{a-o}ldene d{a-o}l{a-o}r,NA
553,1174,גאָלדענע,ADJ,1,ע,-e,די גאָלדענע קייט,di,g{a-o}ָldene,keit,di g{a-o}ָldene keit,NA
2972,6050,גאלדערנעם,ADJ,1,עם,-em,דעם גאלדערנעם שניט,dem,g{a-o}ldernem,schnit,dem g{a-o}ldernem schnit,NA
1059,2096,גאליציאנער-אוקראינישע,ADJ,1,ע,-e,די גאליציאנער-אוקראינישע שפארך,di,g{a-o}lizi{a-o}ner-a{u-o}krinische,sch{p-f}{a-o}rch,di g{a-o}lizi{a-o}ner-a{u-o}krinische sch{p-f}{a-o}rch,NA
935,1866,גאלעריע,ADJ,1,ע,-e,א גאלעריע וואו,a,g{a-o}lerie,w{a-o}{u-o},a g{a-o}lerie w{a-o}{u-o},NA
3204,6532,גאמביע.,ADJ,1,ע,-e,דער גאמביע.,der,g{a-o}m{b-v}ie.,NA,der g{a-o}m{b-v}ie.,NA
4233,8685,גאמבע,ADJ,1,בע,-e,די גאמבע איז,di,g{a-o}m{b-v}e,is,di g{a-o}m{b-v}e is,NA
4614,9438,"גאמבע,",ADJ,1,בע,-e,"די גאמבע,",di,"g{a-o}m{b-v}e,",NA,"di g{a-o}m{b-v}e,",NA
746,1546,גאנגבארסטע,ADJ,1,טע,-e,די גאנגבארסטע דערמאנטע,di,g{a-o}ng{b-v}{a-o}rsste,derm{a-o}nte,di g{a-o}ng{b-v}{a-o}rsste derm{a-o}nte,NA
2473,4988,גאנגבארע,ADJ,1,רע,-e,א גאנגבארע פרנסה,a,g{a-o}ng{b-v}{a-o}re,{p-f}rnssh,a g{a-o}ng{b-v}{a-o}re {p-f}rnssh,NA
277,640,גאַנצע,ADJ,1,ע,-e,די גאַנצע פיל,di,g{a-o}ַnze,{p-f}il,di g{a-o}ַnze {p-f}il,NA
5387,617,גאסטגעבן,NOUN,1,בן,-en,א טעקע גאסטגעבן,a,teke,g{a-o}sstge{b-v}n,a teke g{a-o}sstge{b-v}n,NA
6130,1469,גאסן,NOUN,1,סן,-en,די גרעסטע גאסן,di,gresste,g{a-o}ssn,di gresste g{a-o}ssn,NA
7559,3201,גארטל,NOUN,1,טל,-el,די זעלבע גארטל,di,sel{b-v}e,g{a-o}rtl,di sel{b-v}e g{a-o}rtl,NA
324,725,גאָריזאָנטאַלע,ADJ,1,לע,-le,די גאָריזאָנטאַלע אָנשטעקונג,di,g{a-o}ָris{a-o}ָnt{a-o}ַle,aָnschtek{u-o}ng,di g{a-o}ָris{a-o}ָnt{a-o}ַle aָnschtek{u-o}ng,NA
4851,9951,גארילע,ADJ,1,לע,-le,דער גארילע דאנקי,der,g{a-o}rile,d{a-o}nki,der g{a-o}rile d{a-o}nki,NA
4255,8739,גאָרילע,ADJ,1,לע,-le,די גאָרילע איז,di,g{a-o}ָrile,is,di g{a-o}ָrile is,NA
660,1372,גארליצע,ADJ,1,ע,-e,דער גארליצע רב,der,g{a-o}rlize,r{b-v},der g{a-o}rlize r{b-v},NA
1611,3246,גארע,ADJ,1,רע,-e,די גארע באפעלקערונג,di,g{a-o}re,{b-v}{a-o}{p-f}elker{u-o}ng,di g{a-o}re {b-v}{a-o}{p-f}elker{u-o}ng,NA
3343,6837,גהאנע,ADJ,1,ע,-e,דעם גהאנע אין,dem,gh{a-o}ne,in,dem gh{a-o}ne in,NA
4299,8818,גואנטאנאמע,ADJ,1,מע,-e,די גואנטאנאמע פראווינץ,di,g{u-o}{a-o}nt{a-o}n{a-o}me,{p-f}r{a-o}winz,di g{u-o}{a-o}nt{a-o}n{a-o}me {p-f}r{a-o}winz,NA
4877,10004,גובערניע,ADJ,1,ע,-e,די גובערניע באדעקט,di,g{u-o}{b-v}ernie,{b-v}{a-o}dekt,di g{u-o}{b-v}ernie {b-v}{a-o}dekt,NA
3359,6861,גובערניע.,ADJ,1,ע,-e,דער גובערניע.,der,g{u-o}{b-v}ernie.,NA,der g{u-o}{b-v}ernie.,NA
12139,8783,גוגל,NOUN,1,גל,-el,די פֿירמע גוגל,di,{p-f}ֿirme,g{u-o}gl,di {p-f}ֿirme g{u-o}gl,NA
723,1506,גוויסע,ADJ,1,סע,-e,די גוויסע ישיבות,di,gwisse,ischi{b-v}{u-o}t,di gwisse ischi{b-v}{u-o}t,NA
679,1422,גוי''טע.,ADJ,1,טע,-e,א גוי''טע.,a,g{u-o}i''te.,NA,a g{u-o}i''te.,NA
516,1098,גויאישע,ADJ,1,ע,-e,די גויאישע לאקאלע,di,g{u-o}iische,l{a-o}k{a-o}le,di g{u-o}iische l{a-o}k{a-o}le,NA
4773,9796,גוישע,ADJ,1,ע,-e,די גוישע מאנאטן,di,g{u-o}ische,m{a-o}n{a-o}tn,di g{u-o}ische m{a-o}n{a-o}tn,NA
9645,5742,גיגאנטישע,NOUN,1,ע,-e,די בארימטע גיגאנטישע,di,{b-v}{a-o}rimte,gig{a-o}ntische,di {b-v}{a-o}rimte gig{a-o}ntische,NA
1075,2145,גיזע,ADJ,1,זע,-e,די גיזע פיראמידן,di,gise,{p-f}ir{a-o}midn,di gise {p-f}ir{a-o}midn,NA
11881,8473,גיטאריסטן,NOUN,1,טן,-en,די בעסטע גיטאריסטן,di,{b-v}esste,git{a-o}risstn,di {b-v}esste git{a-o}risstn,NA
722,1503,גייסטיקע,ADJ,1,קע,-e,די גייסטיקע משגיחים,di,geisstike,mschgichim,di geisstike mschgichim,NA
376,829,גייסטישע,ADJ,1,ע,-e,א גייסטישע קרענק,a,geisstische,krenk,a geisstische krenk,NA
2271,4573,גייסטליכע,ADJ,1,כע,-e,די גייסטליכע פירער,di,geisstli{k-ch}e,{p-f}irer,di geisstli{k-ch}e {p-f}irer,NA
1532,3048,גייענדיגע,ADJ,1,גע,-e,א גייענדיגע פלוס,a,geiendige,{p-f}l{u-o}ss,a geiendige {p-f}l{u-o}ss,NA
10209,6408,גיכן,NOUN,1,כן,-en,די הויכע גיכן,di,h{u-o}i{k-ch}e,gi{k-ch}n,di h{u-o}i{k-ch}e gi{k-ch}n,NA
1116,2233,גיכסטע,ADJ,1,טע,-e,דאס גיכסטע זייט,d{a-o}ss,gi{k-ch}sste,seit,d{a-o}ss gi{k-ch}sste seit,NA
1690,3423,גיכע,ADJ,1,כע,-e,א גיכע וואוקס,a,gi{k-ch}e,w{a-o}{u-o}kss,a gi{k-ch}e w{a-o}{u-o}kss,NA
1050,2077,גיכערע,ADJ,1,רע,-e,א גיכערע באן,a,gi{k-ch}ere,{b-v}{a-o}n,a gi{k-ch}ere {b-v}{a-o}n,NA
3874,7878,גיפטיגע,ADJ,1,גע,-e,א גיפטיגע סם,a,gi{p-f}tige,ssm,a gi{p-f}tige ssm,NA
4379,9015,גלאבאליזאציע,ADJ,1,ע,-e,א גלאבאליזאציע למשל,a,gl{a-o}{b-v}{a-o}lis{a-o}zie,lmschl,a gl{a-o}{b-v}{a-o}lis{a-o}zie lmschl,NA
7661,3349,גלאזערנע,NOUN,1,ע,-e,א קליינע גלאזערנע,a,kleine,gl{a-o}serne,a kleine gl{a-o}serne,NA
2653,5328,גלאזערנעם,ADJ,1,עם,-em,א גלאזערנעם דראט,a,gl{a-o}sernem,dr{a-o}t,a gl{a-o}sernem dr{a-o}t,NA
708,1483,גלארייכע,ADJ,1,כע,-e,די גלארייכע בעלז,di,gl{a-o}rei{k-ch}e,{b-v}els,di gl{a-o}rei{k-ch}e {b-v}els,NA
4201,8614,גלויביגע,ADJ,1,גע,-e,די גלויביגע אבער,di,gl{u-o}i{b-v}ige,{a-o}{b-v}er,di gl{u-o}i{b-v}ige {a-o}{b-v}er,NA
7996,3761,גלויבן,NOUN,1,בן,-en,דאס איסלאמישע גלויבן,d{a-o}ss,issl{a-o}mische,gl{u-o}i{b-v}n,d{a-o}ss issl{a-o}mische gl{u-o}i{b-v}n,1
12753,9516,גלייַכן,NOUN,1,כן,-en,א מאַמעליגע גלייַכן,a,m{a-o}ַmelige,gleiַ{k-ch}n,a m{a-o}ַmelige gleiַ{k-ch}n,NA
1217,2421,גלייכע,ADJ,1,כע,-e,א גלייכע און,a,glei{k-ch}e,a{u-o}n,a glei{k-ch}e a{u-o}n,NA
3791,7699,גלייַכפֿאָרמיקע,ADJ,1,קע,-e,א גלייַכפֿאָרמיקע פאסטע,a,gleiַ{k-ch}{p-f}ֿaָrmike,{p-f}{a-o}sste,a gleiַ{k-ch}{p-f}ֿaָrmike {p-f}{a-o}sste,NA
2250,4524,גלעזעלע,ADJ,1,לע,-le,דאס גלעזעלע משקה,d{a-o}ss,glesele,mschkh,d{a-o}ss glesele mschkh,NA
1542,3067,גלעזערנעם,ADJ,1,עם,-em,א גלעזערנעם פארנט,a,glesernem,{p-f}{a-o}rnt,a glesernem {p-f}{a-o}rnt,NA
6524,1929,גע,NOUN,1,גע,-e,די קע גע,di,ke,ge,di ke ge,NA
2752,5567,געאגראפיע,ADJ,1,ע,-e,די געאגראפיע פון,di,ge{a-o}gr{a-o}{p-f}ie,von,di ge{a-o}gr{a-o}{p-f}ie von,NA
4492,9232,געאגראפישע,ADJ,1,ע,-e,די געאגראפישע ביכער,di,ge{a-o}gr{a-o}{p-f}ische,{b-v}i{k-ch}er,di ge{a-o}gr{a-o}{p-f}ische {b-v}i{k-ch}er,NA
4524,9282,געאָלאָגיע־,ADJ,1,ע,-e,דער געאָלאָגיע־,der,ge{a-o}ָl{a-o}ָgie־,NA,der ge{a-o}ָl{a-o}ָgie־,NA
770,1591,געאלאגיש-לאנדשאפטליכע,ADJ,1,כע,-e,א געאלאגיש-לאנדשאפטליכע איינטיילונג,a,ge{a-o}l{a-o}gisch-l{a-o}ndsch{a-o}{p-f}tli{k-ch}e,iinteil{u-o}ng,a ge{a-o}l{a-o}gisch-l{a-o}ndsch{a-o}{p-f}tli{k-ch}e iinteil{u-o}ng,NA
4169,8531,געאלאגישע,ADJ,1,ע,-e,די געאלאגישע קאמפאזיציע,di,ge{a-o}l{a-o}gische,k{a-o}m{p-f}{a-o}sizie,di ge{a-o}l{a-o}gische k{a-o}m{p-f}{a-o}sizie,NA
475,1028,געאמעטריע,ADJ,1,ע,-e,די געאמעטריע פון,di,ge{a-o}metrie,von,di ge{a-o}metrie von,NA
4527,9285,געאמעטרישע,ADJ,1,ע,-e,די געאמעטרישע פארעם,di,ge{a-o}metrische,{p-f}{a-o}rem,di ge{a-o}metrische {p-f}{a-o}rem,NA
4483,9218,געבויטע,ADJ,1,טע,-e,די געבויטע סביבה,di,ge{b-v}{u-o}ite,ss{b-v}i{b-v}h,di ge{b-v}{u-o}ite ss{b-v}i{b-v}h,NA
3540,7219,געבונדענעם,ADJ,1,עם,-em,א געבונדענעם פערסישן,a,ge{b-v}{u-o}ndenem,{p-f}erssischn,a ge{b-v}{u-o}ndenem {p-f}erssischn,NA
9777,5900,געביטן,NOUN,1,טן,-en,די פארנומענע געביטן,di,{p-f}{a-o}rn{u-o}mene,ge{b-v}itn,di {p-f}{a-o}rn{u-o}mene ge{b-v}itn,NA
3633,7409,"געביידע,",ADJ,1,דע,-e,"די געביידע,",di,"ge{b-v}eide,",NA,"di ge{b-v}eide,",NA
2584,5207,געביידע.,ADJ,1,דע,-e,די געביידע.,di,ge{b-v}eide.,NA,di ge{b-v}eide.,NA
10830,7171,געבליבן,NOUN,1,בן,-en,די אימפעריע געבליבן,di,im{p-f}erie,ge{b-v}li{b-v}n,di im{p-f}erie ge{b-v}li{b-v}n,NA
3037,6181,געבליבענע,ADJ,1,ע,-e,די געבליבענע קאָנסאָנאַנטן,di,ge{b-v}li{b-v}ene,k{a-o}ָnss{a-o}ָn{a-o}ַntn,di ge{b-v}li{b-v}ene k{a-o}ָnss{a-o}ָn{a-o}ַntn,NA
9071,5043,געבן,NOUN,1,בן,-en,די פירמע געבן,di,{p-f}irme,ge{b-v}n,di {p-f}irme ge{b-v}n,NA
1926,3887,געבענטשטע,ADJ,1,טע,-e,די געבענטשטע אויל,di,ge{b-v}entschte,a{u-o}il,di ge{b-v}entschte a{u-o}il,NA
1292,2559,געבענשטע,ADJ,1,טע,-e,די געבענשטע השפעות,di,ge{b-v}enschte,hsch{p-f}e{u-o}t,di ge{b-v}enschte hsch{p-f}e{u-o}t,NA
632,1323,געגאסענע,ADJ,1,ע,-e,די געגאסענע בליי,di,geg{a-o}ssene,{b-v}lei,di geg{a-o}ssene {b-v}lei,NA
3781,7673,געגנטליכע,ADJ,1,כע,-e,א געגנטליכע שאסיי,a,gegntli{k-ch}e,sch{a-o}ssei,a gegntli{k-ch}e sch{a-o}ssei,NA
10920,7288,געגנטלעכע,NOUN,1,כע,-e,די צענטראַלע געגנטלעכע,di,zentr{a-o}ַle,gegntle{k-ch}e,di zentr{a-o}ַle gegntle{k-ch}e,NA
8272,4107,געגנטן,NOUN,1,טן,-en,די דאזיגע געגנטן,di,d{a-o}sige,gegntn,di d{a-o}sige gegntn,NA
12235,8892,געגעבן,NOUN,1,בן,-en,די באזע געגעבן,di,{b-v}{a-o}se,gege{b-v}n,di {b-v}{a-o}se gege{b-v}n,NA
5539,792,געגענטן,NOUN,1,טן,-en,די אשכנזישע געגענטן,di,{a-o}sch{k-ch}nsische,gegentn,di {a-o}sch{k-ch}nsische gegentn,NA
1234,2455,געגרינדעטע,ADJ,1,טע,-e,א געגרינדעטע רעגירונג,a,gegrindete,regir{u-o}ng,a gegrindete regir{u-o}ng,NA
8840,4784,געדאנקן,NOUN,1,קן,-en,די זעלבע געדאנקן,di,sel{b-v}e,ged{a-o}nkn,di sel{b-v}e ged{a-o}nkn,NA
11391,7869,געדיכטע,NOUN,1,טע,-e,א שווארצע געדיכטע,a,schw{a-o}rze,gedi{k-ch}te,a schw{a-o}rze gedi{k-ch}te,NA
1269,2517,געדינגענע,ADJ,1,ע,-e,א געדינגענע היי,a,gedingene,hei,a gedingene hei,NA
10805,7141,געדעכטן,NOUN,1,טן,-en,אן עקסטערעם געדעכטן,an,ekssterem,gede{k-ch}tn,an ekssterem gede{k-ch}tn,NA
1074,2144,געדעכטע,ADJ,1,טע,-e,א געדעכטע באפעלקערונג,a,gede{k-ch}te,{b-v}{a-o}{p-f}elker{u-o}ng,a gede{k-ch}te {b-v}{a-o}{p-f}elker{u-o}ng,NA
3418,6971,געדערעם,ADJ,1,עם,-em,די געדערעם און,di,gederem,a{u-o}n,di gederem a{u-o}n,NA
5178,373,געהייסטן,NOUN,1,טן,-en,די פירמע געהייסטן,di,{p-f}irme,geheisstn,di {p-f}irme geheisstn,NA
4559,9340,געהלע,ADJ,1,לע,-le,א געהלע פייגל,a,gehle,{p-f}eigl,a gehle {p-f}eigl,NA
2659,5353,געהעקטע,ADJ,1,טע,-e,דאס געהעקטע קומפיוטערס,d{a-o}ss,gehekte,k{u-o}m{p-f}i{u-o}terss,d{a-o}ss gehekte k{u-o}m{p-f}i{u-o}terss,NA
1275,2528,געהעריגע,ADJ,1,גע,-e,א געהעריגע פראפעסיאנאלע,a,geherige,{p-f}r{a-o}{p-f}essi{a-o}n{a-o}le,a geherige {p-f}r{a-o}{p-f}essi{a-o}n{a-o}le,NA
4549,9318,געהרגעטע,ADJ,1,טע,-e,די געהרגעטע שטײט,di,gehrgete,schtײt,di gehrgete schtײt,NA
3137,6377,געוואגטע,ADJ,1,טע,-e,א געוואגטע אונטערנעמונג,a,gew{a-o}gte,a{u-o}nternem{u-o}ng,a gew{a-o}gte a{u-o}nternem{u-o}ng,NA
1971,3960,געוואגסטע,ADJ,1,טע,-e,די געוואגסטע אקציעס,di,gew{a-o}gsste,{a-o}kziess,di gew{a-o}gsste {a-o}kziess,NA
2077,4161,געוואלדיגע,ADJ,1,גע,-e,א געוואלדיגע ליבשאפט,a,gew{a-o}ldige,li{b-v}sch{a-o}{p-f}t,a gew{a-o}ldige li{b-v}sch{a-o}{p-f}t,NA
3189,6501,געוואלדיקע,ADJ,1,קע,-e,א געוואלדיקע אויסברעך,a,gew{a-o}ldike,a{u-o}iss{b-v}rech,a gew{a-o}ldike a{u-o}iss{b-v}rech,NA
1445,2855,געוואקסענעם,ADJ,1,עם,-em,א געוואקסענעם מאנצביל,a,gew{a-o}kssenem,m{a-o}nz{b-v}il,a gew{a-o}kssenem m{a-o}nz{b-v}il,NA
5427,663,געווארן,NOUN,1,רן,-en,די ליניע געווארן,di,linie,gew{a-o}rn,di linie gew{a-o}rn,NA
2755,5572,געוויינטלעכע,ADJ,1,כע,-e,די געוויינטלעכע אקציעס,di,geweintle{k-ch}e,{a-o}kziess,di geweintle{k-ch}e {a-o}kziess,NA
3431,7002,געוויסיקע,ADJ,1,קע,-e,א געוויסיקע ארטיקל,a,gewissike,{a-o}rtikl,a gewissike {a-o}rtikl,NA
100,238,געוויסע,ADJ,1,סע,-e,א געוויסע גרייס,a,gewisse,greiss,a gewisse greiss,NA
153,379,געוועזענע,ADJ,1,ע,-e,א געוועזענע פארטוגעזישע,a,gewesene,{p-f}{a-o}rt{u-o}gesische,a gewesene {p-f}{a-o}rt{u-o}gesische,NA
1852,3738,געוועזענעם,ADJ,1,עם,-em,דעם געוועזענעם זומער,dem,gewesenem,s{u-o}mer,dem gewesenem s{u-o}mer,NA
1764,3591,געווענטליכע,ADJ,1,כע,-e,די געווענטליכע סאציאלע,di,gewentli{k-ch}e,ss{a-o}zi{a-o}le,di gewentli{k-ch}e ss{a-o}zi{a-o}le,NA
18,43,געווענליכע,ADJ,1,כע,-e,א געווענליכע יאהר,a,gewenli{k-ch}e,i{a-o}hr,a gewenli{k-ch}e i{a-o}hr,NA
