"","id","token","pos","check","paradigm_he","paradigm_lat","kwic","art","adj","noun","latin","chk_ann"
"5772",1532,"גע","NOUN",1,"גע","-e","די קע גע","di","ke","ge","di ke ge",NA
"3255",7356,"געאגראפישע","ADJ",1,"ע","-e","די געאגראפישע ביכער","di","ge{a-o}gr{a-o}{p-f}ische","{b-v}i{k-ch}er","di ge{a-o}gr{a-o}{p-f}ische {b-v}i{k-ch}er",NA
"560",1262,"געאלאגיש-לאנדשאפטליכע","ADJ",1,"כע","-e","א געאלאגיש-לאנדשאפטליכע איינטיילונג","a","ge{a-o}l{a-o}gisch-l{a-o}ndsch{a-o}{p-f}tli{k-ch}e","iinteil{u-o}ng","a ge{a-o}l{a-o}gisch-l{a-o}ndsch{a-o}{p-f}tli{k-ch}e iinteil{u-o}ng",NA
"3018",6805,"געאלאגישע","ADJ",1,"ע","-e","די געאלאגישע קאמפאזיציע","di","ge{a-o}l{a-o}gische","k{a-o}m{p-f}{a-o}sizie","di ge{a-o}l{a-o}gische k{a-o}m{p-f}{a-o}sizie",NA
"3282",7400,"געאמעטרישע","ADJ",1,"ע","-e","די געאמעטרישע פארעם","di","ge{a-o}metrische","{p-f}{a-o}rem","di ge{a-o}metrische {p-f}{a-o}rem",NA
"3249",7347,"געבויטע","ADJ",1,"טע","-e","די געבויטע סביבה","di","ge{b-v}{u-o}ite","ss{b-v}i{b-v}h","di ge{b-v}{u-o}ite ss{b-v}i{b-v}h",NA
"2562",5759,"געבונדענעם","ADJ",1,"עם","-em","א געבונדענעם פערסישן","a","ge{b-v}{u-o}ndenem","{p-f}erssischn","a ge{b-v}{u-o}ndenem {p-f}erssischn",NA
"8482",4727,"געביטן","NOUN",1,"טן","-en","די פארנומענע געביטן","di","{p-f}{a-o}rn{u-o}mene","ge{b-v}itn","di {p-f}{a-o}rn{u-o}mene ge{b-v}itn",NA
"9325",5715,"געבליבן","NOUN",1,"בן","-en","די אימפעריע געבליבן","di","im{p-f}erie","ge{b-v}li{b-v}n","di im{p-f}erie ge{b-v}li{b-v}n",NA
"3531",7975,"געבליבענע","ADJ",1,"ע","-e","די געבליבענע וואוינען","di","ge{b-v}li{b-v}ene","w{a-o}{u-o}inen","di ge{b-v}li{b-v}ene w{a-o}{u-o}inen",NA
"7884",4032,"געבן","NOUN",1,"בן","-en","די פירמע געבן","di","{p-f}irme","ge{b-v}n","di {p-f}irme ge{b-v}n",NA
"1388",3079,"געבענטשטע","ADJ",1,"טע","-e","די געבענטשטע אויל","di","ge{b-v}entschte","a{u-o}il","di ge{b-v}entschte a{u-o}il",NA
"939",2038,"געבענשטע","ADJ",1,"טע","-e","די געבענשטע השפעות","di","ge{b-v}enschte","hsch{p-f}e{u-o}t","di ge{b-v}enschte hsch{p-f}e{u-o}t",NA
"2736",6120,"געגנטליכע","ADJ",1,"כע","-e","א געגנטליכע שאסיי","a","gegntli{k-ch}e","sch{a-o}ssei","a gegntli{k-ch}e sch{a-o}ssei",NA
"9404",5808,"געגנטלעכע","NOUN",1,"כע","-e","די צענטראַלע געגנטלעכע","di","zentr{a-o}ַle","gegntle{k-ch}e","di zentr{a-o}ַle gegntle{k-ch}e",NA
"7200",3260,"געגנטן","NOUN",1,"טן","-en","די דאזיגע געגנטן","di","d{a-o}sige","gegntn","di d{a-o}sige gegntn",NA
"10485",7082,"געגעבן","NOUN",1,"בן","-en","די באזע געגעבן","di","{b-v}{a-o}se","gege{b-v}n","di {b-v}{a-o}se gege{b-v}n",NA
"4935",616,"געגענטן","NOUN",1,"טן","-en","די אשכנזישע געגענטן","di","{a-o}sch{k-ch}nsische","gegentn","di {a-o}sch{k-ch}nsische gegentn",NA
"894",1953,"געגרינדעטע","ADJ",1,"טע","-e","א געגרינדעטע רעגירונג","a","gegrindete","regir{u-o}ng","a gegrindete regir{u-o}ng",NA
"7693",3824,"געדאנקן","NOUN",1,"קן","-en","די זעלבע געדאנקן","di","sel{b-v}e","ged{a-o}nkn","di sel{b-v}e ged{a-o}nkn",NA
"9799",6280,"געדיכטע","NOUN",1,"טע","-e","א שווארצע געדיכטע","a","schw{a-o}rze","gedi{k-ch}te","a schw{a-o}rze gedi{k-ch}te",NA
"921",2003,"געדינגענע","ADJ",1,"ע","-e","א געדינגענע היי","a","gedingene","hei","a gedingene hei",NA
"9308",5696,"געדעכטן","NOUN",1,"טן","-en","אן עקסטערעם געדעכטן","an","ekssterem","gede{k-ch}tn","an ekssterem gede{k-ch}tn",NA
"775",1703,"געדעכטע","ADJ",1,"טע","-e","א געדעכטע באפעלקערונג","a","gede{k-ch}te","{b-v}{a-o}{p-f}elker{u-o}ng","a gede{k-ch}te {b-v}{a-o}{p-f}elker{u-o}ng",NA
"2469",5559,"געדערעם","ADJ",1,"עם","-em","די געדערעם און","di","gederem","a{u-o}n","di gederem a{u-o}n",NA
"12920",9883,"געדרוקטע","NOUN",1,"טע","-e","די עלצטע געדרוקטע","di","elzte","gedr{u-o}kte","di elzte gedr{u-o}kte",NA
"3919",8909,"געהויבענע","ADJ",1,"ע","-e","די געהויבענע נסיעה","di","geh{u-o}i{b-v}ene","nssieh","di geh{u-o}i{b-v}ene nssieh",NA
"4691",332,"געהייסטן","NOUN",1,"טן","-en","די פירמע געהייסטן","di","{p-f}irme","geheisstn","di {p-f}irme geheisstn",NA
"3303",7444,"געהלע","ADJ",1,"לע","-le","א געהלע פייגל","a","gehle","{p-f}eigl","a gehle {p-f}eigl",NA
"1945",4282,"געהעקטע","ADJ",1,"טע","-e","דאס געהעקטע קומפיוטערס","d{a-o}ss","gehekte","k{u-o}m{p-f}i{u-o}terss","d{a-o}ss gehekte k{u-o}m{p-f}i{u-o}terss",NA
"925",2012,"געהעריגע","ADJ",1,"גע","-e","א געהעריגע פראפעסיאנאלע","a","geherige","{p-f}r{a-o}{p-f}essi{a-o}n{a-o}le","a geherige {p-f}r{a-o}{p-f}essi{a-o}n{a-o}le",NA
"2270",5080,"געוואגטע","ADJ",1,"טע","-e","א געוואגטע אונטערנעמונג","a","gew{a-o}gte","a{u-o}nternem{u-o}ng","a gew{a-o}gte a{u-o}nternem{u-o}ng",NA
"1424",3141,"געוואגסטע","ADJ",1,"טע","-e","די געוואגסטע אקציעס","di","gew{a-o}gsste","{a-o}kziess","di gew{a-o}gsste {a-o}kziess",NA
"1506",3303,"געוואלדיגע","ADJ",1,"גע","-e","א געוואלדיגע ליבשאפט","a","gew{a-o}ldige","li{b-v}sch{a-o}{p-f}t","a gew{a-o}ldige li{b-v}sch{a-o}{p-f}t",NA
"2309",5179,"געוואלדיקע","ADJ",1,"קע","-e","א געוואלדיקע אויסברעך","a","gew{a-o}ldike","a{u-o}iss{b-v}rech","a gew{a-o}ldike a{u-o}iss{b-v}rech",NA
"11405",8137,"געוואקסן","NOUN",1,"סן","-en","די עקנאמיע געוואקסן","di","ekn{a-o}mie","gew{a-o}kssn","di ekn{a-o}mie gew{a-o}kssn",NA
"1045",2265,"געוואקסענעם","ADJ",1,"עם","-em","א געוואקסענעם מאנצביל","a","gew{a-o}kssenem","m{a-o}nz{b-v}il","a gew{a-o}kssenem m{a-o}nz{b-v}il",NA
"11337",8060,"געווארדיע","NOUN",1,"ע","-e","די אייזערנע געווארדיע","di","iiserne","gew{a-o}rdie","di iiserne gew{a-o}rdie",NA
"4872",541,"געווארן","NOUN",1,"רן","-en","די ליניע געווארן","di","linie","gew{a-o}rn","di linie gew{a-o}rn",NA
"4159",9461,"געוויינטליכע","ADJ",1,"כע","-e","די געוויינטליכע דרעטלך","di","geweintli{k-ch}e","dretlch","di geweintli{k-ch}e dretlch",NA
"3803",8633,"געוויינלעכסטע","ADJ",1,"טע","-e","די געוויינלעכסטע און","di","geweinle{k-ch}sste","a{u-o}n","di geweinle{k-ch}sste a{u-o}n",NA
"2477",5578,"געוויסיקע","ADJ",1,"קע","-e","א געוויסיקע ארטיקל","a","gewissike","{a-o}rtikl","a gewissike {a-o}rtikl",NA
"83",212,"געוויסע","ADJ",1,"סע","-e","א געוויסע גרייס","a","gewisse","greiss","a gewisse greiss",NA
"124",337,"געוועזענע","ADJ",1,"ע","-e","א געוועזענע פארטוגעזישע","a","gewesene","{p-f}{a-o}rt{u-o}gesische","a gewesene {p-f}{a-o}rt{u-o}gesische",NA
"1333",2967,"געוועזענעם","ADJ",1,"עם","-em","דעם געוועזענעם זומער","dem","gewesenem","s{u-o}mer","dem gewesenem s{u-o}mer",NA
"1271",2847,"געווענטליכע","ADJ",1,"כע","-e","די געווענטליכע סאציאלע","di","gewentli{k-ch}e","ss{a-o}zi{a-o}le","di gewentli{k-ch}e ss{a-o}zi{a-o}le",NA
"13",33,"געווענליכע","ADJ",1,"כע","-e","א געווענליכע יאהר","a","gewenli{k-ch}e","i{a-o}hr","a gewenli{k-ch}e i{a-o}hr",NA
"4154",9454,"געזאגטעם","ADJ",1,"עם","-em","דעם געזאגטעם ווינקל","dem","ges{a-o}gtem","winkl","dem ges{a-o}gtem winkl",NA
"1063",2306,"געזונטסטע","ADJ",1,"טע","-e","די געזונטסטע עסן","di","ges{u-o}ntsste","essn","di ges{u-o}ntsste essn",1
"3308",7455,"געזונטע","ADJ",1,"טע","-e","א געזונטע מענטש","a","ges{u-o}nte","mentsch","a ges{u-o}nte mentsch",NA
"349",815,"געזעלשאפטלעכע","ADJ",1,"כע","-e","א געזעלשאפטלעכע נעצווערן","a","geselsch{a-o}{p-f}tle{k-ch}e","nezwern","a geselsch{a-o}{p-f}tle{k-ch}e nezwern",NA
"5253",965,"געזעלשאפטן","NOUN",1,"טן","-en","די שטארקע געזעלשאפטן","di","scht{a-o}rke","geselsch{a-o}{p-f}tn","di scht{a-o}rke geselsch{a-o}{p-f}tn",NA
"7172",3226,"געזעמל","NOUN",1,"מל","-el","אן דעם געזעמל","an","dem","geseml","an dem geseml",NA
"2775",6209,"געזעצליכע","ADJ",1,"כע","-e","א געזעצליכע מאנארכיע","a","gesezli{k-ch}e","m{a-o}n{a-o}r{k-ch}ie","a gesezli{k-ch}e m{a-o}n{a-o}r{k-ch}ie",NA
"7026",3062,"געטראפן","NOUN",1,"פן","-en","א מינע געטראפן","a","mine","getr{a-o}{p-f}n","a mine getr{a-o}{p-f}n",NA
"1401",3111,"געלוגענע","ADJ",1,"ע","-e","א געלוגענע אפערציע","a","gel{u-o}gene","a{p-f}erzie","a gel{u-o}gene a{p-f}erzie",NA
"2618",5890,"געלונגענע","ADJ",1,"ע","-e","א געלונגענע בעל","a","gel{u-o}ngene","{b-v}el","a gel{u-o}ngene {b-v}el",NA
"461",1055,"געלונגענעם","ADJ",1,"עם","-em","א געלונגענעם ווערטער","a","gel{u-o}ngenem","werter","a gel{u-o}ngenem werter",1
"6582",2492,"געלטליכע","NOUN",1,"כע","-e","די אייראפעאישע געלטליכע","di","iir{a-o}{p-f}eische","geltli{k-ch}e","di iir{a-o}{p-f}eische geltli{k-ch}e",NA
"3976",9027,"געליטענע","ADJ",1,"ע","-e","די געליטענע לאורך","di","gelitene","l{a-o}{u-o}rch","di gelitene l{a-o}{u-o}rch",NA
"628",1380,"געליטענעם","ADJ",1,"עם","-em","א געליטענעם צו","a","gelitenem","z{u-o}","a gelitenem z{u-o}",NA
"1062",2304,"געליכלע","ADJ",1,"לע","-le","די געליכלע טייל","di","geli{k-ch}le","teil","di geli{k-ch}le teil",1
"236",580,"געלינקטע","ADJ",1,"טע","-e","די געלינקטע ווערטער","di","gelinkte","werter","di gelinkte werter",1
"665",1448,"געלע","ADJ",1,"לע","-le","די געלע וואקס","di","gele","w{a-o}kss","di gele w{a-o}kss",NA
"233",575,"געמיטלעכע","ADJ",1,"כע","-e","די געמיטלעכע סגולה","di","gemitle{k-ch}e","ssg{u-o}lh","di gemitle{k-ch}e ssg{u-o}lh",NA
"146",369,"געמיינזאמנע","ADJ",1,"ע","-e","א געמיינזאמנע סיסטעם","a","gemeins{a-o}mne","ssisstem","a gemeins{a-o}mne ssisstem",NA
"413",953,"געמישטע","ADJ",1,"טע","-e","א געמישטע שולעס","a","gemischte","sch{u-o}less","a gemischte sch{u-o}less",NA
"3016",6801,"גענאדע","ADJ",1,"דע","-e","די גענאדע וואס","di","gen{a-o}de","w{a-o}ss","di gen{a-o}de w{a-o}ss",1
"122",335,"גענדערטע","ADJ",1,"טע","-e","א גענדערטע ווערסיע","a","genderte","werssie","a genderte werssie",NA
"542",1228,"גענוגענדע","ADJ",1,"דע","-e","א גענוגענדע הארמאן","a","gen{u-o}gende","h{a-o}rm{a-o}n","a gen{u-o}gende h{a-o}rm{a-o}n",NA
"1714",3788,"גענויע","ADJ",1,"ע","-e","די גענויע פלאץ","di","gen{u-o}ie","{p-f}l{a-o}z","di gen{u-o}ie {p-f}l{a-o}z",NA
"3952",8973,"גענויעם","ADJ",1,"עם","-em","דעם גענויעם מקום","dem","gen{u-o}iem","mk{u-o}m","dem gen{u-o}iem mk{u-o}m",NA
"415",957,"געניאלע","ADJ",1,"לע","-le","די געניאלע מנהגים","di","geni{a-o}le","mnhgim","di geni{a-o}le mnhgim",NA
"1170",2590,"געניטע","ADJ",1,"טע","-e","די געניטע פילם","di","genite","{p-f}ilm","di genite {p-f}ilm",NA
"999",2175,"גענעטישע","ADJ",1,"ע","-e","די גענעטישע חלקים","di","genetische","chlkim","di genetische chlkim",NA
"12505",9414,"גענעראלען","NOUN",1,"לען","-len","די פערסישע גענעראלען","di","{p-f}erssische","gener{a-o}len","di {p-f}erssische gener{a-o}len",NA
"4720",370,"גענעראציע","NOUN",1,"ע","-e","א פינפטע גענעראציע","a","{p-f}in{p-f}te","gener{a-o}zie","a {p-f}in{p-f}te gener{a-o}zie",NA
"3474",7828,"גענשע","ADJ",1,"ע","-e","דער גענשע גאס","der","gensche","g{a-o}ss","der gensche g{a-o}ss",NA
"12438",9336,"געסטע","NOUN",1,"טע","-e","די צווייטע געסטע","di","zweite","gesste","di zweite gesste",NA
"5610",1353,"געסל","NOUN",1,"סל","-el","א שטילע געסל","a","schtile","gessl","a schtile gessl",NA
"385",891,"געפאדערטע","ADJ",1,"טע","-e","די געפאדערטע מקורות","di","ge{p-f}{a-o}derte","mk{u-o}r{u-o}t","di ge{p-f}{a-o}derte mk{u-o}r{u-o}t",NA
"9145",5495,"געפאלנקייטן","NOUN",1,"טן","-en","די דאזיקע געפאלנקייטן","di","d{a-o}sike","ge{p-f}{a-o}lnkeitn","di d{a-o}sike ge{p-f}{a-o}lnkeitn",NA
"3476",7831,"געפאלענע","ADJ",1,"ע","-e","די געפאלענע זעלנער","di","ge{p-f}{a-o}lene","selner","di ge{p-f}{a-o}lene selner",NA
"3297",7429,"געפאנצערטע","ADJ",1,"טע","-e","די געפאנצערטע קרעפטן","di","ge{p-f}{a-o}nzerte","kre{p-f}tn","di ge{p-f}{a-o}nzerte kre{p-f}tn",NA
"7243",3308,"געפארן","NOUN",1,"רן","-en","די גרעסטע געפארן","di","gresste","ge{p-f}{a-o}rn","di gresste ge{p-f}{a-o}rn",NA
"346",811,"געפארשטע","ADJ",1,"טע","-e","די געפארשטע אביעקטן","di","ge{p-f}{a-o}rschte","{a-o}{b-v}iektn","di ge{p-f}{a-o}rschte {a-o}{b-v}iektn",1
"3372",7573,"געפילטע","ADJ",1,"טע","-e","די געפילטע פיש","di","ge{p-f}ilte","{p-f}isch","di ge{p-f}ilte {p-f}isch",NA
"10527",7126,"געפיקעלטע","NOUN",1,"טע","-e","א קליינע געפיקעלטע","a","kleine","ge{p-f}ikelte","a kleine ge{p-f}ikelte",NA
"226",565,"געפלאנטע","ADJ",1,"טע","-e","די געפלאנטע דאטע","di","ge{p-f}l{a-o}nte","d{a-o}te","di ge{p-f}l{a-o}nte d{a-o}te",NA
"3880",8839,"געפערליכע","ADJ",1,"כע","-e","א געפערליכע היץ","a","ge{p-f}erli{k-ch}e","hiz","a ge{p-f}erli{k-ch}e hiz",NA
"1058",2297,"געפרוירענע","ADJ",1,"ע","-e","א געפרוירענע צושפייז","a","ge{p-f}r{u-o}irene","z{u-o}sch{p-f}eis","a ge{p-f}r{u-o}irene z{u-o}sch{p-f}eis",NA
"2704",6054,"געציילטע","ADJ",1,"טע","-e","די געציילטע חסידישע","di","gezeilte","chssidische","di gezeilte chssidische",NA
"1682",3718,"געקלויבטע","ADJ",1,"טע","-e","א געקלויבטע צאל","a","gekl{u-o}i{b-v}te","z{a-o}l","a gekl{u-o}i{b-v}te z{a-o}l",NA
"924",2010,"געקליבענע","ADJ",1,"ע","-e","א געקליבענע גרופע","a","gekli{b-v}ene","gr{u-o}{p-f}e","a gekli{b-v}ene gr{u-o}{p-f}e",1
"1597",3523,"געראטנסטע","ADJ",1,"טע","-e","די געראטנסטע מיליטערישע","di","ger{a-o}tnsste","militerische","di ger{a-o}tnsste militerische",NA
"4780",440,"גערופן","NOUN",1,"פן","-en","די פירמע גערופן","di","{p-f}irme","ger{u-o}{p-f}n","di {p-f}irme ger{u-o}{p-f}n",NA
"1226",2720,"געריכטיקע","ADJ",1,"קע","-e","די געריכטיקע מאכט","di","geri{k-ch}tike","m{a-o}{k-ch}t","di geri{k-ch}tike m{a-o}{k-ch}t",NA
"2552",5735,"גערמאנישע","ADJ",1,"ע","-e","די גערמאנישע שבטים","di","germ{a-o}nische","sch{b-v}tim","di germ{a-o}nische sch{b-v}tim",NA
"3193",7221,"געשאפענע","ADJ",1,"ע","-e","די געשאפענע אטמאספערע","di","gesch{a-o}{p-f}ene","{a-o}tm{a-o}ss{p-f}ere","di gesch{a-o}{p-f}ene {a-o}tm{a-o}ss{p-f}ere",NA
"3456",7790,"געשאצטע","ADJ",1,"טע","-e","א געשאצטע באפעלקערונג","a","gesch{a-o}zte","{b-v}{a-o}{p-f}elker{u-o}ng","a gesch{a-o}zte {b-v}{a-o}{p-f}elker{u-o}ng",NA
"1936",4256,"געשטארבנעם","ADJ",1,"עם","-em","א געשטארבנעם קינד","a","gescht{a-o}r{b-v}nem","kind","a gescht{a-o}r{b-v}nem kind",NA
"3213",7271,"געשטיקטע","ADJ",1,"טע","-e","די געשטיקטע אנגעלייגטע","di","geschtikte","{a-o}ngeleigte","di geschtikte {a-o}ngeleigte",NA
"4252",9646,"געשלעכט-אטראקציע","ADJ",1,"ע","-e","א געשלעכט-אטראקציע צווישן","a","geschle{k-ch}t-{a-o}tr{a-o}kzie","zwischn","a geschle{k-ch}t-{a-o}tr{a-o}kzie zwischn",NA
"519",1188,"געשמאקע","ADJ",1,"קע","-e","א געשמאקע מאכל","a","geschm{a-o}ke","m{a-o}{k-ch}l","a geschm{a-o}ke m{a-o}{k-ch}l",NA
"7784",3926,"געשעפטן","NOUN",1,"טן","-en","די גרויסע געשעפטן","di","gr{u-o}isse","gesche{p-f}tn","di gr{u-o}isse gesche{p-f}tn",NA
"1203",2668,"געשריבענע","ADJ",1,"ע","-e","די געשריבענע היסטאריע","di","geschri{b-v}ene","hisst{a-o}rie","di geschri{b-v}ene hisst{a-o}rie",NA
"1621",3573,"געשריבענעם","ADJ",1,"עם","-em","א געשריבענעם סימבאל","a","geschri{b-v}enem","ssim{b-v}{a-o}l","a geschri{b-v}enem ssim{b-v}{a-o}l",NA
"2420",5462,"גראבע","ADJ",1,"בע","-e","די גראבע קישקע","di","gr{a-o}{b-v}e","kischke","di gr{a-o}{b-v}e kischke",NA
"3875",8830,"גראַמאַטישע","ADJ",1,"ע","-e","א גראַמאַטישע באגריף","a","gr{a-o}ַm{a-o}ַtische","{b-v}{a-o}grif","a gr{a-o}ַm{a-o}ַtische {b-v}{a-o}grif",NA
"2037",4533,"גראנדיעזע","ADJ",1,"זע","-e","דאס גראנדיעזע פלאן","d{a-o}ss","gr{a-o}ndiese","{p-f}l{a-o}n","d{a-o}ss gr{a-o}ndiese {p-f}l{a-o}n",NA
"3628",8203,"גראפיניע","ADJ",1,"ע","-e","די גראפיניע טארנאווסקא","di","gr{a-o}{p-f}inie","t{a-o}rn{a-o}wssk{a-o}","di gr{a-o}{p-f}inie t{a-o}rn{a-o}wssk{a-o}",NA
"3627",8202,"גראַפֿיניע","ADJ",1,"ע","-e","די גראַפֿיניע טארנאווסקא","di","gr{a-o}ַ{p-f}ֿinie","t{a-o}rn{a-o}wssk{a-o}","di gr{a-o}ַ{p-f}ֿinie t{a-o}rn{a-o}wssk{a-o}",NA
"10948",7610,"גראפנשאפטן","NOUN",1,"טן","-en","די היינטיקע גראפנשאפטן","di","heintike","gr{a-o}{p-f}nsch{a-o}{p-f}tn","di heintike gr{a-o}{p-f}nsch{a-o}{p-f}tn",NA
"3402",7621,"גרוזינישע","ADJ",1,"ע","-e","די גרוזינישע יידן","di","gr{u-o}sinische","eidn","di gr{u-o}sinische eidn",NA
"2394",5385,"גרויזאמע","ADJ",1,"מע","-e","די גרויזאמע אקטן","di","gr{u-o}is{a-o}me","{a-o}ktn","di gr{u-o}is{a-o}me {a-o}ktn",NA
"975",2122,"גרויזאַמע","ADJ",1,"מע","-e","די גרויזאַמע געשעענישן","di","gr{u-o}is{a-o}ַme","gescheenischn","di gr{u-o}is{a-o}ַme gescheenischn",NA
"3850",8760,"גרויליגסטע","ADJ",1,"טע","-e","די גרויליגסטע רציחות","di","gr{u-o}iligsste","rzich{u-o}t","di gr{u-o}iligsste rzich{u-o}t",NA
"937",2035,"גרויםע","ADJ",1,"ע","-e","א גרויםע צאל","a","gr{u-o}ime","z{a-o}l","a gr{u-o}ime z{a-o}l",NA
"3405",7627,"גרויסבריטאניע","ADJ",1,"ע","-e","דעם גרויסבריטאניע קעניגרייך","dem","gr{u-o}iss{b-v}rit{a-o}nie","kenigreich","dem gr{u-o}iss{b-v}rit{a-o}nie kenigreich",NA
"79",207,"גרויסבריטאנישע","ADJ",1,"ע","-e","דאס גרויסבריטאנישע קעניגרייך","d{a-o}ss","gr{u-o}iss{b-v}rit{a-o}nische","kenigreich","d{a-o}ss gr{u-o}iss{b-v}rit{a-o}nische kenigreich",NA
"2370",5348,"גרויסטע","ADJ",1,"טע","-e","די גרויסטע אוידיענץ","di","gr{u-o}isste","a{u-o}idienz","di gr{u-o}isste a{u-o}idienz",NA
"3409",7636,"גרויספוילישע","ADJ",1,"ע","-e","די גרויספוילישע וואיעוואדעשאפט","di","gr{u-o}iss{p-f}{u-o}ilische","wiew{a-o}desch{a-o}{p-f}t","di gr{u-o}iss{p-f}{u-o}ilische wiew{a-o}desch{a-o}{p-f}t",1
"4202",9543,"גרויע","ADJ",1,"ע","-e","די גרויע פרוי","di","gr{u-o}ie","{p-f}r{u-o}i","di gr{u-o}ie {p-f}r{u-o}i",NA
"230",569,"גרונדענע","ADJ",1,"ע","-e","א גרונדענע ווערסיע","a","gr{u-o}ndene","werssie","a gr{u-o}ndene werssie",NA
"3392",7604,"גרונדענעם","ADJ",1,"עם","-em","א גרונדענעם כח","a","gr{u-o}ndenem","{k-ch}ch","a gr{u-o}ndenem {k-ch}ch",NA
"223",560,"גרונטיקע","ADJ",1,"קע","-e","א גרונטיקע ווערסיע","a","gr{u-o}ntike","werssie","a gr{u-o}ntike werssie",NA
"2862",6437,"גרופּע","ADJ",1,"ע","-e","א גרופּע צוויי","a","gr{u-o}{p-f}ּe","zwei","a gr{u-o}{p-f}ּe zwei",NA
"7447",3524,"גריכן","NOUN",1,"כן","-en","די אוראלטע גריכן","di","a{u-o}r{a-o}lte","gri{k-ch}n","di a{u-o}r{a-o}lte gri{k-ch}n",NA
"3422",7676,"גרילצנדע","ADJ",1,"דע","-e","די גרילצנדע סאווע","di","grilznde","ss{a-o}we","di grilznde ss{a-o}we",NA
"876",1912,"גרינגסטע","ADJ",1,"טע","-e","די גרינגסטע וועג","di","gringsste","weg","di gringsste weg",NA
"953",2076,"גרינגע","ADJ",1,"גע","-e","א גרינגע ארבעט","a","gringe","{a-o}r{b-v}et","a gringe {a-o}r{b-v}et",NA
"1634",3605,"גרינע","ADJ",1,"ע","-e","דער גרינע וואלד","der","grine","w{a-o}ld","der grine w{a-o}ld",NA
"550",1242,"גרינעם","ADJ",1,"עם","-em","א גרינעם קאליר","a","grinem","k{a-o}lir","a grinem k{a-o}lir",NA
"575",1281,"גרסטע","ADJ",1,"טע","-e","די גרסטע שיפבויעריי","di","grsste","schi{p-f}{b-v}{u-o}ierei","di grsste schi{p-f}{b-v}{u-o}ierei",NA
"9196",5560,"דאזיגן","NOUN",1,"גן","-en","אן דעם דאזיגן","an","dem","d{a-o}sign","an dem d{a-o}sign",NA
"191",486,"דאזיגע","ADJ",1,"גע","-e","די דאזיגע קאודס","di","d{a-o}sige","k{a-o}{u-o}dss","di d{a-o}sige k{a-o}{u-o}dss",NA
"3100",6996,"דאָזיגע","ADJ",1,"גע","-e","די דאָזיגע פירמע","di","d{a-o}ָsige","{p-f}irme","di d{a-o}ָsige {p-f}irme",NA
"227",566,"דאזיקע","ADJ",1,"קע","-e","די דאזיקע באפרייונג","di","d{a-o}sike","{b-v}{a-o}{p-f}rei{u-o}ng","di d{a-o}sike {b-v}{a-o}{p-f}rei{u-o}ng",NA
"207",525,"דאָזיקע","ADJ",1,"קע","-e","די דאָזיקע ווערעם","di","d{a-o}ָsike","werem","di d{a-o}ָsike werem",NA
"5500",1231,"דאזע","NOUN",1,"זע","-e","די ריכטיגע דאזע","di","ri{k-ch}tige","d{a-o}se","di ri{k-ch}tige d{a-o}se",NA
"11160",7853,"דאטן","NOUN",1,"טן","-en","די זעלבע דאטן","di","sel{b-v}e","d{a-o}tn","di sel{b-v}e d{a-o}tn",NA
"3484",7852,"דאטנבאזע","ADJ",1,"זע","-e","א דאטנבאזע אדער","a","d{a-o}tn{b-v}{a-o}se","{a-o}der","a d{a-o}tn{b-v}{a-o}se {a-o}der",NA
"139",360,"דאַטע","ADJ",1,"טע","-e","די דאַטע זענען","di","d{a-o}ַte","senen","di d{a-o}ַte senen",NA
"1366",3042,"דאמינאנטע","ADJ",1,"טע","-e","די דאמינאנטע רעליגיע","di","d{a-o}min{a-o}nte","religie","di d{a-o}min{a-o}nte religie",NA
"3493",7873,"דאמיניקאנישע","ADJ",1,"ע","-e","די דאמיניקאנישע רעפובליק","di","d{a-o}minik{a-o}nische","re{p-f}{u-o}{b-v}lik","di d{a-o}minik{a-o}nische re{p-f}{u-o}{b-v}lik",NA
"3545",8007,"דאמינירנדע","ADJ",1,"דע","-e","די דאמינירנדע פראקציע","di","d{a-o}minirnde","{p-f}r{a-o}kzie","di d{a-o}minirnde {p-f}r{a-o}kzie",NA
"11186",7886,"דאמפמאטארן","NOUN",1,"רן","-en","די ערשטע דאמפמאטארן","di","erschte","d{a-o}m{p-f}m{a-o}t{a-o}rn","di erschte d{a-o}m{p-f}m{a-o}t{a-o}rn",NA
"2385",5370,"דאפעלטע","ADJ",1,"טע","-e","די דאפעלטע אקט","di","d{a-o}{p-f}elte","{a-o}kt","di d{a-o}{p-f}elte {a-o}kt",NA
"10834",7480,"דאקומענטן","NOUN",1,"טן","-en","די נויטיגע דאקומענטן","di","n{u-o}itige","d{a-o}k{u-o}mentn","di n{u-o}itige d{a-o}k{u-o}mentn",NA
"264",639,"דאקטוירישע","ADJ",1,"ע","-e","אן דאקטוירישע הילף","an","d{a-o}kt{u-o}irische","hilf","an d{a-o}kt{u-o}irische hilf",1
"846",1845,"דארטיגע","ADJ",1,"גע","-e","די דארטיגע איינוואוינער","di","d{a-o}rtige","iinw{a-o}{u-o}iner","di d{a-o}rtige iinw{a-o}{u-o}iner",NA
"935",2032,"דארטיקע","ADJ",1,"קע","-e","די דארטיקע פרומע","di","d{a-o}rtike","{p-f}r{u-o}me","di d{a-o}rtike {p-f}r{u-o}me",NA
