"lfd","noun","collocations","category"
159,"body","datum","BO"
160,"body","animal","BO"
161,"body","thought","BO"
162,"body","work","BO"
163,"body","water","BO"
164,"body","creature","BO"
165,"body","man","BO"
166,"body","research","BO"
167,"body","material","BO"
168,"body","dancer","BO"
169,"body","caveman","BO"
170,"body","Mowbray","BO"
171,"body","Campbell","BO"
172,"body","insect","BO"
173,"body","king","BO"
174,"body","Brown","BO"
175,"body","woman","BO"
176,"body","Woman","BO"
177,"body","James","BO"
178,"body","girl","BO"
179,"body","fish","BO"
180,"body","mother","BO"
181,"body","husband","BO"
182,"body","bird","BO"
183,"body","partner","BO"
184,"body","baby","BO"
185,"body","father","BO"
186,"body","taut","BO"
187,"body","rigid","BO"
188,"body","responsible","BO"
189,"body","accountable","BO"
190,"body","capable","BO"
191,"body","warm","BO"
192,"body","concerned","BO"
193,"body","alive","BO"
194,"body","fit","BO"
195,"body","positive","BO"
196,"body","involved","BO"
197,"body","beautiful","BO"
198,"body","clean","BO"
199,"body","hot","BO"
200,"body","active","BO"
201,"body","ready","BO"
202,"body","able","BO"
203,"body","close","BO"
204,"body","cold","BO"
205,"body","similar","BO"
206,"body","free","BO"
207,"body","likely","BO"
208,"body","nerve","BO"
209,"body","bone","BO"
210,"body","accumulate","BO"
211,"body","tension","BO"
212,"body","trap","BO"
213,"body","share","BO"
214,"body","cell","BO"
215,"body","store","BO"
216,"body","breath","BO"
217,"body","gene","BO"
218,"body","present","BO"
219,"body","happen","BO"
220,"body","change","BO"
221,"body","live","BO"
222,"body","role","BO"
223,"body","leave","BO"
224,"body","cling","BO"
225,"body","applicable","BO"
226,"body","belong","BO"
227,"body","attach","BO"
228,"body","listen","BO"
229,"body","angle","BO"
230,"body","refer","BO"
231,"body","appointment","BO"
232,"body","relate","BO"
233,"body","election","BO"
234,"body","attitude","BO"
235,"body","apply","BO"
236,"body","attention","BO"
237,"body","available","BO"
238,"body","power","BO"
239,"body","body","BO"
240,"body","turn","BO"
241,"body","give","BO"
242,"body","come","BO"
243,"body","go","BO"
244,"body","bath","BO"
245,"body","fall","BO"
246,"body","Wales","BO"
247,"body","Uk","BO"
248,"body","way","BO"
249,"body","Britain","BO"
250,"body","country","BO"
251,"body","field","BO"
252,"body","question","BO"
253,"body","car","BO"
254,"body","room","BO"
255,"body","position","BO"
256,"body","world","BO"
257,"body","state","BO"
258,"body","place","BO"
259,"body","kneel","BO"
260,"body","approve","BO"
261,"body","own","BO"
262,"body","perform","BO"
263,"body","support","BO"
264,"body","cause","BO"
265,"body","produce","BO"
266,"body","set","BO"
267,"body","provide","BO"
268,"body","use","BO"
269,"body","make","BO"
270,"body","mark","BO"
271,"body","strain","BO"
272,"body","stress","BO"
273,"body","representation","BO"
274,"body","effect","BO"
275,"body","serve","BO"
276,"body","represent","BO"
277,"body","hair","BO"
278,"body","hand","BO"
279,"body","point","BO"
280,"body","remove","BO"
281,"body","liaison","BO"
282,"body","contact","BO"
283,"body","happy","BO"
284,"body","associate","BO"
285,"body","deal","BO"
286,"body","discussion","BO"
287,"body","agreement","BO"
288,"body","relationship","BO"
289,"body","metabolism","BO"
290,"body","mechanism","BO"
291,"body","defence","BO"
292,"body","resistance","BO"
293,"body","reaction","BO"
294,"body","response","BO"
295,"body","ability","BO"
296,"body","system","BO"
297,"body","need","BO"
298,"body","member","BO"
299,"body","company","BO"
300,"body","thing","BO"
301,"body","arrange","BO"
302,"body","look","BO"
303,"body","interest","BO"
304,"body","burial","BO"
305,"body","chapter","BO"
306,"body","purpose","BO"
307,"body","sector","BO"
308,"body","industry","BO"
309,"body","time","BO"
310,"body","commission","BO"
311,"body","council","BO"
312,"body","side","BO"
313,"body","act","BO"
314,"body","see","BO"
315,"body","course","BO"
316,"body","spread","BO"
317,"body","pass","BO"
318,"body","run","BO"
319,"body","introduce","BO"
320,"body","get","BO"
321,"body","beach","BO"
322,"body","floor","BO"
323,"body","control","BO"
324,"body","round","BO"
325,"body","back","BO"
326,"body","down","BO"
327,"body","over","BO"
328,"body","up","BO"
329,"body","out","BO"
330,"body","build","BO"
331,"body","cut","BO"
332,"body","information","BO"
333,"body","think","BO"
334,"body","site","BO"
335,"body","result","BO"
336,"body","virtue","BO"
337,"body","move","BO"
338,"body","poss","BO"
339,"body","VPing","BO"
340,"body","VPto","BO"
341,"body","Sfin","BO"
342,"body","Swh","BO"
343,"body","Sing","BO"
344,"body","it+","BO"
345,"body","Sforto","BO"
1,"cheese","grated","F&D"
2,"cheese","parmesan","F&D"
3,"cheese","cream","F&D"
4,"cheese","Cheddar","F&D"
5,"cheese","cottage","F&D"
6,"cheese","feta","F&D"
7,"cheese","low-fat","F&D"
8,"cheese","mozzarellum","F&D"
9,"cheese","cheddar","F&D"
10,"cheese","curd","F&D"
11,"cheese","toasted","F&D"
12,"cheese","farmhouse","F&D"
13,"cheese","ricotta","F&D"
14,"cheese","macaroni","F&D"
15,"cheese","gruyère","F&D"
16,"cheese","soft","F&D"
17,"cheese","Stilton","F&D"
18,"cheese","cauliflower","F&D"
19,"cheese","Cheshire","F&D"
20,"cheese","milk","F&D"
21,"cheese","Wensleydale","F&D"
22,"cheese","unpasteurised","F&D"
23,"cheese","Philadelphia","F&D"
24,"cheese","wensleydale","F&D"
25,"cheese","bread","F&D"
26,"cheese","butter","F&D"
27,"cheese","ham","F&D"
28,"cheese","biscuit","F&D"
29,"cheese","chalk","F&D"
30,"cheese","yoghurt","F&D"
31,"cheese","yogurt","F&D"
32,"cheese","tomato","F&D"
33,"cheese","spinach","F&D"
34,"cheese","salad","F&D"
35,"cheese","onion","F&D"
36,"cheese","cheese","F&D"
37,"cheese","meat","F&D"
38,"cheese","egg","F&D"
39,"cheese","breadcrumb","F&D"
40,"cheese","sandwich","F&D"
41,"cheese","sausage","F&D"
42,"cheese","bacon","F&D"
43,"cheese","grill","F&D"
44,"cheese","Marmite","F&D"
45,"cheese","pineapple","F&D"
46,"cheese","chive","F&D"
47,"cheese","salami","F&D"
48,"cheese","grate","F&D"
49,"cheese","Beat","F&D"
50,"cheese","sprinkle","F&D"
51,"cheese","flavour","F&D"
52,"cheese","eat","F&D"
53,"cheese","mix","F&D"
54,"cheese","scatter","F&D"
55,"cheese","store","F&D"
56,"cheese","wrap","F&D"
57,"cheese","like","F&D"
58,"cheese","cut","F&D"
59,"cheese","serve","F&D"
60,"cheese","avoid","F&D"
61,"cheese","add","F&D"
62,"cheese","sell","F&D"
63,"cheese","buy","F&D"
64,"cheese","produce","F&D"
65,"cheese","make","F&D"
66,"cheese","get","F&D"
67,"cheese","include","F&D"
68,"cheese","want","F&D"
69,"cheese","try","F&D"
70,"cheese","put","F&D"
71,"cheese","use","F&D"
72,"cheese","soufflé","F&D"
73,"cheese","fondue","F&D"
74,"cheese","grater","F&D"
75,"cheese","filling","F&D"
76,"cheese","omelette","F&D"
77,"cheese","slice","F&D"
78,"cheese","roll","F&D"
79,"cheese","sauce","F&D"
80,"cheese","straw","F&D"
81,"cheese","dairy","F&D"
82,"cheese","spread","F&D"
83,"cheese","mixture","F&D"
84,"cheese","cake","F&D"
85,"cheese","dish","F&D"
86,"cheese","wire","F&D"
87,"cheese","factory","F&D"
88,"cheese","shop","F&D"
89,"cheese","box","F&D"
90,"cheese","press","F&D"
91,"cheese","board","F&D"
92,"cheese","plant","F&D"
93,"cheese","market","F&D"
94,"cheese","oz.","F&D"
95,"cheese","hunk","F&D"
96,"cheese","chunk","F&D"
97,"cheese","lump","F&D"
98,"cheese","piece","F&D"
99,"cheese","bit","F&D"
100,"cheese","pound","F&D"
101,"cheese","selection","F&D"
102,"cheese","variety","F&D"
103,"cheese","type","F&D"
104,"cheese","fill","F&D"
105,"cheese","melt","F&D"
106,"cheese","look","F&D"
107,"cheese","available","F&D"
108,"cheese","ewe","F&D"
109,"cheese","goat","F&D"
110,"cheese","cow","F&D"
111,"cheese","sheep","F&D"
112,"cheese","toast","F&D"
113,"cheese","top","F&D"
114,"cheese","England","F&D"
115,"cheese","cube","F&D"
116,"cheese","stir","F&D"
117,"cheese","poss","F&D"
118,"cheese","Sfin","F&D"
119,"cheese","VPto","F&D"
120,"cheese","VPing","F&D"
121,"cheese","Swh","F&D"
1,"metal","detector","MA"
2,"metal","ion","MA"
3,"metal","mesh","MA"
4,"metal","oxide","MA"
5,"metal","Mickey","MA"
6,"metal","alloy","MA"
7,"metal","plate","MA"
8,"metal","spoon","MA"
9,"metal","cation","MA"
10,"metal","grille","MA"
11,"metal","polish","MA"
12,"metal","rod","MA"
13,"metal","cage","MA"
14,"metal","sulphide","MA"
15,"metal","frame","MA"
16,"metal","box","MA"
17,"metal","fence","MA"
18,"metal","atom","MA"
19,"metal","fatigue","MA"
20,"metal","spike","MA"
21,"metal","artefact","MA"
22,"metal","mineralisation","MA"
23,"metal","stent","MA"
24,"metal","fitting","MA"
25,"metal","complex","MA"
26,"metal","precious","MA"
27,"metal","scrap","MA"
28,"metal","molten","MA"
29,"metal","non-ferrous","MA"
30,"metal","heavy","MA"
31,"metal","platinum","MA"
32,"metal","noble","MA"
33,"metal","transition","MA"
34,"metal","toxic","MA"
35,"metal","twisted","MA"
36,"metal","thrash","MA"
37,"metal","alkali","MA"
38,"metal","trace","MA"
39,"metal","base","MA"
40,"metal","ductile","MA"
41,"metal","sheet","MA"
42,"metal","shining","MA"
43,"metal","bare","MA"
44,"metal","aluminium","MA"
45,"metal","shiny","MA"
46,"metal","zinc","MA"
47,"metal","radioactive","MA"
48,"metal","hot","MA"
49,"metal","rare","MA"
50,"metal","copper","MA"
51,"metal","non-metal","MA"
52,"metal","plastic","MA"
53,"metal","ceramic","MA"
54,"metal","wood","MA"
55,"metal","textile","MA"
56,"metal","mineral","MA"
57,"metal","clay","MA"
58,"metal","metal","MA"
59,"metal","glass","MA"
60,"metal","chemical","MA"
61,"metal","jewellery","MA"
62,"metal","acid","MA"
63,"metal","stone","MA"
64,"metal","silver","MA"
65,"metal","steel","MA"
66,"metal","gold","MA"
67,"metal","iron","MA"
68,"metal","paper","MA"
69,"metal","material","MA"
70,"metal","industry","MA"
71,"metal","water","MA"
72,"metal","lump","MA"
73,"metal","absorption","MA"
74,"metal","chunk","MA"
75,"metal","ton","MA"
76,"metal","piece","MA"
77,"metal","strip","MA"
78,"metal","tonne","MA"
79,"metal","compound","MA"
80,"metal","bit","MA"
81,"metal","concentration","MA"
82,"metal","mixture","MA"
83,"metal","layer","MA"
84,"metal","quantity","MA"
85,"metal","property","MA"
86,"metal","sound","MA"
87,"metal","source","MA"
88,"metal","surface","MA"
89,"metal","price","MA"
90,"metal","kind","MA"
91,"metal","amount","MA"
92,"metal","level","MA"
93,"metal","use","MA"
94,"metal","make","MA"
95,"metal","pour","MA"
96,"metal","tear","MA"
97,"metal","steal","MA"
98,"metal","remove","MA"
99,"metal","supply","MA"
100,"metal","contain","MA"
101,"metal","employ","MA"
102,"metal","cut","MA"
103,"metal","obtain","MA"
104,"metal","produce","MA"
105,"metal","involve","MA"
106,"metal","turn","MA"
107,"metal","work","MA"
108,"metal","find","MA"
109,"metal","clip","MA"
110,"metal","detect","MA"
111,"metal","finish","MA"
112,"metal","form","MA"
113,"metal","begin","MA"
114,"metal","cast","MA"
115,"metal","ltd","MA"
116,"metal","juice","MA"
117,"metal","VPing","MA"
118,"metal","Sfin","MA"
119,"metal","Sing","MA"
120,"metal","Swh","MA"
121,"metal","poss","MA"
122,"metal","VPto","MA"
1,"foot","stamp","BO"
2,"foot","shuffle","BO"
3,"foot","drag","BO"
4,"foot","flex","BO"
5,"foot","plant","BO"
6,"foot","tap","BO"
7,"foot","lift","BO"
8,"foot","swing","BO"
9,"foot","put","BO"
10,"foot","wet","BO"
11,"foot","wash","BO"
12,"foot","set","BO"
13,"foot","slide","BO"
14,"foot","measure","BO"
15,"foot","boot","BO"
16,"foot","brace","BO"
17,"foot","wipe","BO"
18,"foot","thrust","BO"
19,"foot","stand","BO"
20,"foot","plunge","BO"
21,"foot","place","BO"
22,"foot","soak","BO"
23,"foot","jump","BO"
24,"foot","hurt","BO"
25,"foot","kick","BO"
26,"foot","bare","BO"
27,"foot","square","BO"
28,"foot","cubic","BO"
29,"foot","left","BO"
30,"foot","front","BO"
31,"foot","webbed","BO"
32,"foot","hind","BO"
33,"foot","booted","BO"
34,"foot","stockinged","BO"
35,"foot","rear","BO"
36,"foot","running","BO"
37,"foot","right","BO"
38,"foot","kicking","BO"
39,"foot","mast","BO"
40,"foot","itchy","BO"
41,"foot","sandalled","BO"
42,"foot","sore","BO"
43,"foot","cold","BO"
44,"foot","swollen","BO"
45,"foot","injured","BO"
46,"foot","aching","BO"
47,"foot","flat","BO"
48,"foot","slippered","BO"
49,"foot","stamping","BO"
50,"foot","ankle","BO"
51,"foot","inch","BO"
52,"foot","leg","BO"
53,"foot","hand","BO"
54,"foot","toe","BO"
55,"foot","knee","BO"
56,"foot","fist","BO"
57,"foot","calf","BO"
58,"foot","foot","BO"
59,"foot","yard","BO"
60,"foot","chest","BO"
61,"foot","shoe","BO"
62,"foot","head","BO"
63,"foot","arm","BO"
64,"foot","horse","BO"
65,"foot","chair","BO"
66,"foot","back","BO"
67,"foot","floor","BO"
68,"foot","finger","BO"
69,"foot","length","BO"
70,"foot","wall","BO"
71,"foot","stone","BO"
72,"foot","shoulder","BO"
73,"foot","eye","BO"
74,"foot","scramble","BO"
75,"foot","leap","BO"
76,"foot","rise","BO"
77,"foot","spring","BO"
78,"foot","struggle","BO"
79,"foot","stagger","BO"
80,"foot","clamber","BO"
81,"foot","lurch","BO"
82,"foot","stumble","BO"
83,"foot","climb","BO"
84,"foot","Get","BO"
85,"foot","get","BO"
86,"foot","roll","BO"
87,"foot","crowd","BO"
88,"foot","extend","BO"
89,"foot","grow","BO"
90,"foot","come","BO"
91,"foot","stair","BO"
92,"foot","cliff","BO"
93,"foot","clay","BO"
94,"foot","wold","BO"
95,"foot","crag","BO"
96,"foot","ladder","BO"
97,"foot","climbing","BO"
98,"foot","hill","BO"
99,"foot","staircase","BO"
100,"foot","bed","BO"
101,"foot","page","BO"
102,"foot","snow","BO"
103,"foot","mountain","BO"
104,"foot","slope","BO"
105,"foot","ridge","BO"
106,"foot","space","BO"
107,"foot","step","BO"
108,"foot","gas","BO"
109,"foot","water","BO"
110,"foot","cross","BO"
111,"foot","table","BO"
112,"foot","Jesus","BO"
113,"foot","tower","BO"
114,"foot","tree","BO"
115,"foot","tall","BO"
116,"foot","deep","BO"
117,"foot","wide","BO"
118,"foot","high","BO"
119,"foot","long","BO"
120,"foot","shorter","BO"
121,"foot","thick","BO"
122,"foot","wrong","BO"
123,"foot","lower","BO"
124,"foot","higher","BO"
125,"foot","short","BO"
126,"foot","free","BO"
127,"foot","clear","BO"
128,"foot","ache","BO"
129,"foot","crunch","BO"
130,"foot","slip","BO"
131,"foot","dangle","BO"
132,"foot","touch","BO"
133,"foot","trample","BO"
134,"foot","twitch","BO"
135,"foot","sink","BO"
136,"foot","rest","BO"
137,"foot","point","BO"
138,"foot","sweep","BO"
139,"foot","hit","BO"
140,"foot","stick","BO"
141,"foot","strike","BO"
142,"foot","drop","BO"
143,"foot","move","BO"
144,"foot","patrol","BO"
145,"foot","controller","BO"
146,"foot","massage","BO"
147,"foot","tank","BO"
148,"foot","diameter","BO"
149,"foot","soldier","BO"
150,"foot","pedal","BO"
151,"foot","putt","BO"
152,"foot","gauge","BO"
153,"foot","passenger","BO"
154,"foot","placement","BO"
155,"foot","injury","BO"
156,"foot","traffic","BO"
157,"foot","pole","BO"
158,"foot","print","BO"
159,"foot","guard","BO"
160,"foot","shot","BO"
161,"foot","nestle","BO"
162,"foot","kneel","BO"
163,"foot","heap","BO"
164,"foot","display","BO"
165,"foot","situate","BO"
166,"foot","sit","BO"
167,"foot","lie","BO"
168,"foot","stare","BO"
169,"foot","land","BO"
170,"foot","grass","BO"
171,"foot","lay","BO"
172,"foot","fly","BO"
173,"foot","fall","BO"
174,"foot","ground","BO"
175,"foot","bag","BO"
176,"foot","look","BO"
177,"foot","appear","BO"
178,"foot","stop","BO"
179,"foot","start","BO"
180,"foot","world","BO"
181,"foot","sole","BO"
182,"foot","depth","BO"
183,"foot","altitude","BO"
184,"foot","patter","BO"
185,"foot","height","BO"
186,"foot","span","BO"
187,"foot","wingspan","BO"
188,"foot","regiment","BO"
189,"foot","ball","BO"
190,"foot","couple","BO"
191,"foot","heel","BO"
192,"foot","width","BO"
193,"foot","arch","BO"
194,"foot","distance","BO"
195,"foot","sound","BO"
196,"foot","pair","BO"
197,"foot","turn","BO"
198,"foot","size","BO"
199,"foot","movement","BO"
200,"foot","top","BO"
201,"foot","unsteady","BO"
202,"foot","tread","BO"
203,"foot","sway","BO"
204,"foot","steady","BO"
205,"foot","traveller","BO"
206,"foot","escape","BO"
207,"foot","stay","BO"
208,"foot","fight","BO"
209,"foot","travel","BO"
210,"foot","journey","BO"
211,"foot","quick","BO"
212,"foot","light","BO"
213,"foot","walk","BO"
214,"foot","weight","BO"
215,"foot","die","BO"
216,"foot","arrive","BO"
217,"foot","reach","BO"
218,"foot","think","BO"
219,"foot","continue","BO"
220,"foot","grave","BO"
221,"foot","sandal","BO"
222,"foot","camp","BO"
223,"foot","air","BO"
224,"foot","door","BO"
225,"foot","mouth","BO"
226,"foot","position","BO"
227,"foot","house","BO"
228,"foot","time","BO"
229,"foot","under","BO"
230,"foot","down","BO"
231,"foot","up","BO"
232,"foot","round","BO"
233,"foot","about","BO"
234,"foot","in","BO"
235,"foot","off","BO"
236,"foot","out","BO"
237,"foot","on","BO"
238,"foot","athlete","BO"
239,"foot","crow","BO"
240,"foot","elephant","BO"
241,"foot","chicken","BO"
242,"foot","opponent","BO"
243,"foot","bird","BO"
244,"foot","baby","BO"
245,"foot","boy","BO"
246,"foot","mother","BO"
247,"foot","father","BO"
248,"foot","man","BO"
249,"foot","vote","BO"
250,"foot","accelerator","BO"
251,"foot","brake","BO"
252,"foot","soil","BO"
253,"foot","side","BO"
254,"foot","wave","BO"
255,"foot","room","BO"
256,"foot","hole","BO"
257,"foot","hop","BO"
258,"foot","shift","BO"
259,"foot","other","BO"
260,"foot","music","BO"
261,"foot","level","BO"
262,"foot","sea","BO"
263,"foot","river","BO"
264,"foot","surface","BO"
265,"foot","bone","BO"
266,"foot","pain","BO"
267,"foot","rush","BO"
268,"foot","pick","BO"
269,"foot","stretch","BO"
270,"foot","poss","BO"
271,"foot","VPing","BO"
272,"foot","VPto","BO"
273,"foot","Sfin","BO"
274,"foot","Swh","BO"
275,"foot","Sing","BO"
1,"hat","straw","T&C"
2,"hat","bowler","T&C"
3,"hat","woolly","T&C"
4,"hat","wide-brimmed","T&C"
5,"hat","cocked","T&C"
6,"hat","trilby","T&C"
7,"hat","top","T&C"
8,"hat","woollen","T&C"
9,"hat","felt","T&C"
10,"hat","bobble","T&C"
11,"hat","fur","T&C"
12,"hat","three-cornered","T&C"
13,"hat","cowboy","T&C"
14,"hat","broad-brimmed","T&C"
15,"hat","panama","T&C"
16,"hat","floppy","T&C"
17,"hat","battered","T&C"
18,"hat","baseball","T&C"
19,"hat","black","T&C"
20,"hat","peaked","T&C"
21,"hat","feathered","T&C"
22,"hat","matching","T&C"
23,"hat","tweed","T&C"
24,"hat","slouch","T&C"
25,"hat","funny","T&C"
26,"hat","coat","T&C"
27,"hat","overcoat","T&C"
28,"hat","glove","T&C"
29,"hat","scarf","T&C"
30,"hat","cloak","T&C"
31,"hat","umbrella","T&C"
32,"hat","t-shirt","T&C"
33,"hat","raincoat","T&C"
34,"hat","overalls","T&C"
35,"hat","tailcoat","T&C"
36,"hat","cap","T&C"
37,"hat","mackintosh","T&C"
38,"hat","suit","T&C"
39,"hat","collar","T&C"
40,"hat","breeches","T&C"
41,"hat","cane","T&C"
42,"hat","jacket","T&C"
43,"hat","dress","T&C"
44,"hat","veil","T&C"
45,"hat","trousers","T&C"
46,"hat","hat","T&C"
47,"hat","gown","T&C"
48,"hat","shoe","T&C"
49,"hat","sock","T&C"
50,"hat","tail","T&C"
51,"hat","wear","T&C"
52,"hat","doff","T&C"
53,"hat","don","T&C"
54,"hat","perch","T&C"
55,"hat","jam","T&C"
56,"hat","clutch","T&C"
57,"hat","trim","T&C"
58,"hat","remove","T&C"
59,"hat","fetch","T&C"
60,"hat","tip","T&C"
61,"hat","adjust","T&C"
62,"hat","pin","T&C"
63,"hat","hang","T&C"
64,"hat","touch","T&C"
65,"hat","raise","T&C"
66,"hat","pull","T&C"
67,"hat","throw","T&C"
68,"hat","ride","T&C"
69,"hat","buy","T&C"
70,"hat","lift","T&C"
71,"hat","like","T&C"
72,"hat","feel","T&C"
73,"hat","push","T&C"
74,"hat","eat","T&C"
75,"hat","put","T&C"
76,"hat","bob","T&C"
77,"hat","hide","T&C"
78,"hat","blow","T&C"
79,"hat","fit","T&C"
80,"hat","fall","T&C"
81,"hat","cover","T&C"
82,"hat","sit","T&C"
83,"hat","come","T&C"
84,"hat","look","T&C"
85,"hat","seem","T&C"
86,"hat","tell","T&C"
87,"hat","hold","T&C"
88,"hat","brim","T&C"
89,"hat","trick","T&C"
90,"hat","concession","T&C"
91,"hat","shop","T&C"
92,"hat","box","T&C"
93,"hat","weirdo","T&C"
94,"hat","feather","T&C"
95,"hat","lady","T&C"
96,"hat","cat","T&C"
97,"hat","man","T&C"
98,"hat","woman","T&C"
99,"hat","off","T&C"
100,"hat","on","T&C"
101,"hat","back","T&C"
102,"hat","down","T&C"
103,"hat","drop","T&C"
104,"hat","rim","T&C"
105,"hat","sort","T&C"
106,"hat","collection","T&C"
107,"hat","cardinal","T&C"
108,"hat","Maidstone","T&C"
109,"hat","witch","T&C"
110,"hat","chef","T&C"
111,"hat","ribbon","T&C"
112,"hat","hand","T&C"
113,"hat","sweep","T&C"
114,"hat","take","T&C"
115,"hat","head","T&C"
116,"hat","table","T&C"
117,"hat","pick","T&C"
118,"hat","draw","T&C"
119,"hat","eye","T&C"
120,"hat","ring","T&C"
121,"hat","poss","T&C"
122,"hat","Sfin","T&C"
123,"hat","VPing","T&C"
124,"hat","VPto","T&C"
125,"hat","Swh","T&C"
1,"sweat","flush","BO"
2,"sweat","fever","BO"
3,"sweat","dirt","BO"
4,"sweat","sweat","BO"
5,"sweat","urine","BO"
6,"sweat","tear","BO"
7,"sweat","powder","BO"
8,"sweat","blood","BO"
9,"sweat","dust","BO"
10,"sweat","smoke","BO"
11,"sweat","heat","BO"
12,"sweat","breath","BO"
13,"sweat","pain","BO"
14,"sweat","eye","BO"
15,"sweat","trickle","BO"
16,"sweat","drip","BO"
17,"sweat","bead","BO"
18,"sweat","glisten","BO"
19,"sweat","pour","BO"
20,"sweat","dry","BO"
21,"sweat","run","BO"
22,"sweat","stand","BO"
23,"sweat","break","BO"
24,"sweat","begin","BO"
25,"sweat","fall","BO"
26,"sweat","profuse","BO"
27,"sweat","clammy","BO"
28,"sweat","acetylcholine","BO"
29,"sweat","stale","BO"
30,"sweat","cold","BO"
31,"sweat","light","BO"
32,"sweat","fine","BO"
33,"sweat","night","BO"
34,"sweat","human","BO"
35,"sweat","old","BO"
36,"sweat","good","BO"
37,"sweat","gland","BO"
38,"sweat","chloride","BO"
39,"sweat","shirt","BO"
40,"sweat","spot","BO"
41,"sweat","rag","BO"
42,"sweat","score","BO"
43,"sweat","test","BO"
44,"sweat","equity","BO"
45,"sweat","shop","BO"
46,"sweat","top","BO"
47,"sweat","concentration","BO"
48,"sweat","response","BO"
49,"sweat","wipe","BO"
50,"sweat","mop","BO"
51,"sweat","smell","BO"
52,"sweat","absorb","BO"
53,"sweat","feel","BO"
54,"sweat","sheen","BO"
55,"sweat","rivulet","BO"
56,"sweat","globule","BO"
57,"sweat","stink","BO"
58,"sweat","droplet","BO"
59,"sweat","stench","BO"
60,"sweat","odour","BO"
61,"sweat","drop","BO"
62,"sweat","film","BO"
63,"sweat","lot","BO"
64,"sweat","drench","BO"
65,"sweat","soaked","BO"
66,"sweat","slippery","BO"
67,"sweat","streak","BO"
68,"sweat","stream","BO"
69,"sweat","wet","BO"
70,"sweat","stain","BO"
71,"sweat","shine","BO"
72,"sweat","forehead","BO"
73,"sweat","brow","BO"
74,"sweat","face","BO"
75,"sweat","bath","BO"
76,"sweat","soak","BO"
77,"sweat","cover","BO"
78,"sweat","fear","BO"
79,"sweat","lip","BO"
80,"sweat","work","BO"
81,"sweat","off","BO"
82,"sweat","VPing","BO"
83,"sweat","poss","BO"
84,"sweat","Sfin","BO"
85,"sweat","VPto","BO"
86,"sweat","Swh","BO"
1,"mouth","shut","SE"
2,"mouth","open","SE"
3,"mouth","twist","SE"
4,"mouth","wipe","SE"
5,"mouth","curve","SE"
6,"mouth","tighten","SE"
7,"mouth","kiss","SE"
8,"mouth","clamp","SE"
9,"mouth","part","SE"
10,"mouth","rinse","SE"
11,"mouth","compress","SE"
12,"mouth","stuff","SE"
13,"mouth","dab","SE"
14,"mouth","brush","SE"
15,"mouth","curl","SE"
16,"mouth","purse","SE"
17,"mouth","thin","SE"
18,"mouth","touch","SE"
19,"mouth","close","SE"
20,"mouth","press","SE"
21,"mouth","stretch","SE"
22,"mouth","keep","SE"
23,"mouth","tape","SE"
24,"mouth","fill","SE"
25,"mouth","burn","SE"
26,"mouth","twitch","SE"
27,"mouth","quirk","SE"
28,"mouth","quiver","SE"
29,"mouth","sag","SE"
30,"mouth","tremble","SE"
31,"mouth","water","SE"
32,"mouth","gape","SE"
33,"mouth","droop","SE"
34,"mouth","harden","SE"
35,"mouth","dry","SE"
36,"mouth","taste","SE"
37,"mouth","hang","SE"
38,"mouth","drop","SE"
39,"mouth","descend","SE"
40,"mouth","nose","SE"
41,"mouth","nostril","SE"
42,"mouth","chin","SE"
43,"mouth","cheekbone","SE"
44,"mouth","throat","SE"
45,"mouth","tongue","SE"
46,"mouth","jaw","SE"
47,"mouth","eye","SE"
48,"mouth","forehead","SE"
49,"mouth","eyebrow","SE"
50,"mouth","ear","SE"
51,"mouth","lip","SE"
52,"mouth","cheek","SE"
53,"mouth","tooth","SE"
54,"mouth","neck","SE"
55,"mouth","hair","SE"
56,"mouth","smile","SE"
57,"mouth","skin","SE"
58,"mouth","face","SE"
59,"mouth","mouth","SE"
60,"mouth","head","SE"
61,"mouth","hand","SE"
62,"mouth","finger","SE"
63,"mouth","shoulder","SE"
64,"mouth","leg","SE"
65,"mouth","gaping","SE"
66,"mouth","Tyne","SE"
67,"mouth","sensuous","SE"
68,"mouth","smiling","SE"
69,"mouth","well-shaped","SE"
70,"mouth","toothless","SE"
71,"mouth","wide","SE"
72,"mouth","sensual","SE"
73,"mouth","hungry","SE"
74,"mouth","swollen","SE"
75,"mouth","Klasies","SE"
76,"mouth","slack","SE"
77,"mouth","lipsticked","SE"
78,"mouth","lipless","SE"
79,"mouth","chiselled","SE"
80,"mouth","generous","SE"
81,"mouth","shaped","SE"
82,"mouth","mobile","SE"
83,"mouth","bruised","SE"
84,"mouth","cruel","SE"
85,"mouth","tunnel","SE"
86,"mouth","tight","SE"
87,"mouth","foul","SE"
88,"mouth","corner","SE"
89,"mouth","softness","SE"
90,"mouth","inside","SE"
91,"mouth","comer","SE"
92,"mouth","roof","SE"
93,"mouth","word","SE"
94,"mouth","warmth","SE"
95,"mouth","side","SE"
96,"mouth","possession","SE"
97,"mouth","edge","SE"
98,"mouth","front","SE"
99,"mouth","line","SE"
100,"mouth","back","SE"
101,"mouth","shape","SE"
102,"mouth","set","SE"
103,"mouth","melt","SE"
104,"mouth","spoon","SE"
105,"mouth","fag","SE"
106,"mouth","thumb","SE"
107,"mouth","cock","SE"
108,"mouth","cigarette","SE"
109,"mouth","ash","SE"
110,"mouth","pipe","SE"
111,"mouth","heart","SE"
112,"mouth","stick","SE"
113,"mouth","horse","SE"
