"","date","docname","from","to","pre","keyword","post","pattern"
"191","2014-03-20","zo_1272327.xhtml",610,610,"» Altparteien « nennen AfD-Mitglieder die Parteien im Bundestag . Sich selbst verkaufen sie als Underdogs , Bernd Lucke bemüht in seinen Reden den Kampf von David gegen Goliath . Aus diesem Selbstverständnis schöpft die","AfD","ihre Identität ; bei der Bundestagswahl haben 57 Prozent der AfD-Wähler der neuen Partei vor allem deshalb ihre Stimme gegeben , weil sie mit den alten Parteien unzufrieden sind . Wenn die AfD bald in","AfD|AFD"
"192","2014-03-20","zo_1272327.xhtml",621,621,"selbst verkaufen sie als Underdogs , Bernd Lucke bemüht in seinen Reden den Kampf von David gegen Goliath . Aus diesem Selbstverständnis schöpft die AfD ihre Identität ; bei der Bundestagswahl haben 57 Prozent der","AfD-Wähler","der neuen Partei vor allem deshalb ihre Stimme gegeben , weil sie mit den alten Parteien unzufrieden sind . Wenn die AfD bald in Parlamenten sitzen sollte , wird man ihr die Underdog-Attitüde nicht mehr","AfD|AFD"
"193","2014-03-20","zo_1272327.xhtml",643,643,"schöpft die AfD ihre Identität ; bei der Bundestagswahl haben 57 Prozent der AfD-Wähler der neuen Partei vor allem deshalb ihre Stimme gegeben , weil sie mit den alten Parteien unzufrieden sind . Wenn die","AfD","bald in Parlamenten sitzen sollte , wird man ihr die Underdog-Attitüde nicht mehr abkaufen . Dann wird David in der Welt von Goliath um Macht und Einfluss ringen , dann wird auch die AfD zu","AfD|AFD"
"194","2014-03-20","zo_1272327.xhtml",677,677,"die AfD bald in Parlamenten sitzen sollte , wird man ihr die Underdog-Attitüde nicht mehr abkaufen . Dann wird David in der Welt von Goliath um Macht und Einfluss ringen , dann wird auch die","AfD","zu » denen da oben « gehören . Dann muss die AfD einen neuen Markenkern finden . Ein liberaler Markenkern wird das vermutlich nicht . Kürzlich trat die AfD-Mitgründerin Dagmar Metzger vom Vorstand der Partei","AfD|AFD"
"195","2014-03-20","zo_1272327.xhtml",689,689,"Underdog-Attitüde nicht mehr abkaufen . Dann wird David in der Welt von Goliath um Macht und Einfluss ringen , dann wird auch die AfD zu » denen da oben « gehören . Dann muss die","AfD","einen neuen Markenkern finden . Ein liberaler Markenkern wird das vermutlich nicht . Kürzlich trat die AfD-Mitgründerin Dagmar Metzger vom Vorstand der Partei zurück , sie galt als liberale Stimme . Ein Berliner Bezirksvorsitzender verließ","AfD|AFD"
"196","2014-03-20","zo_1272327.xhtml",706,706,"ringen , dann wird auch die AfD zu » denen da oben « gehören . Dann muss die AfD einen neuen Markenkern finden . Ein liberaler Markenkern wird das vermutlich nicht . Kürzlich trat die","AfD-Mitgründerin","Dagmar Metzger vom Vorstand der Partei zurück , sie galt als liberale Stimme . Ein Berliner Bezirksvorsitzender verließ im Januar die Partei , in seiner Austrittserklärung schreibt er : » Die AfD geht den Weg","AfD|AFD"
"197","2014-03-20","zo_1272327.xhtml",738,738,"Kürzlich trat die AfD-Mitgründerin Dagmar Metzger vom Vorstand der Partei zurück , sie galt als liberale Stimme . Ein Berliner Bezirksvorsitzender verließ im Januar die Partei , in seiner Austrittserklärung schreibt er : » Die","AfD","geht den Weg in die Unfreiheit von rechts , mit starken Tendenzen , Randgruppen zu diskriminieren . « Unwahrscheinlich ist aber auch , dass aus der AfD eine deutsche Tea-Party-Bewegung wird . Zwar gibt es","AfD|AFD"
"198","2014-03-20","zo_1272327.xhtml",765,765,"in seiner Austrittserklärung schreibt er : » Die AfD geht den Weg in die Unfreiheit von rechts , mit starken Tendenzen , Randgruppen zu diskriminieren . « Unwahrscheinlich ist aber auch , dass aus der","AfD","eine deutsche Tea-Party-Bewegung wird . Zwar gibt es AfD-Politiker , die Volksentscheide über den Bau von Moscheen fordern oder die Abneigung gegen Ausländer als » biologisch normal « bezeichnen . Aber sie sind nicht die","AfD|AFD"
"199","2014-03-20","zo_1272327.xhtml",774,774,"geht den Weg in die Unfreiheit von rechts , mit starken Tendenzen , Randgruppen zu diskriminieren . « Unwahrscheinlich ist aber auch , dass aus der AfD eine deutsche Tea-Party-Bewegung wird . Zwar gibt es","AfD-Politiker",", die Volksentscheide über den Bau von Moscheen fordern oder die Abneigung gegen Ausländer als » biologisch normal « bezeichnen . Aber sie sind nicht die einzigen Stimmen . An diesem Wochenende wird in Erfurt","AfD|AFD"
"200","2014-03-20","zo_1272327.xhtml",849,849,"es wird darin klare Worte gegen die Vorratsdatenspeicherung geben und die Forderung nach einem Recht auf Arbeit für Asylbewerber . Für Rechtsaußen sind solche Positionen zu weit links . In einem Strategiepapier bezeichnet sich die","AfD","selbst als » bürgerliche , liberal-konservative Partei , die auf soziale Marktwirtschaft setzt « , sie will Facharbeiter ansprechen , Familien mit Kindern und » Bürger mit starker religiöser Orientierung , vor allem Christen «","AfD|AFD"
"201","2014-03-20","zo_1272327.xhtml",889,889,", liberal-konservative Partei , die auf soziale Marktwirtschaft setzt « , sie will Facharbeiter ansprechen , Familien mit Kindern und » Bürger mit starker religiöser Orientierung , vor allem Christen « . Der Wahlkampfleiter der","AfD","sagt : » Wir sehen uns als Volkspartei . « Man muss nicht zwischen den Zeilen lesen , um das als Angriff auf die CDU zu deuten . Auf Landesebene gibt sich die CDU gelassen","AfD|AFD"
"202","2014-03-20","zo_1272327.xhtml",928,928,"Wir sehen uns als Volkspartei . « Man muss nicht zwischen den Zeilen lesen , um das als Angriff auf die CDU zu deuten . Auf Landesebene gibt sich die CDU gelassen : » Die","AfD","ist keine ernst zu nehmende Partei , sie ist ein Franchise-Unternehmen , bei dem man anheuern kann , um schnell an Posten zu gelangen « , sagt Michael Kretschmer , der Generalsekretär der sächsischen CDU","AfD|AFD"
"203","2014-03-20","zo_1272327.xhtml",1029,1029,"Seehofer polemisiert mit populistischen Parolen gegen Einwanderer , Peter Gauweiler kritisiert den Euro . Die offizielle Strategie heißt : kleinreden und ignorieren . Nur wenige CDU Politiker mahnen , man müsse vielleicht nicht unbedingt die","AfD",", aber doch zumindest deren Wähler ernst nehmen . Wolfgang Bosbach hat im Wahlkampf 2013 aufmerksam beobachtet , wer sich an den AfD-Ständen tummelte . » Jeder Zweite hätte von uns sein können « ,","AfD|AFD"
"204","2014-03-20","zo_1272327.xhtml",1052,1052,"Nur wenige CDU Politiker mahnen , man müsse vielleicht nicht unbedingt die AfD , aber doch zumindest deren Wähler ernst nehmen . Wolfgang Bosbach hat im Wahlkampf 2013 aufmerksam beobachtet , wer sich an den","AfD-Ständen","tummelte . » Jeder Zweite hätte von uns sein können « , sagt er . Als Gerüchte aufkamen , der AfD-Chef Bernd Lucke fliege regelmäßig nach London , um mit den britischen Konservativen eine Zusammenarbeit","AfD|AFD"
"205","2014-03-20","zo_1272327.xhtml",1073,1073,". Wolfgang Bosbach hat im Wahlkampf 2013 aufmerksam beobachtet , wer sich an den AfD-Ständen tummelte . » Jeder Zweite hätte von uns sein können « , sagt er . Als Gerüchte aufkamen , der","AfD-Chef","Bernd Lucke fliege regelmäßig nach London , um mit den britischen Konservativen eine Zusammenarbeit im Europäischen Parlament auszuhandeln , wurde die CDU nervös . Sie erwägt , aus Protest das Londoner Büro der Konrad-Adenauer-Stiftung zu","AfD|AFD"
"206","2014-03-20","zo_1272327.xhtml",1126,1126,"auszuhandeln , wurde die CDU nervös . Sie erwägt , aus Protest das Londoner Büro der Konrad-Adenauer-Stiftung zu schließen . Dass David Cameron nach seinem Treffen mit Angela Merkel im Februar eine Zusammenarbeit mit der","AfD","ausschloss , wurde als Erfolg verbucht . Wenn Cameron sein Wort nicht halten sollte , wäre das eine enorme Aufwertung für die AfD . Es könnte für die CDU dann schwierig werden , die Partei","AfD|AFD"
"207","2014-03-20","zo_1272327.xhtml",1149,1149,"nach seinem Treffen mit Angela Merkel im Februar eine Zusammenarbeit mit der AfD ausschloss , wurde als Erfolg verbucht . Wenn Cameron sein Wort nicht halten sollte , wäre das eine enorme Aufwertung für die","AfD",". Es könnte für die CDU dann schwierig werden , die Partei an ihrer rechten Flanke als einen Haufen Spinner abzutun . Grafik : Pia Bublies für DIE ZEIT nächster Artikel : Marion Dönhoff Preis","AfD|AFD"
"208","2014-03-27","zo_1274115.xhtml",164,164,"vor . « Clemens Binninger , CDU-Innenpolitiker und designierter Vorsitzender des NSA-Untersuchungsausschusses , über die bevorstehende Arbeit des Gremiums » Ich habe vielleicht ein Scharmützel verloren , aber keine Schlacht . « Bernd Lucke ,","AfD-Chef",", zu seinem gescheiterten Antrag auf dem Parteitag , der Parteiführung mehr Befugnisse zu geben » Der öffentlich-rechtliche Rundfunk darf nicht zum Staatsfunk werden . « Ferdinand Kirchhof , Vizepräsident des Bundesverfassungsgerichts , in der","AfD|AFD"
"209","2014-03-27","zo_1274084.xhtml",29,29,"[ Übersicht Politik ] [ nächster Artikel ] POLITIK DIE ZEIT 14 / 14 Rechts ist nicht gleich rechts Frankreichs Front National ist von anderem Kaliber als die","AfD","VON GERO VON RANDOW Frankreich hat Marine Le Pen , Deutschland nur Bernd Lucke . Unterschiedlicher könnten die zwei nicht sein , die Parteiführerin des Front National ( FN ) und der Vorsitzende der Alternative","AfD|AFD"
"210","2014-03-27","zo_1274084.xhtml",68,68,"RANDOW Frankreich hat Marine Le Pen , Deutschland nur Bernd Lucke . Unterschiedlicher könnten die zwei nicht sein , die Parteiführerin des Front National ( FN ) und der Vorsitzende der Alternative für Deutschland (","AfD",") . Das zeigt sich am deutlichsten in Fernsehdiskussionen : Hier ein hyperventilierender Expertendarsteller , der sich erregt verhaspelt und schon mal flügelschlagend das Fernsehstudio verlässt , dort die in sich ruhende Wucht in Tüten","AfD|AFD"
"211","2014-03-27","zo_1274084.xhtml",175,175,"des Euro sowie der Abbau übernationaler Kompetenzen der EU sind . Und beide werden nach aller Wahrscheinlichkeit Ende Mai ins EU-Parlament gewählt . Schon ist die Rede davon , dass sich der FN mit der","AfD","sowie den Rechtspopulisten aus England , Holland und anderen Mitgliedsländern zusammentun könnte , um die Arbeit der übrigen Parlamentarier zu sabotieren . Hoffentlich wissen die AfDler , mit wem sie es da womöglich zu tun","AfD|AFD"
"212","2014-03-27","zo_1274084.xhtml",201,201,"Rede davon , dass sich der FN mit der AfD sowie den Rechtspopulisten aus England , Holland und anderen Mitgliedsländern zusammentun könnte , um die Arbeit der übrigen Parlamentarier zu sabotieren . Hoffentlich wissen die","AfDler",", mit wem sie es da womöglich zu tun haben werden . Die Gemeinsamkeiten sollten nicht über die Unterschiede hinwegtäuschen . Die AfD ist eine Gruppe schwer integrierbarer Leute , die sich außerhalb der europafreundlichen","AfD|AFD"
"213","2014-03-27","zo_1274084.xhtml",224,224,"um die Arbeit der übrigen Parlamentarier zu sabotieren . Hoffentlich wissen die AfDler , mit wem sie es da womöglich zu tun haben werden . Die Gemeinsamkeiten sollten nicht über die Unterschiede hinwegtäuschen . Die","AfD","ist eine Gruppe schwer integrierbarer Leute , die sich außerhalb der europafreundlichen Volksparteien um einen Platz im parlamentarischen System bemühen . Der Front National hingegen ist ein starker dritter Faktor neben den regierenden Sozialisten und","AfD|AFD"
"214","2014-03-27","zo_1274084.xhtml",324,324,"sind typischerweise jung , oft proletarisch , bemerkenswert weiblich , und sie gehen gerne auf die Straße ; Luckes Basis präsentiert sich dagegen grau , akademisch , männlich und am liebsten im Versammlungsraum . Das","AfD-Programm","ist wirtschaftsliberal . Seit Kurzem ist Hans-Olaf Henkel , der personifizierte Radikalkapitalismus , das zweite Gesicht der Partei . Le Pens Truppe hingegen will höhere Mindestlöhne , eine gelenkte Wirtschaft und Protektionismus - ganz so","AfD|AFD"
"215","2014-03-27","zo_1274084.xhtml",429,429,"Rede , und in der Schulkantine soll es auch mal nur Schweinewürstchen geben . Sollen die muslimischen Kinder doch so lange in ihre Moschee gehen . Die man aber nicht bauen dürfen soll . Die","AfD","dagegen will nur noch Hochqualifizierte ins Land lassen ; mag sie herzlos sein , ist sie doch nicht hasserfüllt . Anders gesagt : In der AfD existieren zwar ultrarechte Randgruppen , die ins Zentrum der","AfD|AFD"
"216","2014-03-27","zo_1274084.xhtml",455,455,"Die man aber nicht bauen dürfen soll . Die AfD dagegen will nur noch Hochqualifizierte ins Land lassen ; mag sie herzlos sein , ist sie doch nicht hasserfüllt . Anders gesagt : In der","AfD","existieren zwar ultrarechte Randgruppen , die ins Zentrum der Partei vorstoßen wollen . Aber der FN ist eine ultrarechte Partei , die ins Zentrum der Gesellschaft vorstößt . Der Unterschied zwischen beiden ist letztlich der","AfD|AFD"
"217","2014-03-27","zo_1274084.xhtml",623,623,"was nur träumen . Lehnen wir uns also einen kleinen Moment zurück , und freuen wir uns , dass Deutschlands soziale und politische Welt genug Bindungswirkung entfaltet , dass wir statt eines FN bloß eine","AfD","haben und statt der übelwollenden Le Pen jemanden wie Lucke , der doch eigentlich ein ganz zuträglicher Mensch sein kann . So , genug gefreut . Denn wir haben hier ja noch die dreckigste Variante","AfD|AFD"
"218","2014-04-03","zo_1277020.xhtml",1413,1413,". Die UKIP hingegen sei eine » nicht rassistische Partei « . Im anschwellenden Strom der EU-Skeptiker möchte der Brite die Mitte besetzen . Neulich ist er in Köln bei der Alternative für Deutschland (","AfD",") aufgetreten , sehr zum Missfallen von Parteichef Bernd Lucke , dem Farages Forderungen zu weit gehen . » Brüssel « ist die Chiffre für das Unbehagen , aus dem die Populisten ihre Wählerstimmen schöpfen","AfD|AFD"
"219","2014-04-03","zo_1277322.xhtml",652,652,"Ist der Schüler Jan Böhmermann je für einen politischen Inhalt demonstrieren gegangen ? O ja , gegen Nazis in der Nazihochburg Bremen-Nord . Eine Viertelstunde spazieren wir noch durch das Holländische Viertel . Putin ,","AfD-Parteitag",", die deutsche Verteidigungsministerin , Kindererziehung , lauter ernsthafte , gänzlich unlustige Gedanken . Schön . Hier lesen Sie im Wechsel die Kolumnen » Berliner Canapés « von Ingeborg Harms , » Jessens Tierleben «","AfD|AFD"
"220","2014-04-14","zo_1281109.xhtml",80,80,"einem nationalen Feuer , das längst nicht mehr wärmt . « So lautet der erste Satz eines Strategiepapiers der SPD über den richtigen Umgang mit rechtspopulistischen Parteien im Allgemeinen und der Alternative für Deutschland ,","AfD",", im Besonderen . Erste Sätze sollen die Aufmerksamkeit des Lesers erreichen . Doch dieser erste Satz ist ein Zwitter aus Klischee und Phrase und vertreibt den Leser , sofern nicht Herz-Jesu-Sozi , sofort .","AfD|AFD"
"221","2014-04-14","zo_1281109.xhtml",488,488,"dessen Zerfall . Und schon gar nicht wünscht er sich nationale Feuer zurück , ob sie nun wärmen oder nicht . Gleichzeitig weist der erste Satz rechten und linken Populisten eine ungeheure Wirkungsmacht zu .","AfD","in Deutschland , UKIP in Großbritannien , Syriza in Griechenland , FPÖ in Österreich , Front National in Frankreich , PVV in den Niederlanden - sie sind in der Lage , das bessere Morgen zu","AfD|AFD"
"222","2014-04-14","zo_1281374.xhtml",1008,1008,"von deutschen Haushaltsmitteln entscheide . Zwei Monate vor der Bundestagswahl fürchtet Schäuble die Wut der Wähler - zumal die Sparkassen in Deutschland gegen Barniers Plan Stimmung machen und die euroskeptische Partei Alternative für Deutschland (","AfD",") in den Umfragen zulegt . Die Sache ist heikler als Schäuble sie darstellt : Mit dem Geld deutscher Sparer könnten spanische Banken gerettet werden Schäuble reist in den Wochen darauf mehrmals nach Brüssel ,","AfD|AFD"
"223","2014-04-22","zo_wirtschaft.xhtml",129,129,"ums Eigenheim bedroht die Stabilität der Wirtschaft VON MARK SCHIERITZ ( 1153 Wörter ) Ozeane Ein Segler fuhr über den Pazifik . Er sah kaum Vögel und Fische VON GREG RAY ( 1281 Wörter )","AfD","Der Parteichef will die Griechen unbedingt der Schummelei überführen VON MARK SCHIERITZ ( 601 Wörter ) Virtuelles Einkaufen Ein Besuch in der Shoppingwelt von morgen VON CHRISTINA RIETZ ( 960 Wörter ) Quengelzone » Erlebnis","AfD|AFD"
"224","2014-04-22","zo_1283218.xhtml",1592,1592,"die Angst , einmal auf etwas wirklich Großes zu treffen « Foto ( v . o . ) : Chris Jordan ; Ivan MacFadyen ( 2 ) ; Max Mason-Hubers / Newcastle-Herald nächster Artikel :","AfD","Der Parteichef will die Griechen unbedingt der Schummelei überführen [ Übersicht Wirtschaft ] [ Ressort-Übersicht ]","AfD|AFD"
"225","2014-04-22","zo_1283212.xhtml",11,11,"[ Übersicht Wirtschaft ] [ nächster Artikel ] Trickst der","AfD-Chef","? Oder schummelt Athen ? Bernd Lucke will die Griechen überführen VON MARK SCHIERITZ ( 601 Wörter ) Schreibt Briefe : Bernd Lucke , Specher der AfD Bernd Lucke macht kein Geheimnis daraus , dass","AfD|AFD"
"226","2014-04-22","zo_1283212.xhtml",38,38,"Wirtschaft ] [ nächster Artikel ] Trickst der AfD-Chef ? Oder schummelt Athen ? Bernd Lucke will die Griechen überführen VON MARK SCHIERITZ ( 601 Wörter ) Schreibt Briefe : Bernd Lucke , Specher der","AfD","Bernd Lucke macht kein Geheimnis daraus , dass die Regierung aus seiner Sicht überhaupt nichts von Wirtschaft versteht : Angela Merkels Sinn für ökonomische Zusammenhänge sei » äußerst begrenzt « , wetterte der Sprecher der","AfD|AFD"
"227","2014-04-22","zo_1283212.xhtml",79,79,"daraus , dass die Regierung aus seiner Sicht überhaupt nichts von Wirtschaft versteht : Angela Merkels Sinn für ökonomische Zusammenhänge sei » äußerst begrenzt « , wetterte der Sprecher der eurokritischen Alternative für Deutschland (","AfD",") im Bundestagswahlkampf , Finanzminister Wolfgang Schäuble habe die Krise in Europa » vollkommen falsch eingeschätzt « . Alle Deppen außer mir - in der AfD kommen solche Sprüche an . Lucke ist Professor für","AfD|AFD"
"228","2014-04-22","zo_1283212.xhtml",105,105,"wetterte der Sprecher der eurokritischen Alternative für Deutschland ( AfD ) im Bundestagswahlkampf , Finanzminister Wolfgang Schäuble habe die Krise in Europa » vollkommen falsch eingeschätzt « . Alle Deppen außer mir - in der","AfD","kommen solche Sprüche an . Lucke ist Professor für Volkswirtschaftslehre an der Universität Hamburg , und er inszeniert sich gerne als Sachverwalter der ökonomischen Logik , der er im politischen Betrieb endlich Geltung verschaffen will","AfD|AFD"
"229","2014-04-22","zo_1283212.xhtml",308,308,"mit jenen des europäischen Statistikamts Eurostat übereinstimmten . Die Statistiker hätten ein erhebliches Defizit im Primäretat errechnet - unter anderem weil die Griechen viel Geld für die Sanierung ihrer Banken ausgeben mussten . Für die","AfD","ist die Diskrepanz ein Coup . Sie bestätigt alle Vorurteile : Die Griechen schummeln , und die Deutschen merken nichts . Habe die Troika etwa aus » aus kosmetischen Gründen « Nachsicht walten lassen ,","AfD|AFD"
"230","2014-04-30","zo_1284638.xhtml",144,144,"haben Konzentrationslager nie existiert . « Silvio Berlusconi , ehemaliger italienischer Ministerpräsident , in einer Wahlkampfrede zur Europawahl » Was haben das dicke koreanische Kind und die EU gemeinsam ? Das Demokratieverständnis « Wahlplakat der","AfD",", auf dem der nordkoreanische Diktator Kim Jong Un abgebildet ist . Der Kreisverband Wolfsburg hat es ins Netz gestellt » Es sorgt mich , dass du zur Schau stellst , dass du dich mit","AfD|AFD"
"231","2014-05-08","zo_1286355.xhtml",278,278,"Renaissance des Narrativs vom Friedensprojekt Europa « prophezeit . Und verkündet , was in der Krise offenbar werde : » Europa ist zu wichtig , um Protest zu wählen . « Parteien wie die deutsche","AfD","würden schlechter abschneiden als vor Wochen prophezeit . Die SPD geht wohl davon aus , dass dies von allein passiert . Im Wahlkampf konzentriert sie sich auf die Frontstellung Martin Schulz gegen Jean-Claude Juncker .","AfD|AFD"
"232","2014-05-08","zo_1286355.xhtml",686,686,"ihrer Wahlspots haben die Grünen nachträglich pathetische Friedensbilder montiert , um zu befeuern , was ihrer Wahrnehmung nach in der Krise paradoxerweise immer lauter geworden ist : der positive Grundsound für Europa . Außer der","AfD","machten doch alle einen Pro-Europa-Wahlkampf , heißt es bei den Grünen . Im Bundestagswahlkampf sei das noch ganz anders gewesen . Am leichtesten mit der Krise tut man sich bei der Linken und der CDU","AfD|AFD"
"233","2014-05-08","zo_1286437.xhtml",1478,1478,"meinen , würden sie sich wahrscheinlich ändern . ZEIT : Sie suchen auch in Deutschland nach Verbündeten , etwa der Alternative für Deutschland . Mit solchen Slogans wird das nicht einfacher . Wilders : Die","AfD","hat mein Angebot schon vor diesem Zwischenfall abgelehnt . Klar , ich würde gern mit ihr zusammenarbeiten . Seit zehn Jahren bedroht mich Al-Kaida mit dem Tod , ich lebe wie in einem Gefängnis .","AfD|AFD"
"234","2014-05-08","zo_1286859.xhtml",317,317,"und die Öko-Apostel von den Grünen den Veggie-Day . » Altparteien « nennt Lucke sie , und Regierungspolitiker bezeichnet er als » Apparatschiks « . Bernd Lucke will anders sein . Bevor er Chef der","AfD","wurde , hat er Makroökonomie an der Universität in Hamburg gelehrt . Er sieht sich nicht als Politiker , sondern als Experte , als Fachmann , der von außen in den politischen Betrieb hineinruft ,","AfD|AFD"
"235","2014-05-08","zo_1286859.xhtml",368,368,"nicht als Politiker , sondern als Experte , als Fachmann , der von außen in den politischen Betrieb hineinruft , ohne selbst davon verschluckt zu werden . Wenn man ihn fragt , wo er die","AfD","verorten würde , weicht er aus . » Wir sind nicht rechts und nicht links , wir sind die Partei des gesunden Menschenverstands . « Wo Politiker anderer Parteien von der Vision eines geeinten Europas","AfD|AFD"
"236","2014-05-08","zo_1286859.xhtml",1131,1131,"geordnete Staatsinsolvenz « für überschuldete Staaten , er will den Austritt aus dem Euro möglich machen . Wie das genau aussehen soll , kann Lucke nicht überzeugend ausführen . Das kritisieren selbst Leute aus der","AfD",". Was passiert mit Griechenland , wenn die » geordnete Staatsinsolvenz « vollzogen ist ? Welche Kosten trägt die deutsche Wirtschaft ? Lucke kann nicht vorausberechnen , ob seine Pläne in einer Katastrophe enden .","AfD|AFD"
"237","2014-05-08","zo_1286859.xhtml",1636,1636,"in die Menge winken und eine Flasche Sekt öffnen können . Stattdessen hielt er ein Referat . In grauem Anzug und mit ernster Miene stand er in der Stadthalle von Oberursel , dem Gründungsort der","AfD",", und sprach über die Staatsschuldenkrise . Die Materie war zäh , am Ende schliefen ein paar Anhänger . Doch als Lucke fertig war , sprangen sie von ihren Stühlen auf , klatschten und johlten","AfD|AFD"
"238","2014-05-08","zo_1286859.xhtml",1701,1701,"Stühlen auf , klatschten und johlten minutenlang . » Professor Lucke kennt sich aus « , sagte einer . Es ist ein Satz , den man häufig hört , wenn man mit Leuten von der","AfD","spricht . Dabei geht es den Krisenländern besser . Portugal hat gerade den Rettungsschirm verlassen . Die Wirklichkeit beginnt , den Professor zu widerlegen . Also braucht der neue Themen - und findet sie in","AfD|AFD"
"239","2014-05-08","zo_1286859.xhtml",1825,1825,"Deutscher zu sein , müsse man bereit sein , eine andere Staatsbürgerschaft aufzugeben . Wegbegleiter von Lucke beschreiben ihn als erzkonservativ und bibeltreuen Christen . » Der Euro ist längst nicht mehr das Kernthema der","AfD","« , sagt Dagmar Metzger , Luckes ehemalige Pressesprecherin . » Es rückt in den Hintergrund zugunsten von Themen wie der Homo-Ehe oder der Moscheebauten . « Bei einem zweiten Besuch in Winsen empfängt Luckes","AfD|AFD"
"240","2014-05-08","zo_1286859.xhtml",2164,2164,". Er wurde ausgebuht und für seinen Machtanspruch kritisiert . Am Ende konnte er die Stimmung retten : mit einer Schmährede auf Journalisten und Politiker . Im Januar ist Dagmar Metzger aus dem Vorstand der","AfD","zurückgetreten . Sie ist nicht das einzige liberale Parteimitglied , das nachdenklich geworden ist . Luckes Politik hat Leute wie jenen Funktionär angezogen , der glaubt , die AfD werde ähnlich verfolgt wie die Juden","AfD|AFD"
"241","2014-05-08","zo_1286859.xhtml",2193,2193,"Dagmar Metzger aus dem Vorstand der AfD zurückgetreten . Sie ist nicht das einzige liberale Parteimitglied , das nachdenklich geworden ist . Luckes Politik hat Leute wie jenen Funktionär angezogen , der glaubt , die","AfD","werde ähnlich verfolgt wie die Juden in der Nazizeit , und öffentlich befürchtet , als AfD-Mitglied bald einen » blauen Stern « tragen zu müssen ; Leute , die Quoten für deutsche Musik im Radio","AfD|AFD"
"242","2014-05-08","zo_1286859.xhtml",2209,2209,", das nachdenklich geworden ist . Luckes Politik hat Leute wie jenen Funktionär angezogen , der glaubt , die AfD werde ähnlich verfolgt wie die Juden in der Nazizeit , und öffentlich befürchtet , als","AfD-Mitglied","bald einen » blauen Stern « tragen zu müssen ; Leute , die Quoten für deutsche Musik im Radio fordern ; Leute , die es lieber sähen , wenn sich deutsche Langzeitarbeitslose um Alte und","AfD|AFD"
"243","2014-05-08","zo_1286859.xhtml",2335,2335,"da . Mit dickem Bierbauch , Schlappen , ungepflegt . Die Leute sind zutiefst frustriert , die haben den Eindruck , dass sich niemand für sie einsetzt . « Lucke glaubt , dass sie die","AfD","wählen , wegen des » Anti-Establishment-Geruchs , der uns auch anhaftet « . Angela Merkel hat Typberater , Gerhard Schröder ließ sich seine Anzüge von Brioni schneidern , Bernd Lucke trägt die Klamotten seines Vaters","AfD|AFD"
"244","2014-05-08","zo_1286859.xhtml",2386,2386,"hat Typberater , Gerhard Schröder ließ sich seine Anzüge von Brioni schneidern , Bernd Lucke trägt die Klamotten seines Vaters auf . » Fürchterlich , diese Pullover « , sagt der Wahlkampfleiter aus der Berliner","AfD-Zentrale",". » Aber die Wähler stehen drauf . « In einer Welt , in der Politik vor Kameras inszeniert wird , scheint Lucke wie aus der Zeit gefallen . Wie einer , dem es um","AfD|AFD"
"245","2014-05-08","zo_1286859.xhtml",2512,2512,"der Unmöglichkeit . « Lucke spricht oft von Mitbestimmung , aber er duldet wenig Widerspruch . In seiner Partei will er alles selbst entscheiden . » Lucke ist beratungsresistent « , sagt ein Landesvorstand der","AfD",". Lucke sitzt in dem Garten , erzählt von der Biografie , die er gerade liest - über Katharina die Große - , und denkt über seine Zukunft nach . Am liebsten wäre er Finanzminister","AfD|AFD"
"246","2014-05-15","zo_1288062.xhtml",20,20,"[ Übersicht Politik ] [ nächster Artikel ] Europa : Wer wird regieren ? Populistische Internationale Parteien wie die","AfD","oder der Front National geben sich als Fürsprecher des kleinen Mannes . Sie finden so großen Zuspruch , weil das Vertrauen in das politische System und seine Repräsentanten schwindet VON SIGMAR GABRIEL ( 1564 Wörter","AfD|AFD"
"247","2014-05-15","zo_1288062.xhtml",1008,1008,"offenbart der Populismus sein schizophrenes Gleichheitsverständnis . Denn er ist zugleich anti-elitär und anti-egalitär . Dabei gehören die Führer rechtspopulistischer Parteien selbst häufig dem Establishment an . Wie zum Beispiel der Chef der deutschen Anti-Europa-Partei","AfD",", Bernd Lucke , ein Ökonomieprofessor . Auch Beatrix von Storch , geborene Herzogin von Oldenburg , sowie der ehemalige BDI-Chef Hans-Olaf Henkel gehören zum Führungszirkel der vermeintlichen Anti-Eliten-Partei AfD . Und schweigen , wenn","AfD|AFD"
"248","2014-05-15","zo_1288062.xhtml",1038,1038,"der Chef der deutschen Anti-Europa-Partei AfD , Bernd Lucke , ein Ökonomieprofessor . Auch Beatrix von Storch , geborene Herzogin von Oldenburg , sowie der ehemalige BDI-Chef Hans-Olaf Henkel gehören zum Führungszirkel der vermeintlichen Anti-Eliten-Partei","AfD",". Und schweigen , wenn Teile ihrer Partei vor einem » Vielvölkerstaat « warnen , vor » sozialem Bodensatz « , vor nicht integrierbaren Sinti und Roma . Oder wenn AfD-Sprecher Alexander Gauland das »","AfD|AFD"
