"","article.id","text.id","date","user","comment"
"51",1,50,"Libratum   vor 2 Tagen","//Libratum","So jetzt kommt ein langer Satz eines Migrantenkinds: Als in Deutschland geborenes, vollintegriertes Migrantenkind und in Mischehe, der die deutschen Staatsbürgerschaft besitzt auf die er stolz war (und keine weitere besitzt) und in einem katholischen Kindergarten die erste Sozialisierung stattgefunden hat, der nach seiner akadamischen Laufbahn (für die er Deutschland sehr sehr dankbar ist) und viele Arbeitsplätze geschaffen hat, denke ich nach fast 50 Jahren Lebenszeit in Deutschland ernsthaft über die Auswanderung nach. Ich bin überzeugt davon (und weiss es auch aus erster Hand), dass das viele andere hochqualifizierte, vollintegrierte Menschen mit Migrationshintergrund ebenfalls tun. Wenn dem so ist, wünsche ich den AFD Wählern eine schöne Zukunft mit den Migranten die sie sich hierbei gewünscht haben und einer deutschen Wirtschaft, die zeigen kann was aus einem Land mit so einer Denke wird. Herzliche Grüsse nach Thüringen und Sachsen"
"52",1,51,"Südsee   vor 2 Tagen","S//Südsee","Klimaschutz fehlt völlig. Wie blind oder ignorant sind die Leute. "
"53",1,52,"weiten   vor 2 Tagen","uw//unendliche","Der Osten ist jetzt schon für viele Frauen, Familien, Fachkräfte, Intellektuelle und Minderheiten zur No-Go-Area geworden, wo man sich nicht mehr sicher fühlen kann, weil Rechtsextreme, zum Teil gewaltbereit, die Straßen und Öffentlichkeit besetzt haben. Das wird jetzt sicher noch schlimmer werden, Ausländer gibt es dann vermutlich bald wirklich keine mehr, aber auch noch weniger Frauen oder Arbeitsplätze..."
"54",1,53,"Palme365   vor 2 Tagen","P//Palme365","Das große Problem ist doch, dass gerade die SPD und die Grünen und auch die CDU unter Merkel die bestehenden Migrationsprobleme lange ignoriert und abestritten haben.Teilweise weil man sie nicht sehen wollte, teilweise, um sich von der AfD abzugrenzen.Nun, da die probleme offensichtlich zutage Treten, machen die oben benannten Parteien zumindest teilweise das, was die AfD schon vor Jahren gefordert hat.Mir ist klar, dass die AfD hier noch viel wieter gehen würde und, dass hinter den Forderungen der AfD ein komplett anderer, menschenverachtender Ansatz steckt. Dennoch ergibt sich für die Wähler das Bild, das die AfD mit ihrer Sichtweise schon immer Recht hatte.Der Fehler liegt wohlgemerkt aber nicht darin, dass die Parteien nun den Problemen entgegentreten, sondern darin, dass sie das Feld viel zu lange der AfD überlassen haben."
"55",1,54,"rapace   vor 2 Tagen","r//rapace","In Thüringen könnte die Afd mit Höcke den Ministerpräsidenten stellen, und der hat bereits klar angekündigt, was er sofort machen wird (und im Alleingang kann).Er wird sofort den Rundfunkstaatsvertrag kündigen um seinen sogenannten Grundfunk, eine um 90 % reduzierte Version des ÖRR, zu senden.Allein das ist bereits ein Beispiel für die Analyse des Verfassungsschutzes dort, das die Afd ""gesichert rechtsextrem"" ist.Er ist kein Populist, er ist kein Faschist, das ist eine Verharmlosung, er ist ein Nazi.Und die Afd-Wähler wissen darum und sind es auch.Ich hoffe, man wird endlich die ewigen Fragen nach dem ""Warum"" einstellen. Dem betagten in der DDR indoktrinierten Afd-Wähler ist die Ideologie egal, die ihn alimentiert, und der junge Afd-Wähler ist ungebildet (ich meine damit nicht die Afd-Führung)"
"56",1,55,"Holzwurm66   vor 2 Tagen","H//Holzwurm66","Ich finde 30 % AfD auch sehr schön. Einen Bodensatz von ca 5% Nazis und Rechtsextremisten gab es leider immer in Deutschland. Ich möchte behaupten dass viele der aktuellen AfD Wähler nicht wissen welche Parteien sie noch zum Thema Migration, innere Sicherheit  und Kriminalität,  sowie soziale Sicherheit wählen können. Nach dem Anschlag von Solingen bisgestern,  gab es 6 Messerattacken und 4 sexuelle Übergriffe in meinem Bundesland die es in überregionale Presse geschafft haben. Für die nächste Bundestagswahl sehe ich schwarz wenn die Sorgen der Menschen nicht ernst genommen werden. Und ich schließe mich hier mit ein. Ich weiß wirklich nicht wenn ich wählen kann "
"57",1,56,"Meierei   vor 2 Tagen","M//Meierei","Je länger die Sorgen der Leute, die AfD wählen, von bürgerlichen Parteien ignoriert werden und je länger man diese Anliegen diskreditiert und die Wähler beschimpft, desto mehr verwachsen sie mit ihrer Wahlentscheidung. So wächst aus Protest letztlich Überzeugung. Tragisch ist das. ""Hausgemacht"".Ich hab gar keine Worte mehr dafür, für wie falsch, leichtfertig und dümmlich ich den Umgang (insbesondere) von Grünen und SPD, z.T. auch der CDU (Daniel Günther, z.B.) mit der AfD halte. Die überweigende Presse und der ÖRR machen diesen schädlichen Dummfug mit.Man kann die AfD jetzt in Thüringen nicht stärker belohnen als mit einer Regierung, die das gesamte Aufgebot der Anderen (CDU, SPD, Linke, BSW) mobilisiert, um eine Regierung zu bilden.1. wird es wegen der Gegensätzlichkeiten der Beteiligten vorauss. eine schwache Regierung sein, welche Unzufriedenheit generiert wird, und2. ist dann die AfD die einzige Opposition, die wie ein Stabsauber alle (weiteren) Unzufriedenen ""aufsaugen"" wird. Schon, weil keine andere mehr da ist.Aus meiner Sicht kann man nicht anders mit dem Wählerwillen umgehen, als die AfD einzubinden. Sp unpopulär das auch ist und so viele Bauchschmerzen ich auch habe. Sollen sie doch selbst mal Scheiße bauen. So viel Demokratie muss sein.Man kann nicht ausgrenzen und Wählker beschimpfen, gleichzeitig aber für die Demokratie demonstrieren. Vielleicht merkt das jetzt ja mal jemand."
"58",1,57,"NaturschützenderLandwirt   vor 2 Tagen","N//NaturschützenderLandwirt","Irgendwie ist es kaum zu glauben. In Thüringen wählen (moderat ausgedrückt) wählen ca. 60 % der Wähler Parteien die so irgendwie Probleme(BSW,AFD,Linke) mit der Demokratie haben. In einem Bericht im Fernsehen kam das Thüringen einen starken Männerüberhang hat. Hat schon jemand mal untersucht , ob mangelnder Sex (oder zuwenig Frauen auf zuviel Männer) Auswirkungen auf das Wahlverhalten hat?Ernst gemeinte Frage ."
"59",1,58,"LasstWinnetouNachSachsen   vor 3 Tagen","L//LasstWinnetouNachSachsen","Die angebliche Unzufriedenheit der Ostdeutschen, ihre angeblichen Kränkungen und der Trotz wurde ja von den Medien und der Kulturindustrie auch immer wieder mit herbeigeschrieben. In den Schulen und Hochschulen haben viele weder theoretisch noch praktisch Demokratie gelernt. Und die Ampel hat an den Leuten im gesamten Deutschland vorbei kommuniziert und teilweise auch regiert. Von den Hauptproblemen (Putin, Klima, Bürokratisierung, Technologie- u. Infrastrukturdefizite, Migration) wurde nichts deutlich angepackt oder verbessert. Wenigstens ist die Lindner-FDP rausgeflogen, die dafür ganz bes. verantwortlich ist."
"60",1,59,"IstCoolMan   vor 2 Tagen","I//IstCoolMan","Dass gerade die Themen innere Sicherheit und Migration offenbar für viele so wahlentscheidend waren, zeigt wie verzerrt die Wahrnehmung ist. Der Migrantenanteil ist in den ostdeutschen Bundesländern erheblich kleiner als in Westdeutschland, erst recht in den westdeutschen Städten. Messerattacken hat es auch schon früher gegeben, nur wurde darüber nicht mit diesem unglaublichen Mediengetöse berichtet. Dieser Hype verängstigt und verzerrt die eigene Wahrnehmung. Tatsächlich bedeutsame Themen wie Wohnungsnot, Pflegenotstand, marode Infrastruktur etc., Themen, auf die AfD und BSW keine Antworten haben werden dadurch völlig in den Hintergrund gedrängt und spielen bei Wahlen offenbar keine Rolle mehr. "
"61",1,60,"Ente   vor 2 Tagen","DE//Dr.","Ich finde, es ist in vielen Köpfen immer noch nicht angekommen, dass viele diese Partei aus Überzeugung wählen. Vermutlich wird demnächst wieder überall zu lesen sein, warum die Regierung, die anderen Parteien, die Medien, die Wiedervereinigung usw. dafür verantwortlich ist, dass diese rechtsradikale Partei so viele Stimmen bekommt. Aber sie wird von erwachsenen, mündigen Bürgern und Bürgerinnen aus Überzeugung gewählt. Und das obwohl bzw. weil all die radikalen Ansichten und Tendenzen hinlänglich bekannt sind. Wir sollten aufhören, die Verantwortung immer woanders zu suchen. An allererster Stelle dafür verantwortlich, dass so viele Menschen diese Partei wählen,sind die Wähler. Und wenn im Osten deutlich mehr Menschen diese Partei wählen, dann liegt das nicht an irgendwelchen Erfahrungen oder Fehlern der Vergangenheit, sondern daran, dass dort offensichtlich viele Rechtsradikale wohnen. "
"62",1,61,"Cat-Shannon   vor 2 Tagen","CS//Cat-Shannon","Die Zeit hat im April diesen Jahres geschrieben, dass die Anzahl der Gewaltdelikte so hoch ist wie seit 15 Jahren nicht mehr.https://www.zeit.de/gesellschaft/2024-04/straftaten-deutschland-kriminalitaetsstatistik-anstiegWir leben in einem der sichersten Länder der Welt? Mag sein. Aber ich hätte gern, dass das so bleibt. Vielleicht könnte man auf politischer Ebene endlich mal europäisch zusammenwirken, um ein geeignetes Konzept für die unkontrollierte Einwanderung zu erhalten? Aufgabe der einzelnen Staaten dürfte dann nur noch die Integration der Eingewanderten bzw Unterstützung der Flüchtlinge sein. (Arbeit, Sprache, Nachbarschaftsprojekte, etc)Vielleicht bleiben wir dann von Nazis und anderen Extremen verschont?Ich muss sagen, ich bin schon etwas genervt, dass da seit über einem Jahrzehnt so rumgeeiert wird und wir jetzt den Höcke am Hals haben!  "
"63",1,62,"DerLorbass   vor 2 Tagen","//DerLorbass","""Es kann nicht die Aufgabe eines Politikers sein, die öffentliche Meinung abzuklopfen und dann das Populäre zu tun. Aufgabe des Politikers ist es, das Richtige zu tun und es populär zu machen."" - Walter scheelNach den beiden Wahlen kann man sehen, was passiert, wenn ""das Falsche getan wird und es populär gemacht wird"".In mir fühle ich eine große Traurigkeit. Soviel Potenzial in Sachsen und Thüringen, einfach durch den Schornstein geblasen.Und das Thema der nächsten Wahlen dort ist auch klar. AfD:""Wir durften ja nicht wie wir wollten, und die etablierten sind schuld daran."""
"64",1,63,"JoséLuisTorrente   vor 3 Tagen","J//JoséLuisTorrente","Wenn man ungefiltert auf das Wahlergebnis in Thüringen schaut, muss man leider feststellen, dass nur ein Drittel der Thüringer Wähler sich für Parteien entschieden haben, die ohne wenn und aber für eine liberal-demokratische Grundordnung stehen."
"65",1,64,"TheEagle   vor 2 Tagen","//TheEagle","Warum erkennt man nicht, dass der progressive Kurs der Grünen lange von SPD und CDU kopiert wurde und genau dieser Kurs die einst großen Volksparteien ins Verderben stürzten.Das war Politik für Minoritäten, bevor die Bedürfnisse der Majorität hinreichend adressiert waren.Das war fatal."
"66",1,65,"Fee   vor 2 Tagen","//Lilli","Sie wollen die Rückabwicklung. Können Sie haben. Ich möchte die vielen Milliarden zurück, dann brauchen wir auch keine Schuldenbremse. "
"67",1,66,"Marderhund   vor 2 Tagen","M//Marderhund","Jeder, der in seinem Freundes- oder Verwandtenkreis jemand mit Behinderung, jemand mit nicht strikt heterosexueller Orientierung, mit Vorfahren aus dem Ausland, aus einer deutschen Minderheit oder mit Sympathie für irgendeine dieser Gruppen hat, sollte jetzt aktiv werden, um deren Leben zu schützen. Denn Konzentrationslager und Massenmorde werden von der kommenden Regierungspartei verharmlost und mehr oder weniger verklausuliert gefordert."
"68",1,67,"G.   vor 2 Tagen","SG//Sebastian","Ich sag's ja schon die ganze Zeit, dass die AfD-Wähler schon lange keine Protestwähler mehr sind, sondern dass es sich bei denen um Nazis und Naziwähler handelt, die genau wissen, bei wem sie da ihr Kreuz machen."
"69",1,68,"El_Kritiko   vor 2 Tagen","EK//El_Kritiko","Seit jeher gibt es in Deutschland einen hohen Anteil an Menschen, die ausländerfendlich und nationalistisch sind. Schon immer. Nur war es nicht salonfähig, das in der Öffentlichkeit kund zu tun.Seit der AFD darf man nun wieder ganz offiziell ausländerfeindlich sein. Wir müssen damit leben, dass (je nach Bundesland) bis zu 1/3 unserer Gesellschaft ausländerfeindlich ist. Der Hass richtet sich zudem auch intern gegen schwächere Gruppen. Getreu dem Motto:„Alle Tiere sind gleich, aber manche sind gleicher als andere“ Orwell 1945"
"70",1,69,"dirkmai   vor 3 Tagen","d//dirkmai","Da wählen 9 von 10 Menschen mit Schulbildung aus ""Sicherheitsgründen"" Parteien, welche die größte Sicherheitsgefahr für unser Leben ignorieren. Ist das nicht eine schallende Ohrfeige für all diejenigen, die meinen mit ihren Metriken Bildungsrankings erstellen zu können? Es wäre zum Schmnunzeln, könnte man jegliches Mitgefühl mit Menschen, die jetzt Kinder sind, in Gleichmut kanalisieren. "
"71",1,70,"Palme365   vor 2 Tagen","P//Palme365","In mir formt sich vorsichtig auch die Meinung, dass es am besten wäre die AfD nun in eine Regierungskoalition in den relevanten Bundesländern aufzunehmen.Nach dem anfänglichen Triumpf werden sie letztendlich schlicht an der Realpolitik scheitern und sich damit entzaubern. Einige zentrale Punkte, wie die Kündigung des Medienstaatsvertrags wird man über den Koalitionsvertrag ausschließen können und müssen."
"72",1,71,"prbo   vor 2 Tagen","p//prbo","Denk ich an Deutschland in der Nacht, dann bin ich um den Schlaf gebracht!Hat sich nichts geändert seit Heinrich Heine das gedichtet hat!"
"73",1,72,"déjà_vu   vor 3 Tagen","dv//déjà_vu","Es ist erschreckend, wie die AFD gerade bei den jungen Wählern punkten konnte, was u.a. darin liegt, dass sie die sozialen Medien geschickt nutzt. Auf der anderen Seite ein Armutszeugnis und strategisches Versagen der etablierten Parteien, dass sie trotz ihrer großen Parteiapparate im Vergleich schlecht aufgestellt sind:https://www.zdf.de/nachrichten/politik/deutschland/afd-tiktok-erfolg-strategie-jugendliche-100.htmlhttps://www.br.de/nachrichte…"
"74",1,73,"martymarty   vor 2 Tagen","m//martymarty","Die CDU / CSU mit der AfD könnte seit den letzten Landtagswahlen in Bayern, Hessen, Sachsen und Thüringen eine große Mehrheit von ca. 60%+ des Wählerwillen darstellen.Viele wünschen sich eine eher konservative, rechte Politik. Durch das Festhalten an einer linken Politik, an einem weiter so, wird man immer schwerer Mehrheiten finden.Auch das BSW wird Stimmen verlieren, wenn man sich in einer möglichen Koalition als Notnagel hergibt und den aktuellen politischen Kurs einfach weiter fährt.SPD, Grüne, FDP haben in beiden Wahlen an Stimmen verloren. Keine von drei Parteien konnte irgendwie auch nur ein Promille an % Wählergunst hinzugewinnen.Natürlich sind es Protestwahlen gegen ein einfaches ""Weiter so""...Die Ampel wurde zum gefühlten x-ten Mal abgewählt. Niemand braucht einen Kevin Kühnert der einem noch besser die Politik der SPD/Ampel erklärt..."
"75",1,74,"jag97000   vor 2 Tagen","j//jag97000","Die Jugend in Sachsen und Thüringen merkt nicht mal, dass sie ihr eigenes Grab nur vergrößern. Wer soll denn die Jugendarbeitslosigkeit dort bekämpfen, wenn man alles Westliche und Fremde verteufelt? Und wie zur Hölle kann Sachsen bei so -sorry für den Ausdruck- dummen jungen Erwachsenen das beste Schulsystem haben?"
"76",1,75,"Fischfrisch   vor 3 Tagen","//Fischfrisch","Das besonders Junge rechts wählen - und das wurde seit Jahren empirisch nachgewiesen - liegt am verlorenen Anschluss der älteren Parteien an Social Media. Hier hat die AfD seit Jahren gepunktet. Was man Social-Media-technisch von SPD und Grüne marketingtechnisch geboten bekommt ist unter aller Gürtellinie, hier ist die CDU wesentlich stärker - aber echt ausbaufähig!"
"77",1,76,"Vanishingact   vor 2 Tagen","//Vanishingact","Tragisch. Ich habe mir gestern mal eine 20 minütige Doku über die Wählerschaft der AfD angetan. Uff, das war starker Tobak. Immer wieder aufpoppende Vergangenheitsromantik: man hatte einen Job, es gab Kitas, man war sicher. Der Zusammenhalt war stark. Diktatur? Welche Diktatur? Meinungsfreiheit? Wir konnten alles sagen.Was auffällt ist, dass die Menschen in einer Zeitschleife gefangen sind. Zwingende Problemfragen wie Klimawandel, wirtschaftliche Abhängigkeiten, Zuwanderung, um notwendige Löcher zu stopfen werden schlicht ignoriert oder geleugnet. Ob die AfD darauf Antworten hat? a) Weiß man nicht, b) mir egal, c) ja. Welche sind das? Weiß man gerade nicht. Auf den Hinweis, dass Höcke mehrfach verurteilt wurde: ""Ja, das Rechtssystem ist korrupt und wird von der Elite gesteuert."" Der Osten ist Brot und Spiele. Oder die berühmte Waschmaschine in Anatolien. Die AfD Wählerschaft lebt in einer komplett anderen Realität. Und das große Ganze ist eben nicht Teil von dieser. Eine kleine Welt bedient man eben mit kleinen, einfachen Botschaften und Versprechungen. Komplexe Zusammenhänge werden nicht verstanden oder sind nicht erwünscht, weil sie stören oder sowieso inszeniert sind. Rabbit Hole in Perfektion."
"78",1,77,"Beckmonk   vor 2 Tagen","//Beckmonk","Die Realität ist bisweilen nur schwer zu ertragen. Das unsere Landsleute in Thüringen und auch in Sachsen mehrheitlich kein Problem damit haben, und aus Überzeugung einer antidemokratischen, nationalistischen, rassistischen, homophoben, kurzum menschenverachtenden Partei ihre Wählerstimme geben, ist wahrlich kaum auszuhalten. Geschürte Vorurteile, Hass, Desinformation, Neid, Missgunst, irrationale Ängste sind m.E. die Triebfedern für dieses Denken und Handeln. Putin und die faschistoiden Diktatoren dieser Welt reiben sich die Hände.  "
"79",1,78,"Raclettus   vor 2 Tagen","//Feistus","Wer Nazis wie Höcke wählt, ist selber ein Nazi.Höcke macht aus seinem Gedankengut ja kein Geheimnis, es weiß also jeder was er tut.1989 habe ich mich wie ein Kind über die Wiedervereinigung gefreut. Heute zucke ich nur noch resigniert wit den Schultern. Wie kürzlich hier zu lesen war, war es zwar zig-Tausende, die damals auf die Straßen gingen, die Mehrheit hockte jedoch hinter den Gardninen und schaute zu, wie es sich entwickelt. Wäre interessant zu wissen, ob diese Duckmäuser heute AFD wählen und so das Erbe des Freiheitskampfes von damals in den braunen sumpf ziehen.Oder eben einfach nciht wählen gehen - euch Nichtwähler sei an Erich Kästner erinnert: ""An jedem Unfug, der geschieht, ist auch der Schuld, der ihn nicht verhindert!"""
"80",1,79,"Michael1972   vor 2 Tagen","//Michael1972","50 % der AgD Wähler haben aus Überzeugung gewählt. Ekelhaft. Das heißt, man kann 15 % der Sachen und Thüringer gesichert als Nazis und Faschisten bezeichnen. Und die anderen 15 %, die aus Protest diese Partei gewählt haben, darf man gesichert als dumm bezeichnen.In diesen Bundesländern kann man dann auch sagen: Der letzte macht das Licht aus! Denn die Abwanderung wird sich sicherlich noch verstärken, Unternehmen werden noch mehr Probleme haben Fachkräfte zu finden und auch abwandern oder dort garnicht erst investieren. Zurück bleibt dann eine braune Soße alter Nazis."
"81",1,80,"beetlebum99   vor 2 Tagen","b//beetlebum99","Tja, wenn nun als Folge der AfD- und BSW-Höhenflüge massenhaft junge, hochqualifizierte und aus aller Welt stammende Fachkräfte aus den Wissenschaftseinrichungen und international tätigen Unternehmen, auf die Sachsen und Thüringen so stolz sind, abwandern (oder –wie im Fall der geplanten Chipfabrik in Dresden– gar nicht erst angelockt werden können), wird es in ein paar Jahren sicherlich Geschrei geben, dass die Wirtschaft einknickt und die Freistaaten den Anschluss verlieren. Und jede Wette, dann werden die Grünen schuld sein, die Regierung in Berlin oder einfach die da oben."
"82",1,81,"Xanthocalanus   vor 2 Tagen","X//Xanthocalanus","In Sachsen und Thüringen haben die Bürger Klima-, Umwelt- und Artenschutz abgewählt. Aber Natur und Physik lassen sich nicht durch demokratische Wahlen aushebeln. Insofern ist es nur eine Frage der Zeit, bis den Wählern ihre Entscheidung auf die Füße fallen wird."
"83",1,82,"DeleturusRedactionemSalutat   vor 3 Tagen","D//DeleturusRedactionemSalutat","""Jedes Volk hat die Regierung, die es verdient.""*SEUFZ*"
"84",1,83,"Lisa_Simpson   vor 2 Tagen","LS//Lisa_Simpson","Die Alten wissen noch, dass Nazis wählen letztendlich Gewalt, Zerstörung und Krieg bedeutet. Die Jungen wissen es nicht und wollen es auch nicht wissen. Hoffen wir, dass sie es nicht erleben müssen. "
"85",1,84,"Derhatschongelb   vor 2 Tagen","D//Derhatschongelb","Immer wieder ein Klassiker, die Medien sind schuld, die anderen Partein sind schuld, die DDR ist schuld, die Wähler sind grundsätzlich doof usw.. Komisch ist nur, dass sich Populismus in ganz Europa und den USA einer Beliebtheit erfreut die es so vor Jahren nicht gab. Ich begrüsse das in keinster Weise, aber wie man auch hier an Kommentaren sieht, man badet gern weiter in Selbstgefälligkeit anstatt über tiefer liegende Ursachen wie z.B. Ausverkauf und Deindustrialisierung nachzudenken. Klar, Wähler als dumm darzustellen ist ja auch einfacher."
"86",1,85,"Dump   vor 2 Tagen","DD//Donald","Dabei war man doch in Spitzenkreisen von Politik und auch Journaille so froh, dass sich das BSW zur Wahl stellen wird, da es die AfD kleiner machen wird. Das ist genauso gelungen wie Fritze Merzens Versuch, die AfD zu halbieren. Ich fürchte, wir haben in den etablierten Parteien ein großes Personalproblem in den Spitzenpositionen. Wo sind denn die Schmidts, Brandts, Wehners, Straußens? Wir werden doch geführt von blutleeren Karrieristen, die sich im Zweifelsfall selber dienen. "
"87",1,86,"Alejandro_Guerro   vor 2 Tagen","//Alejandro_Guerro","Freue mich sehr über das Ergebnis "
"88",1,87,"res   vor 3 Tagen","im//in","""Nicht aus Protest, sondern aus Überzeugung gewählt""Jep, und im Falle der BZW sogar eine Partei, die es (rein körperlich) noch nicht mal gibt.Sehr überzeugend."
"89",1,88,"8999   vor 3 Tagen","H8//HAL","Betrachtet man die Wahlbeteiligung, hat sich die These eines wachsenden Politikverdrusses oder eines Desinteresses an Politik jedenfalls nicht bewahrheitet.Allerdings sollte die These -  dass eine geringe Wahlbeteiligung den politischen Ränder nützt und eine hohe Wahlbeteiligung der Mitte - in Frage gestellt werden.Es scheint dort eher umgekehrt zu sein. Die vorherigen Nichtwähler finden in populistischen Parteien ein Angebot welches ihnen zusagt."
"90",1,89,"didaktik   vor 2 Tagen","d//didaktik","Die ehemaligen Bürger der DDR haben seit der Wiedervereinigung das Privileg, in Freiheit zu leben und auch frei zu wählen. Das Wahlergebnis zeigt, dass über dreißigprozentig der Bürger in Thüringen und Sachsen, eine Partie freiwillig gewählt haben, die ganz unverhohlen die Denkweisen  der Demokratie und somit auch die Werte der Humanität verachtet.  Als Begründung geben sie an, sie fühlten sich von ihrer Lebenswürdigkeit ungerecht behandelt  .  Selbst wenn dies der Wahrheit entsprechen würde, bleibt die Frage, ob Unzufriedenheit derart den Geist beherrschen kann, dass man bereit ist, eine antidemokratische, nationalistische, rechtradikale Ideologie zu verinnerlichen.     "
"91",1,90,"wollewuppdich   vor 2 Tagen","w//wollewuppdich","Nach rund 90 Jahren beginnt das deutsche Volk wieder, den Weg einzuschlagen, der damals schon unsägliches Leid und Elend auf die Welt brachte.Unfassbar!"
"92",1,91,"least   vor 2 Tagen","Lb//Last","Laut der Artikel haben AfD und BSW Nichtwähler mobilisiert - ein Gewinn für die Demokratie!?"
"93",1,92,"sebbel2023   vor 2 Tagen","s//sebbel2023","Ich versteh die normalen Parteien nciht. Die AFD lebt von schlechter Migrationspolitik und nur weil keiner da ne realistische Politik macht wird sie gewählt. Warum nciht:- Klare TRennung Asyl/Flucht von qualifizierter Migration. DAs eine Wollen wir - das andere ist unsere menschliche Pflicht und gebietet der Anstand- keinerlei Duldungen mehr. Wer weder EU-Bürger ist noch zu einer der obigen Katergorien zählt muss wieder gehen. Sprich es gibt nen Rückflugticket und wer den Flieger nicht nimmt bekommt hier nur noch medizinische Notfallversorgung aber mehr nicht (weder Obdach, noch Essen, noch nicht-Notfall Gesundheitsversorgung) und sofern er den Flieger nicht nimmt und aufgegriffen wird, kommt er in Abschiebehaft und wird dann abgeschoben. Geld kriegt man dabei nicht- Wessen Heimat wieder sicher für dem gilt dasselbe- Wer abgeschoben werden soll und nicht anzutreffen ist, für den gilt dasselbe- Jeder hat jederzeit Gelegenheit sich für qualifizierte Migration zu bewerben- Wenn Länder nicht mit uns bei Rückfphrungen zusammenarbeiten dann massive Strafen und Druck via EU, Einfrieren der Konten von Eliten, keine Hilfen mehr etc.- Verbrecher werden abgeschoben - egal wohin - das erlaubt sogar die Genfer Flüchtlingeskonvention (33.2) aus gutem Grund- jeder der nbehauptet er ist Minderjährig wo es auch nur kleinen Zweifel gibt, wird untersucht oder kann wieder gehen wenn er nicht mag. Das Röntgen einer Hand ist keine Körperverletzung!Fortsetzung in teil 2, falls nicht zensiert..."
"94",1,93,"Calopii   vor 2 Tagen","C//Calopii","Scheint so, dass nicht nur die AFD gsichert rechtsradikal ist sondern auch ein Großteil ihrer Wähler. Pfui Deibel!"
"95",1,94,"Red-Lion   vor 2 Tagen","RL//Red-Lion","Menschen die AfD aus Protest wählen sind (politisch) dumm. Menschen die AfD aus Überzeugung wählen sind Faschisten. "
"96",1,95,"Schellfisch   vor 2 Tagen","S//Schellfisch","Das Hauptproblem der ""Sicherheit"" in Deutschland sindAfD und Wagenknecht."
"97",1,96,"Ziegenmensch   vor 2 Tagen","//Ziegenmensch","Wenn ich mir die Kommentare hier durchlese, bekomme ich ein wenig das Gefühl, dass viele die beleidigte Leberwurst spielen.Dieser Artikel ist eigentlich ganz schön, mit vielen Daten: Ich sehe darin, dass viele AFD-Wähler also scheinbar hohe Sicherheit, keine Migration und soziale Absicherung wollen. Hier kommentieren aber viele, die AFD-Wähler wollten Höcke als Führer, das vierte Reich und seien Nazis. Zwischen diesen beiden Bildern gibt es doch noch einen paar winzige Zwischenschritte und wer das nicht sieht, der ist tatsächlich etwas verwirrt.Keine Frage: Die AFD stufe ich selbst als gefährlich ein, ganz besonders Höcke. Aber die hier als Wahlgründe angegebenen Motive sind sicher kein Grund, die AFD-Wähler zu verurteilen."
"98",1,97,"Cewes   vor 2 Tagen","C//Cewes","Die Leute drüben wählen Rechtsaußen für soziale Sicherheit… 🙈"
"99",1,98,"Schinkenwurststück   vor 2 Tagen","S//Schinkenwurststück","Beim ÖPNV 14311 Gewalttaten im Jahr 2022.Zeitgleich nutzten ihn 10 Mrd Menschen.0.000413%.Aber Deutschland ist unsicher.🤭"
"100",1,99,"Helli1234   vor 2 Tagen","H//Helli1234","Mir persönlich ist es schnurz, warum jemand AFD wählt. Wer einer menschenrechtsverachtenden Partei seine Stimme gibt, hat nichts im demokratischen Diskurs verloren."
"101",1,100,"Yniker   vor 2 Tagen","//Prof.","Etwa die Hälfte gibt an, dass sie die Partei deswegen gewählt haben und nicht aus Enttäuschung über andere Parteien.= Die Nachwahlbefragungen zeigen, dass die hohen Zustimmungswerte für die AfD kein Ergebnis einer Protestwahl sind, sondern Ausdruck einer Überzeugung. Geniale Schlussfolgerung. Tun wir einfach weiter so, als ob rot-schwarz nicht das Problem ist. Naja Hauptsache die sind irgendwann weg, alles andere ist fast schon egal. "
"102",1,101,"Cami2024   vor 2 Tagen","C//Cami2024","Ich verstehe gut, dass Menschen mit der aktiven Politik unzufrieden sind. Ich verstehe auch, dass sich das über ein Wahlverhalten ausdrückt.Aber ich verstehe nicht, wie man eine in Teilen rechtsextreme Partei wählen kann. Gerade in Thüringen… mit einem faschistischen Kandidaten an der Spitze. Haben die Menschen dort nichts aus der Nazizeit gelernt?"
"103",1,102,"kannnichtsein   vor 2 Tagen","k//kannnichtsein","erstaunlich wie leicht deutsche politik zu manipulieren und zu destabilisieren ist.als terrororganisation muss man nur kurz vor wahlen einen anschlag machen und schon überschlagen sich die parteien in aktionismus und aushöhlung der grundrechte.alle die deutschland schaden wollen (afd, islamischer staat, putin...), lachen sich nach dieser woche schlapp..."
