"","noun","metaphor"
"1183","Kindermörderin",0
"1184","Kindheit",0
"1185","Kindle",0
"1186","Kino",0
"1187","Kinoerfolg",0
"1188","Kinofilm",0
"1189","Kirche",0
"1190","Klage",0
"1191","Klägerin",0
"1192","Klageschrift",0
"1193","Klang",0
"1194","Klanggeschehen",0
"1195","Klassiker",0
"1196","Klaue|Klauen",1
"1197","Klimakanzlerin",0
"1198","klingt",0
"1199","Klischee",1
"1200","Kloster",0
"1201","Klubpräsident",0
"1202","Klug",0
"1203","km/h",0
"1204","Knabenpeitsche",0
"1205","Knecht",0
"1206","Koalition",0
"1207","Kodex",0
"1208","Koeppe",0
"1209","Kollaboration",1
"1210","Kollege",0
"1211","Kommentar",0
"1212","Kommerz",0
"1213","Kommissar",0
"1214","Kommission",0
"1215","Kommunikationswissenschaftler",0
"1216","Komödiant",0
"1217","Komödie",0
"1218","Kompetenz",0
"1219","Kompliment",1
"1220","Komponente",1
"1221","Komponist",0
"1222","Komposition",1
"1223","Kompositionsprinzip",1
"1224","Kompositionsstil",1
"1225","König",0
"1226","Königreich",0
"1227","Konkordanz",1
"1228","Konkurrent",0
"1229","Konkurrenz",1
"1230","Konkurrenzproduktion",1
"1231","Konkurrenzreihe",1
"1232","können",0
"1233","Konsequenz",0
"1234","Konstantin",0
"1235","Konstruktion",1
"1236","Kontakt",0
"1237","Kontext",1
"1238","Kontinuität",1
"1239","Kontrafaktur",1
"1240","Kontrolle",0
"1241","Kontrollmechanismus",0
"1242","Kontroverse",1
"1243","Konzept",1
"1244","Konzeptalbum",0
"1245","Konzern",0
"1246","Kopf",0
"1247","Kopie",1
"1248","Kopieren",1
"1249","Kopierer",1
"1250","Körperchen",0
"1251","korrekt",0
"1252","Korrektheit",0
"1253","Korrespondenz",0
"1254","Korrigier",1
"1255","Korruption",0
"1256","Kosmopolitentum",0
"1257","Kosten",0
"1258","Kostüm",0
"1259","Kracht",0
"1260","Kraft",0
"1261","Kreator",0
"1262","Krei",0
"1263","Kreidekreis",0
"1264","Kreidl",0
"1265","Kreis",0
"1266","Kreisler",0
"1267","Kreismodell",0
"1268","Krieg",0
"1269","Kriegsfilm",0
"1270","Kriegsherr",0
"1271","Kriminalität",1
"1272","Kriminalitätsrate",0
"1273","Kritik",0
"1274","Kritiker",0
"1275","Kryptographie",0
"1276","Kryptomnesie",0
"1277","Kult",0
"1278","kultur",0
"1279","Kultur",0
"1280","Kulturphilosophie",0
"1281","Kulturpoetik",0
"1282","Kummer",0
"1283","Kunde",0
"1284","Kundenzeitung",0
"1285","Kunst",0
"1286","Kunstbegriff",0
"1287","Kunstbetrieb",0
"1288","Kunstforscher",0
"1289","Kunsthändler",0
"1290","Kunsthistoriker",0
"1291","Kunsthistorikerin",0
"1292","Kunsthistorisch",0
"1293","Künstler",0
"1294","Künstlerkreisen",0
"1295","Künstlers",0
"1296","Kunstmusik",0
"1297","Kunstwelt",0
"1298","Kunstwerk",0
"1299","Kupferstich",0
"1300","Kuppel",0
"1301","Kurs",0
"1302","Kurzgeschichte",0
"1303","Kurzgeschichtenwettbewerb",0
"1304","Kürzung",1
"1305","l’",0
"1306","Label",0
"1307","Lackierung",0
"1308","Lagerhalle",0
"1309","Laie",0
"1310","Laminat",0
"1311","Land",0
"1312","Landesrat",0
"1313","Landgericht",0
"1314","Landschaft",0
"1315","Landtagsabgeordnet",0
"1316","lang",0
"1317","Lärm",0
"1318","Lars",0
"1319","Lasergerät",0
"1320","Laubfrosch",0
"1321","laufen",0
"1322","Lausbubengeschicht",0
"1323","Lazarett",0
"1324","Leadsängers",0
"1325","leben",0
"1326","Leben",0
"1327","Lebensgeschichte",0
"1328","Lebenslauf",0
"1329","Lebensmittel",0
"1330","Lebensweisheit",0
"1331","Legaldefinition",0
"1332","Legende",0
"1333","Legionär",0
"1334","legitim",0
"1335","Lehrende",0
"1336","Lehrer",0
"1337","Lehrieder",0
"1338","Lehrsatz",0
"1339","Lehrversion",1
"1340","Leibniz",0
"1341","Leifheit",0
"1342","Leigh",0
"1343","leistung",0
"1344","Leistung",1
"1345","Leistungsnachweis",0
"1346","Leiter",0
"1347","Leiterin",0
"1348","Leitlinie",0
"1349","Leitung",0
"1350","Leitungsposition",0
"1351","Lektüre",0
"1352","Lernprogramm",0
"1353","Lese|Lesen",0
"1354","Leser",0
"1355","Lesestrecke",0
"1356","Lesung",0
"1357","Leuchte",0
"1358","Lexikon",0
"1359","Librettist",0
"1360","Lied",0
"1361","Liederwettbewerb",0
"1362","lief",0
"1363","Liefde",0
"1364","Lieferung",0
"1365","lies",0
"1366","Ligadone",0
"1367","Lilie",0
"1368","Linernot",0
"1369","Linie",0
"1370","Linienraster",0
"1371","link",1
"1372","Linke",0
"1373","links",0
"1374","Lissabon/Portugal",0
"1375","List|Liste",0
"1376","Liste",0
"1377","literară",0
"1378","Literat",0
"1379","Literatur",0
"1380","Literaturbetrieb",0
"1381","Literaturgeschichte",0
"1382","Literaturpreis",0
"1383","Literaturverfilmung",0
"1384","Literaturverständnis",0
"1385","Literaturverwaltung",0
"1386","Literaturwissenschaft",0
"1387","Literaturwissenschaftler",0
"1388","Literaturzeitschrift",0
"1389","Lizenz",1
"1390","Lizenzbau",1
"1391","Lizenzgebühren",0
"1392","Lob",1
"1393","Logo",0
"1394","logopoiikê",0
"1395","Lohn",0
"1396","Lokführer",0
"1397","Löschen",0
"1398","Löschfunkensystem",0
"1399","Löwengeschichte",0
"1400","Lüge",1
"1401","m",0
"1402","Macher",0
"1403","Macht",0
"1404","Machwerk",1
"1405","Made",0
"1406","Made-in",0
"1407","Magazin",0
"1408","Magdalene",0
"1409","Magnet",0
"1410","Makel",0
"1411","Makronenboden",0
"1412","Mal",0
"1413","Malthus",0
"1414","Management",0
"1415","Manager",0
"1416","Mangel",0
"1417","Manifest",0
"1418","Manipulation",1
"1419","Mann",0
"1420","Mannschaft",0
"1421","Manuskript",1
"1422","Manzanero",0
"1423","Marke",0
"1424","Markenartikel",1
"1425","Markenfahrrad",1
"1426","Markenklamotte",1
"1427","Markenpiraterie",1
"1428","Markenzeichen",1
"1429","Markt",0
"1430","Marktgehabe",0
"1431","Marxismus",0
"1432","Maßgabe",0
"1433","Maßnahme",0
"1434","Masterarbeit",0
"1435","Material",0
"1436","Materialästhetik",0
"1437","Materialpreis",0
"1438","Materie",0
"1439","Mathematiker",0
"1440","Mausklicks",0
"1441","Me-",0
"1442","Me-too",0
"1443","Medieninformatikerin",0
"1444","Medientheorie",0
"1445","Medienwirklichkeit",0
"1446","Medienwissenschaftler",0
"1447","Medium",0
"1448","Medizin",0
"1449","Mehrheit",0
"1450","Meinung",0
"1451","Meinungsverschiedenheit",0
"1452","Meisterschale",0
"1453","Meisterstück",0
"1454","Meisterwerk",0
"1455","Melde",0
"1456","Meldung",0
"1457","Melodie",0
"1458","Melodieschutz",0
"1459","Melodik",0
"1460","Menge",0
"1461","Mensch",0
"1462","Menschendiebstahl",1
"1463","Menschenraub",1
"1464","Mentalität",0
"1465","Merkelsche",0
"1466","Meß",0
"1467","Messe",0
"1468","Meteore",0
"1469","Methode",0
"1470","Methodik",0
"1471","Migge",0
"1472","Milizeinheit",0
"1473","Million",0
"1474","Millionär",0
"1475","Millionenseller",0
"1476","Mindmachine",0
"1477","Minenfeld",0
"1478","Ministerpräsident",0
"1479","Minute",0
"1480","Mischung",0
"1481","Misere",0
"1482","Missbrauch",1
"1483","Missbräuchen",1
"1484","Mist",1
"1485","Mitarbeit",0
"1486","Mitarbeiter",0
"1487","Mitglied",0
"1488","Mitherausgeber",0
"1489","Mitleid",0
"1490","Mitte",0
"1491","Mittel|Mitteln",0
"1492","Mittelalter",0
"1493","Mitwirkung",1
"1494","Model",0
"1495","Modell",0
"1496","Modellfoto",0
"1497","Modellreihe",0
"1498","Mogelpackung",0
"1499","Möglichkeit",0
"1500","Moment",0
"1501","Momper",0
"1502","Monat",0
"1503","Mond",0
"1504","Monde",0
"1505","Monkee",0
"1506","Monographie",0
"1507","Monologs",0
"1508","Montag|Montage",0
"1509","Moor",0
"1510","Moorhuhn",0
"1511","Moral",0
"1512","Mordfall",0
"1513","Mordmotiv",0
"1514","Mos",0
"1515","Motivation",0
"1516","Motor",0
"1517","Mouscron",0
"1518","Moviment",0
"1519","Mozart",0
"1520","Mühe",0
"1521","Mund",0
"1522","Munds",0
"1523","Murmeltier",0
"1524","Museum",0
"1525","Museumsquartier",0
"1526","Musik",0
"1527","Musiker",0
"1528","Musikgeschichte",0
"1529","Musikindustrie",0
"1530","Musiklabel",0
"1531","Musikstück",0
"1532","Musikstücken",0
"1533","Musikvideo",0
"1534","Musikwerk",0
"1535","Musikzitat",1
"1536","Musil",0
"1537","Musterlager",0
"1538","Mut",0
"1539","Mydoom",0
"1540","Nabe",0
"1541","Nachäff",1
"1542","Nachahmerprodukt",1
"1543","Nachahmung",1
"1544","Nachahmungs",1
"1545","Nachbar",0
"1546","Nachbau",1
"1547","Nachbildung",1
"1548","Nachdruck",1
"1549","Nachfolg",1
"1550","Nachhaltigkeit",0
"1551","Nachreife",1
"1552","Nachricht",0
"1553","Nachrichtendesign",0
"1554","Nacht",0
"1555","Nachweis",0
"1556","Nachwuchsautor",0
"1557","nackt",0
"1558","nah",0
"1559","Name",0
"1560","Naserümpfen",0
"1561","Nationalismus",0
"1562","Nationalmuseum",0
"1563","Natur",0
"1564","Nebenrechte",0
"1565","Negativpreis",0
"1566","Neigel",0
"1567","Nennung",0
"1568","Neonazi",0
"1569","Netz",0
"1570","Netzpolitik",0
"1571","Neubeginn",1
"1572","Neuerscheinung",1
"1573","Neufassung",1
"1574","Neuheitswert",0
"1575","Neunzigerjahr",0
"1576","Neuschöpfung",1
"1577","Neutralität",0
"1578","Nfann",0
"1579","nicht",0
"1580","Niveau",0
"1581","Nobelpreisträger",0
"1582","Normalfall",0
"1583","Note",0
"1584","Notentext",1
"1585","Nötigung",0
"1586","Novelle",0
"1587","Nummer",0
"1588","nutzen",0
"1589","Nutzen",0
"1590","Nutzer",0
"1591","Nutzung",0
"1592","Nutzungsrechte",0
"1593","Ob_arm_oder_reich_",0
"1594","ober",0
"1595","Oberbürgermeister",0
"1596","Oberfläche",0
"1597","Oberflächlichkeit",0
"1598","Oberlandesgericht",0
"1599","Offenlegung",0
"1600","Offensive",0
"1601","Öffentlichkeit",0
"1602","Öfteren",0
"1603","Ohrfeige",1
"1604","Ökonomie",0
"1605","Online",0
"1606","Onlinemagazin",0
"1607","Oper",0
"1608","Operation",0
"1609","Operette",0
"1610","Opernliteratur",0
"1611","Opfer",0
"1612","Opposition",0
"1613","Orchester",0
"1614","Orchestervorspiel",0
"1615","Ordnung",0
"1616","Organisation",0
"1617","Orientalistik",0
"1618","original",1
"1619","Original",1
"1620","Originalautor",0
"1621","Originaldokument",1
"1622","Originaldrucken",1
"1623","originale",1
"1624","Originalfilm",1
"1625","Originalität",0
"1626","Originalpreis",0
"1627","Originalquelle",1
"1628","Originalware",1
"1629","Ort",0
"1630","Ossis",0
"1631","Osterweiterung",0
"1632","Ostinato",0
"1633","Package",0
"1634","Paktszene",0
"1635","Palimpsest",1
"1636","Pandel",0
"1637","Panem",0
"1638","Pantomim",1
"1639","Paper",0
"1640","Papiermesser",0
"1641","Papst",0
"1642","parallel",0
"1643","Paralleldrucken",1
"1644","Paralleluniversum",1
"1645","Pariser",0
"1646","Parlament",0
"1647","Parodie",0
"1648","Partei",0
"1649","Passage",0
"1650","Paste",1
"1651","Pate",0
"1652","Patent",0
"1653","Patentrecht",0
"1654","Patentverletzungsprozeß",0
"1655","Pensionierung",0
"1656","Perpetuum",0
"1657","Persien",0
"1658","Persiflage",1
"1659","Person",0
"1660","Personennahmen",0
"1661","Persönlichkeitsrechte",0
"1662","Perspektive",1
"1663","Pfad",0
"1664","Pferd",0
"1665","Pflege",0
"1666","Pflicht",0
"1667","Phänomen",0
"1668","Phantasieproduktion",1
"1669","Pharmaziehistoriker",0
"1670","Philosoph",0
"1671","Philosophie",0
"1672","Philosophieprofessor",0
"1673","Photographie",0
"1674","Photoshop",0
"1675","Physik",0
"1676","Physiker",0
"1677","Pietät",0
"1678","Pirat",1
"1679","Piratenteil",1
"1680","Pisino",0
"1681","plagiat",0
"1682","Plagiat",0
"1683","Plagiate",0
"1684","Plagiatejäger",0
"1685","Plagiatfunde",0
"1686","Plagiator",0
"1687","Plagiatorin",0
"1688","Plagiatsaffäre",0
"1689","Plagiatschnüffler",0
"1690","Plagiatsexpert",0
"1691","Plagiatsfunde",0
"1692","Plagiatsjägerin",0
"1693","Plagiatsprozeß",0
"1694","Plagiatssoftware",0
"1695","Plagiatsvorwurf",0
"1696","Plagiieren",0
"1697","Plagiierende",0
"1698","plagium",0
"1699","Plagium",1
"1700","Plagoskop",1
"1701","Plakat",1
"1702","Plan",0
"1703","Planet",0
"1704","Platon",0
"1705","Plattdütschen",0
"1706","Plattenfirma",0
"1707","Plattensammlung",0
"1708","Plattform",0
"1709","Platz",0
"1710","Plauder",0
"1711","Plischke",0
"1712","Plot",0
"1713","Poe",0
"1714","Pokalwettbewerb",0
"1715","Poliklinik",0
"1716","Politik",0
"1717","Politiker",0
"1718","Politologe",0
"1719","Polizei",0
"1720","Polizeiwache",0
"1721","Pollock",0
"1722","Pop",0
"1723","Popkultur",0
"1724","Popliteratur",0
"1725","Popmusik",0
"1726","Popularität",0
"1727","Porsche",0
"1728","Praktik",1
"1729","prämiert",0
"1730","Pranger",0
"1731","Präsident",0
"1732","Präsidentin",0
"1733","Präsidentschaftswahl",0
"1734","Praxis",1
"1735","Prediger",0
"1736","Preis",0
"1737","Preisausschreiben",0
"1738","Preisgericht",0
"1739","Preisträger",0
"1740","Preisunterschied",0
"1741","Premiere",0
"1742","Presse",0
"1743","Pressefest",0
"1744","Printmedie",0
"1745","Prinzip",0
"1746","Priorität",0
"1747","Prioritätsstreit",0
"1748","Privatdetektiv",0
"1749","Privatkopie",1
"1750","Privatunterricht",0
"1751","Probande",0
"1752","Problem",0
"1753","Problematik",0
"1754","Produkt",1
"1755","Produktbezeichnung",0
"1756","Produktfälschung",1
"1757","Produktion",0
"1758","Produktionsanlage",0
"1759","Produktionsfirma",0
"1760","Produktivkraft",0
"1761","Produktnachahmung",1
"1762","Produktpalette",0
"1763","Produktpirat",1
"1764","Produktpiraterie",1
"1765","Produktplatzierung",0
"1766","Produzent",0
"1767","Produzente",0
"1768","Prof",0
"1769","Professor",0
"1770","Professorin",0
"1771","Profilsucht",0
"1772","Profit",0
"1773","Prognose",0
"1774","Programm",0
"1775","Programmierer",0
"1776","Projekt",0
"1777","Prolog",0
"1778","Prominente",0
"1779","Prominenz",0
"1780","Promotion",0
"1781","Promotionskommission",0
"1782","Promotionsleistung",0
"1783","Promovierende",0
"1784","Prosaschrifttum",0
"1785","Proseminar",0
"1786","Protegé",0
"1787","Protokoll",1
"1788","Protokolle",1
"1789","Provokation",1
"1790","Prozent",0
"1791","Prozentsatz",0
"1792","Prozentzahl",0
"1793","Prozeß",0
"1794","Prozesskost",0
"1795","Prüf",0
"1796","Prüfer",0
"1797","Prüfprogramm",0
"1798","Prüfung",0
"1799","Prüfungsantritte",0
"1800","Prüfungsbetrug",0
"1801","Prüfungsinstanz",0
"1802","Prüfungsordnung",0
"1803","Prüfungsverstoß",0
"1804","Psalter",0
"1805","Pseudoitalienisch",1
"1806","Pseudonym",0
"1807","Psychiater",0
"1808","Psychoanalytiker",0
"1809","Publicity",0
"1810","Publikation",1
"1811","Publikum",0
"1812","Publikwerde",0
"1813","publizieren",0
"1814","Publizist",0
"1815","Puffer",0
"1816","Punkt",0
"1817","Punkte--",0
"1818","Purcell",0
"1819","Putzfrau",0
"1820","PVÜ",0
"1821","Qualifiaktionsarbeit",0
"1822","Qualität",0
"1823","Qualitätssiegel",0
"1824","Quantität",0
"1825","Quartner",0
"1826","Quelle",1
"1827","Quellenangabe",0
"1828","Quellenfälschung",1
"1829","Quellenhinweise",0
"1830","Quellenverzeichnis",0
"1831","Querelle",0
"1832","Quickborn",0
"1833","Quicken",0
"1834","Rabatt|hatte",0
"1835","Rabbiner",0
"1836","Radiomoderator",0
"1837","Rag",0
"1838","Rahmen",0
"1839","Raketentyp",0
"1840","Rallye",0
"1841","Rand",0
"1842","Rappers",0
"1843","Ratschlag",0
"1844","Raubbau",1
"1845","Raubdruck",1
"1846","Raubkopie",1
"1847","Räuchermännchen",0
"1848","Raum",0
"1849","Reaktion",0
"1850","Realisierung",0
"1851","Realität",0
"1852","Realitäten",0
"1853","Realitätsverleugnung",1
"1854","Reality-TV",0
"1855","Realschullehrer",0
"1856","Recherche",0
"1857","Recherchennetzwerk",0
"1858","recht",0
"1859","Recht",0
"1860","Recht_&_Steuer",0
"1861","Recht|Rechte",0
"1862","Rechtsabteilung",0
"1863","Rechtsanwaltsordnung",0
"1864","Rechtschreib",0
"1865","Rechtschreibfehler",0
"1866","Rechtsfolge",0
"1867","Rechtsordnung",0
"1868","Rechtsprechung",0
"1869","Rechtsschutz",0
"1870","Rechtsstreit",0
"1871","Rechtsstreite",0
"1872","Rechtsverstoß",1
"1873","rechtswidrig",1
"1874","Rechtswissenschaft",0
"1875","Red",0
"1876","Redakteur",0
"1877","Redaktion",0
"1878","Redaktionsmitglieder",0
"1879","Rede",0
"1880","Rede|Reden",0
"1881","Redlichkeit",0
"1882","Referat",0
"1883","Referenzstelle",0
"1884","Refrain",0
"1885","Regel",0
"1886","Regel|Regeln",0
"1887","Regelgebung",0
"1888","Regelwerk",0
"1889","Regie",0
"1890","regierend",0
"1891","Regierung",0
"1892","Regierungsbank",0
"1893","Regimetheorie",0
"1894","Regisseur",0
"1895","Reichsmark",0
"1896","Reichstag",0
"1897","Reife",0
"1898","Reihe",0
"1899","Reimer",1
"1900","Reimkunst",1
"1901","Reiner",0
"1902","Reis",0
"1903","Reise",0
"1904","Reisebericht",0
"1905","Reisebeschreibung",0
"1906","Reiseschriftsteller",0
"1907","Reitergeschichte",0
"1908","Reiz",0
"1909","Rekurs",0
"1910","Religion",0
"1911","Remix",1
"1912","ren",0
"1913","Rennen",0
"1914","Rent",1
"1915","Rententheorie",0
"1916","Report",0
"1917","Reportage",0
"1918","Republikaner",0
"1919","Reputation",0
"1920","Resolution",0
"1921","Resonanz",1
"1922","Respekt",1
"1923","Rest",0
"1924","Resultat",0
"1925","Retourkutsche",1
"1926","Rettung",0
"1927","Rezension",0
"1928","Rezepte",0
"1929","Rezeption",1
"1930","Rhythmus",0
"1931","Richter",0
"1932","Richtigkeit",0
"1933","Richtung",0
"1934","Rifflandschaft",0
"1935","Rilke",0
"1936","Ring",0
"1937","Ripoff",1
"1938","Ripper",1
"1939","Rippung",1
"1940","Risiko",0
"1941","Risikovorsorge",0
"1942","Rock",0
"1943","Rockband",0
"1944","Rodin",0
"1945","Rohrrahmen",0
"1946","Rolle",0
"1947","Roman",0
"1948","Ruch",0
"1949","Rückerstattung",0
"1950","Rückgang",0
"1951","Rückkehr",0
"1952","Rückkopplungseffekt",0
"1953","Rückschritt",0
"1954","Rücktritt",0
"1955","Ruf",0
"1956","Rug",0
"1957","Ruhm",0
"1958","Runde",0
"1959","Sachbeschädigung",1
"1960","Sachbücher",0
"1961","Sache",0
"1962","Sachverhalt",0
"1963","Saison",0
"1964","Saisonende",0
"1965","Salinger",0
"1966","Sammelband",0
"1967","Sammelsurium",1
"1968","Sammlung",1
"1969","Sand",0
"1970","Sanduhr",0
"1971","Sänger",0
"1972","Sängerin",0
"1973","Sanktion",0
"1974","Sanktionierung",0
"1975","Satz",0
"1976","Satzung",0
"1977","Schachkomposition",1
"1978","Schaden",0
"1979","Schadenersatz",0
"1980","Schadensersatz",0
"1981","Schadensersatzanspruch",0
"1982","Schadensersatzforderung",0
"1983","Schaf",0
"1984","Schaffen",1
"1985","Schallplattenlabel",0
"1986","Schande",1
"1987","Schauergeschichte",1
"1988","Schauplätze",0
"1989","Schauspielerin",0
"1990","Scheln",0
"1991","Schemer",0
"1992","Scher",0
"1993","Schicksal",0
"1994","Schiller",0
"1995","Schinkel",0
"1996","Schinkel’",0
"1997","Schlag",0
"1998","Schlager",0
"1999","Schlagwort",0
"2000","Schlagwörter",0
"2001","Schlagzeil",0
"2002","Schlich",0
"2003","Schließung",0
"2004","schlimm",0
"2005","Schlimm",0
"2006","Schluß",0
"2007","Schmähung",0
"2008","Schmälerung",1
"2009","Schmerz",0
"2010","schmücken",0
"2011","Schnellheizers",0
"2012","Schnelllöschantrag",0
"2013","schon",0
"2014","Schönheit",0
"2015","Schönheitsschnörkel",0
"2016","Schöpfer",0
"2017","Schöpfung",1
"2018","Schöpfung…natürlich",1
"2019","Schrankenbestimmung",0
"2020","Schrei",0
"2021","Schreiben",1
"2022","Schreibstil",1
"2023","Schrift",1
"2024","Schriften",1
"2025","Schriftsteller",0
"2026","Schriftten",1
"2027","Schrifttum",1
"2028","Schriftzug",0
"2029","Schritt",0
"2030","Schuhhersteller",0
"2031","Schuhladen",0
"2032","Schuld",0
"2033","Schuldensituation",0
"2034","Schule",0
"2035","Schüler",0
"2036","Schülerzeitung",0
"2037","Schulkind",0
"2038","Schulz",0
"2039","Schundliteratur",1
"2040","Schuß",0
"2041","Schutz",0
"2042","Schützenfest",0
"2043","Schutzrechte",0
"2044","Schwaben",0
"2045","Schwäche",0
"2046","Schwachsinn",0
"2047","Schwarzkopie",1
"2048","Schwarzmarkt",0
"2049","schwer",0
"2050","Schwerpunkt",0
"2051","Schwierigkeit",0
"2052","Schwind",0
"2053","Screenshot",0
"2054","Seele",0
"2055","Seelendiebstahl",1
"2056","Seelenverkäufer",1
"2057","Sehnsucht",0
"2058","Seidel",0
"2059","Seiff",0
"2060","Seite",0
"2061","Seitensprung",1
"2062","Seitenthema",1
"2063","Sekundärliteratur",0
"2064","selbst",0
"2065","Selbstbeteiligung",0
"2066","Selbstdisziplin",0
"2067","Selbstfinanzierungsphilosophie",0
"2068","Selbstlernkurs",0
"2069","Selbstmord",0
"2070","Selbstplagiat",0
"2071","Selbstüberschätzung",0
"2072","Selbstverlag",0
"2073","Selbstzahler",0
"2074","Selbstzitat",1
"2075","Selektion",1
"2076","Seminar",0
"2077","Senat",0
"2078","Sendung",0
"2079","Sentiment",0
"2080","Sequel",1
"2081","Serie",1
"2082","Service",0
"2083","Sextette",0
"2084","Shields",0
"2085","Shitstorm",0
"2086","Show",0
"2087","Sicherheit",0
"2088","Sicherheitsfaden",0
"2089","Sicherung",0
"2090","Sicherungssystem",0
"2091","Sicht",0
"2092","Sichtweise",0
"2093","Siebtel",0
"2094","Siedler",0
"2095","Sieg",0
"2096","Sieger",0
"2097","Siegerprojekt",0
"2098","siehe",0
"2099","Signet",0
"2100","Simpsons",0
"2101","Single",0
"2102","Singleauskopplung",1
"2103","Singspiel",0
"2104","Sinn",0
"2105","Site",0
"2106","Situation",0
"2107","Skandal",0
"2108","Skandale",0
"2109","Skizze",0
"2110","Sklave",0
"2111","Sklavenhändler",0
"2112","Soeben",0
"2113","Software",0
"2114","Softwareexporteur",0
"2115","Sohn",0
"2116","Soldat",0
"2117","Sole",0
"2118","Song",0
"2119","Songkanon",0
"2120","Songs",0
"2121","Sonnenflecken",0
"2122","Sorge",0
"2123","Sozialausschuß",0
"2124","Sozialdemokrat",0
"2125","Sozialwissenschaft",0
"2126","Soziologie",0
"2127","Spaldings",0
"2128","Spamling",0
"2129","Spaß",0
"2130","Spätherbst/Winter",0
"2131","Spediteur",0
"2132","Sperrung",0
"2133","Spiegel",1
"2134","Spiel",0
"2135","Spiel|Spielen",0
"2136","Spielablauf",0
"2137","Spiele",0
"2138","Spielplan",0
"2139","Spielzeug",0
"2140","Spitzenposition",0
"2141","Spitzenprodukt",0
"2142","Spontan",0
"2143","Spot",0
"2144","Sprache",0
"2145","Sprachspiel",1
"2146","Sprachwissenschaft",0
"2147","Sprachwissenschaftler",0
"2148","Sprechen",0
"2149","Sprecher",0
"2150","Springinsfeld",0
"2151","Spruch",0
"2152","Staatsanwalt",0
"2153","Staatsanwaltschaft",0
"2154","Staatssekretär",0
"2155","Staatstheater",0
"2156","Stadt",0
"2157","Stadtführer",0
"2158","Staffel",0
"2159","Stagnation",0
"2160","Stammapostel",0
"2161","Stand",0
"2162","Standard",0
"2163","Standesvertretung",0
"2164","Stanzlsänger",0
"2165","Stapel",0
"2166","Statistik",0
"2167","Status",0
"2168","stehlen",1
"2169","Stein",0
"2170","Steinheil",0
"2171","Stelle",0
"2172","Stelle|Stellen",0
"2173","Stellenwert",0
"2174","Stellungnahme",1
"2175","Stern",0
"2176","steuern",0
"2177","Steuerung",0
"2178","Stichwort",1
"2179","stieß",0
"2180","Stiftung",0
"2181","Stil",1
"2182","Stilbruch",1
"2183","Stilcollage",1
"2184","Stilelement",1
"2185","Stilfibel",0
"2186","Stilkopie",1
"2187","Stimme",1
"2188","Stimme|Stimmen",0
"2189","Stimmung",0
"2190","Stimtion",0
"2191","Stippel",0
"2192","Stoff",0
"2193","Stofftier",0
"2194","Stolperstein",0
"2195","Stolpert",0
"2196","Støre",0
"2197","Strache",0
"2198","Straftat",1
"2199","Straftatbestand",1
"2200","Strafverfahren",0
"2201","Straßenbahnfahrzeug",0
"2202","strauß",0
"2203","Strecke",0
"2204","streichen",0
"2205","Streifen",0
"2206","Streit",0
"2207","Streitkraft",0
"2208","Streitpunkt",0
"2209","Strohmann",0
"2210","Struktur",0
"2211","Strukturübernahme",1
"2212","Stück",0
"2213","Student",0
"2214","Studentin",0
"2215","Studie",0
"2216","Studie|Studium",0
"2217","Studiengebühr",0
"2218","Studierende",0
"2219","Studio",0
"2220","Studioalbum",0
"2221","Studium",0
"2222","Stund",0
"2223","Stunde|Stunden",0
"2224","Sturm",0
"2225","Stützpunkt",0
"2226","Substanz",0
"2227","Subversion",1
"2228","Suche",0
"2229","Suchmaschine",0
"2230","Süddeutsche",0
"2231","Suizid",0
"2232","Summe",0
"2233","Sympathisantenschlumpf",0
"2234","Synchronfassung",1
"2235","Szene",0
"2236","Tabelle",0
"2237","Tag",0
"2238","Tagebuch",0
"2239","Tagebucheintrag",0
"2240","Tagesordnung",0
"2241","Tageszeitung",0
"2242","Tagung",0
"2243","Tagungsband",0
"2244","Takt",0
"2245","Talmud",0
"2246","Talmudjude",0
"2247","Tangopoet",0
"2248","Tanz",0
"2249","Tasche",0
"2250","Taschen",0
"2251","Tat",0
"2252","Tatbestand",0
"2253","tatbestand(",0
"2254","Täter",0
"2255","Tätigkeit",0
"2256","Tatsache",0
"2257","taucht",0
"2258","Täuschung",1
"2259","Täuschungsabsicht",0
"2260","Täuschungsversuchen",0
"2261","Täuschungsvorsatz",0
"2262","taz",0
"2263","Team",0
"2264","Teamleiter",0
"2265","Technik",0
"2266","Teil",1
"2267","Teil|Teilen",0
"2268","Teilchenphysik",0
"2269","Teilnahme",0
"2270","Telecaster",0
"2271","Telefons",0
"2272","Telefunken",0
"2273","Tendenz",0
"2274","Terenz",0
"2275","Termit",0
"2276","Terrorist",0
"2277","Testamenten",0
"2278","Tests",0
"2279","Teufelskreis",0
"2280","text",0
"2281","Text",0
"2282","Text|Texten",0
"2283","Textil",0
"2284","Textpassage",1
"2285","Textstelle",1
"2286","Textstück",1
"2287","Textteil",1
"2288","Textübernahmen",1
"2289","Thatsache",0
"2290","The",0
"2291","Theater",0
"2292","Theaterregisseur",0
"2293","Theaterstück",0
"2294","Them",0
"2295","Thema",0
"2296","Thematik",0
"2297","Themengleichheit",1
"2298","Themes",0
"2299","Theorie",0
"2300","Thriller",0
"2301","Thysse",0
"2302","Tierfigur",0
"2303","Timosthene",0
"2304","Tisch",0
"2305","Titel",0
"2306","Titelblatte",0
"2307","Titelentzug",1
"2308","Titelmelodie",0
"2309","Titelschriftzug",0
