Farbe,Dokumentgruppe,Dokumentname,Code,Anfang,Ende,Gewicht,Segment,Bearbeitet von,Bearbeitet am,Erstellt von,Erstellt am,Fläche,Abdeckungsgrad %,Weitere am Segment vergebene Codes,Dokumentname,Erstellt am,Codierte Segmente,Wörter,Zeichen
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_3SG-PL,12,12,0,ihrer,guhl,20.05.25 15:17,guhl,20.05.25 15:17:38,5,0.02,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_3SG-PL,12,12,0,sie,guhl,20.05.25 15:17,guhl,20.05.25 15:17:38,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,Meinen,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,6,0.03,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,mir,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,12,12,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,psych_spoerri > Submanische Erregung (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,psych_spoerri > Exogener Dämmerzustand1,14,14,0,"Die in Bern haben, hab ich auch Krach gemacht. (Wer in Bern?) Ja, die Aare hat, hat auch, ist auch hinuntergegangen, gegen, gegen Koblenz zu. (Wer ist hinuntergegangen?) Die Aare. (Hat die auch Krach gemacht?) Nein, die ist nicht hinuntergegangen. Doch, sie ist auch heruntergegangen. Das da hier ist ein Telephonbuch, ein Telephonbuch, da ist einfach ein Umschlag drum, und da hier ist das Telephon, das da. Und hier hören Sie auch (Pat. berührt Mikrophon) (Ja) Und da ist eine Streichholzschachtel, mit einer Jaßkarte darauf. Aber jetzt sind da wieder einer, zwei, drei sind da wieder vorbeigelaufen. (Ja, vor dem Fenster.) Ja, weil es ihnen sturm ist. (Ziehen Sie ab 100— 7) 100 weniger 7 sind 93, weniger 7 sind 94, weniger 7, nein 84..",guhl,20.05.25 15:04,guhl,20.05.25 15:04:03,740,3.39,"Pronomen > Pron_1SG (Gewicht: 0)
Pronomen > Pron_3SG-PL (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,14,14,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogener Dämmerzustand1 (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_3SG-PL,14,14,0,sie,guhl,20.05.25 15:17,guhl,20.05.25 15:17:38,3,0.01,psych_spoerri > Exogener Dämmerzustand1 (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,psych_spoerri > Exogene Verwirrtheit,16,16,0,"Man muß ja drandenken, wenn man immer eine Brille tragen muß. Ja. Ha, sehr. Wenn man einmal muß eine Brille tragen, muß ich mir machen lassen. Ich habe nicht zu viel. Sie, ich habe nicht zu viel, jetzt bin ich ganz schwach, 2 Liter. (Was?) Die Sauhunde. (Was ist das für ein Zimmer?) He? (Was ist das für ein Zimmer?) Kommen Sie und sehen Sie. Ich muß eine Brille tragen, obligatorisch. Es, ich habe schwache Augen. (Was ist heute für ein Tag?) Nescafe? Nescafe, ich habe Nescafe, die Berner wollen Nescafe.",guhl,20.05.25 15:04,guhl,20.05.25 15:04:03,507,2.33,Pronomen > Pron_1SG (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,mir,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,16,16,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Exogene Verwirrtheit (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,"psych_spoerri > Akutes, halluzinatorisches Paranoid",18,21,0,"Also, ich wäre ja bereit zum Sterben, nicht. Ich hab keine Angst davor, davon abgesehen, aber ich meine, es sind ja schon so viele gestorben, nicht. Ich glaube auch an Gott, davon abgesehen. (Und wie geht es mit dem Denken? Geht das ganz glatt?) Oh, das ist ein bißchen schlecht, ist das mal. Funkt mir mal was dazwischen. Gedankenübertragung und so was. (Wer überträgt Ihnen denn?) Das ist schlecht zu erklären. (Haben Sie sich schon Gedanken gemacht, wer das sein könnte oder woher das kommt?) Na also, ich wäre ja bereit, für eine gerechte Sache zu sterben. Da müsste aber folgendes geschehen, da müsste aber folgendes geschehn. Sieben, na? An erster Stelle bin ich Deutscher. Bin der Überzeugung, der Meinung, wenn man mit den Augen kneift, na und jemand anderer., zum Bei",guhl,20.05.25 15:04,guhl,20.05.25 15:04:03,1348,6.18,"Pronomen > Pron_1SG (Gewicht: 0)
Pronomen > Pron_3SG-PL (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,meine,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,5,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,mir,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_3SG-PL,18,18,0,sein,guhl,20.05.25 15:17,guhl,20.05.25 15:17:38,4,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,18,18,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,meine,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,5,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,20,20,0,meine,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,5,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_3SG-PL,20,20,0,sein,guhl,20.05.25 15:17,guhl,20.05.25 15:17:38,4,0.02,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,21,21,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,"psych_spoerri > Akutes, halluzinatorisches Paranoid (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,psych_spoerri > Akute stuporöse Hebephrenie,23,25,0,"J. W. aber man muß, bloß beherrschen. (Wie lange sind Sie schon hier?) (Was wollen Sie werden?). Ich will nach Hause, zu meinen, nicht das... fliegende Unter",guhl,20.05.25 15:04,guhl,20.05.25 15:04:03,882,4.05,Pronomen > Pron_1SG (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,23,23,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,23,23,0,meinen,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,6,0.03,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,23,23,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,23,23,0,mein,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,23,23,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,23,23,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,25,25,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,25,25,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,25,25,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,25,25,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,25,25,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,25,25,0,mir,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Akute stuporöse Hebephrenie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,psych_spoerri > Gehemmte Depression,27,31,0,"Nein, schlecht. Ich schlafe furchtbar schlecht. Ich kriege auch nur eine halbe Tablette, und da komm ich gar nicht mit aus. (Was haben Sie sonst noch für Be",guhl,20.05.25 15:04,guhl,20.05.25 15:04:03,1819,8.34,Pronomen > Pron_1SG (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,27,27,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,27,27,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,27,27,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,29,29,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,30,30,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,30,30,0,mir,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,mich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,4,0.02,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,Ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,mir,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,31,31,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Gehemmte Depression (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,psych_spoerri > Wesensveränderung bei Epilepsie,33,33,0,"(Rauchen Sie gerne?) Ja, gern. (Was rauchen Sie denn?) Cigaretten oder ’ne Pfeife in der Hand, das mach’ ich am liebsten, nicht mehr aus der Hand reißen. Aber wenn sie mir einer aus der Hand reißt, dann sag’ ich auch, das ist nicht meine Schuld, das ist seine Schuld. (Ist das lustig?) Das meint ich auch, das ist lustig. (Warum sehen Sie so plötzlich die Hand an?) Man hat mich meine Hand falten gelernt, ich vergeß’ das nie. (Wer hat das gelernt?) Ich hab das alleine gelernt, ich vergeß’ sowas nie. Ne Hand falten, das vergeß’ ich nie. Die Glocken in der Kirche, die vergeß’ ich, die will ich auch nicht vergessen.",guhl,20.05.25 15:04,guhl,20.05.25 15:04:03,617,2.83,"Pronomen > Pron_1SG (Gewicht: 0)
Pronomen > Pron_3SG-PL (Gewicht: 0)",psych_spoerri,20.05.2025 15:04,256,3618,21800
●,,psych_spoerri,schema_class > Ausdrucksformen > Pronomen > Pron_1SG,33,33,0,ich,guhl,20.05.25 15:18,guhl,20.05.25 15:18:06,3,0.01,psych_spoerri > Wesensveränderung bei Epilepsie (Gewicht: 0),psych_spoerri,20.05.2025 15:04,256,3618,21800
